attempted_field_goals,field_goal_percentage,three_point_percentage,made_free_throws,defensive_rebounds,total_rebounds,turnovers,personal_fouls
71,0.3486238532110092,0.2857142857142857,21,30,38,16,25
82,0.3333333333333333,0.28125,16,33,48,11,13
70,0.3,0.26666666666666666,4,28,35,18,22
77,0.32456140350877194,0.3,22,30,39,20,25
81,0.31932773109243695,0.2608695652173913,25,30,42,17,19
72,0.32710280373831774,0.21739130434782608,22,41,48,20,19
91,0.2601626016260163,0.15789473684210525,19,28,43,11,18
78,0.3389830508474576,0.2857142857142857,15,32,38,21,21
78,0.30357142857142855,0.18181818181818182,19,26,36,20,24
79,0.2882882882882883,0.32142857142857145,24,35,43,19,24
95,0.2962962962962963,0.13043478260869565,18,32,53,17,24
85,0.2796610169491525,0.1875,11,27,40,11,20
80,0.2982456140350877,0.3157894736842105,13,33,47,14,19
113,0.27564102564102566,0.1724137931034483,16,42,65,15,21
102,0.2765957446808511,0.2647058823529412,14,41,54,14,26
80,0.2857142857142857,0.25925925925925924,11,34,45,16,16
82,0.28695652173913044,0.2571428571428571,21,34,42,14,17
79,0.30701754385964913,0.29411764705882354,5,35,40,12,21
80,0.2982456140350877,0.30434782608695654,14,34,48,12,12
72,0.3076923076923077,0.25,27,33,40,14,22
88,0.2845528455284553,0.13636363636363635,19,28,44,11,25
70,0.36363636363636365,0.28,25,30,36,21,20
89,0.32061068702290074,0.3125,15,25,37,15,23
73,0.3177570093457944,0.3,19,37,46,15,19
79,0.27522935779816515,0.3157894736842105,11,28,35,12,21
87,0.2689075630252101,0.2,13,27,37,10,25
78,0.3275862068965517,0.125,16,42,52,18,18
84,0.2631578947368421,0.07142857142857142,13,31,42,11,22
78,0.27102803738317754,0.22580645161290322,17,43,55,15,17
72,0.29411764705882354,0.2647058823529412,7,31,41,22,12
82,0.31666666666666665,0.25,8,30,38,13,22
90,0.2857142857142857,0.23333333333333334,11,25,39,11,24
81,0.3076923076923077,0.24242424242424243,23,32,50,17,13
79,0.27522935779816515,0.21052631578947367,22,28,43,13,16
86,0.3064516129032258,0.3684210526315789,14,32,43,14,22
83,0.2905982905982906,0.23333333333333334,16,26,36,12,19
73,0.35398230088495575,0.3181818181818182,19,37,41,21,22
81,0.3360655737704918,0.15789473684210525,16,28,34,8,24
74,0.3148148148148148,0.25,24,32,40,13,15
65,0.3157894736842105,0.21052631578947367,26,42,49,17,22
80,0.26605504587155965,0.2,20,28,35,8,20
73,0.27,0.09090909090909091,37,35,44,14,20
83,0.28448275862068967,0.2608695652173913,18,26,39,11,28
89,0.3358208955223881,0.3225806451612903,13,31,44,11,24
80,0.3103448275862069,0.2608695652173913,26,29,40,11,20
80,0.33884297520661155,0.25925925925925924,16,42,48,23,19
85,0.30327868852459017,0.29411764705882354,12,27,31,15,14
76,0.3504273504273504,0.30434782608695654,11,34,43,15,21
94,0.31386861313868614,0.3684210526315789,17,25,40,6,19
79,0.30701754385964913,0.28,18,35,41,16,22
83,0.26548672566371684,0.20689655172413793,21,31,47,20,19
93,0.33093525179856115,0.35,34,35,46,18,26
108,0.32075471698113206,0.25,23,32,52,17,31
87,0.304,0.17647058823529413,22,19,35,12,26
77,0.35294117647058826,0.18518518518518517,25,27,39,13,23
84,0.22935779816513763,0.1388888888888889,21,32,50,17,24
78,0.28440366972477066,0.1875,27,37,50,12,20
72,0.2653061224489796,0.3333333333333333,16,37,45,12,23
75,0.24242424242424243,0.25,19,35,49,12,16
90,0.28,0.25925925925925924,7,27,38,8,17
74,0.29523809523809524,0.23076923076923078,14,35,48,17,14
84,0.328,0.2727272727272727,8,25,31,9,14
75,0.33035714285714285,0.2631578947368421,10,33,42,20,9
72,0.32710280373831774,0.34146341463414637,19,33,44,15,18
77,0.3185840707964602,0.08333333333333333,13,23,33,13,20
82,0.28695652173913044,0.3181818181818182,20,30,48,12,19
72,0.3333333333333333,0.2857142857142857,22,29,33,9,17
81,0.325,0.325,10,25,34,16,24
78,0.3333333333333333,0.21428571428571427,26,26,40,13,15
78,0.30357142857142855,0.23333333333333334,13,24,29,12,18
71,0.3173076923076923,0.21739130434782608,21,34,44,23,22
84,0.288135593220339,0.25,20,29,38,10,16
80,0.3103448275862069,0.2564102564102564,18,33,40,11,17
77,0.3125,0.3,21,25,36,19,25
72,0.32710280373831774,0.3225806451612903,27,29,38,18,25
80,0.2727272727272727,0.2,20,37,53,19,18
91,0.29457364341085274,0.15789473684210525,20,32,46,6,22
84,0.3114754098360656,0.2,9,34,43,15,26
81,0.2767857142857143,0.20833333333333334,20,34,53,17,14
93,0.32116788321167883,0.2916666666666667,12,27,39,8,23
72,0.32710280373831774,0.3157894736842105,21,30,40,15,19
73,0.32407407407407407,0.3,21,45,57,17,25
84,0.22935779816513763,0.23809523809523808,21,27,38,4,21
88,0.3333333333333333,0.3333333333333333,18,31,46,15,21
105,0.2857142857142857,0.2222222222222222,16,31,51,12,27
75,0.3181818181818182,0.35,20,32,44,13,24
85,0.2975206611570248,0.26666666666666666,22,29,47,11,18
77,0.3185840707964602,0.325,13,24,29,11,14
88,0.296,0.23076923076923078,13,27,48,13,20
86,0.312,0.2972972972972973,15,31,41,7,19
87,0.304,0.21621621621621623,16,35,48,10,20
89,0.3308270676691729,0.2916666666666667,15,30,44,14,17
82,0.3492063492063492,0.2,16,24,30,14,18
81,0.2702702702702703,0.13333333333333333,21,36,44,11,23
83,0.319672131147541,0.2727272727272727,19,36,46,8,15
92,0.3284671532846715,0.2631578947368421,7,26,38,15,25
89,0.32061068702290074,0.27586206896551724,22,31,48,11,15
72,0.3394495412844037,0.20833333333333334,16,24,34,13,26
76,0.3274336283185841,0.25,26,23,35,14,24
85,0.3359375,0.11764705882352941,18,33,50,15,26
79,0.3008849557522124,0.28,23,23,34,12,23
74,0.3508771929824561,0.32558139534883723,16,29,36,13,24
78,0.2972972972972973,0.3684210526315789,22,25,40,11,20
81,0.3076923076923077,0.2413793103448276,14,30,40,11,15
87,0.31496062992125984,0.35714285714285715,9,32,43,10,19
88,0.3178294573643411,0.2647058823529412,26,31,47,18,29
86,0.3384615384615385,0.2857142857142857,21,27,37,15,24
76,0.3559322033898305,0.34782608695652173,20,32,42,15,14
85,0.31451612903225806,0.2857142857142857,10,27,37,14,22
70,0.3,0.26666666666666666,21,26,35,15,23
76,0.36134453781512604,0.2857142857142857,15,30,37,13,23
80,0.27927927927927926,0.125,30,32,44,14,23
85,0.27350427350427353,0.23529411764705882,19,31,46,16,25
74,0.3392857142857143,0.30303030303030304,17,34,42,20,19
96,0.2727272727272727,0.24242424242424243,15,25,38,11,15
89,0.25210084033613445,0.125,18,24,45,15,20
75,0.33035714285714285,0.23809523809523808,22,31,41,12,20
77,0.3474576271186441,0.3225806451612903,21,28,36,19,26
93,0.3161764705882353,0.34210526315789475,18,25,41,11,18
71,0.3486238532110092,0.2962962962962963,13,32,36,19,21
79,0.3008849557522124,0.21739130434782608,15,29,38,16,18
78,0.3333333333333333,0.26666666666666666,18,27,39,21,19
88,0.34814814814814815,0.37209302325581395,16,26,40,14,21
82,0.2743362831858407,0.18181818181818182,19,34,60,17,13
85,0.2672413793103448,0.23809523809523808,9,28,44,15,20
71,0.3106796116504854,0.19047619047619047,15,23,30,17,21
72,0.35135135135135137,0.26666666666666666,21,32,39,16,22
90,0.3283582089552239,0.28125,11,31,42,15,22
85,0.3511450381679389,0.3103448275862069,18,32,41,13,15
71,0.2828282828282828,0.2857142857142857,12,38,47,19,18
90,0.2682926829268293,0.21875,15,33,48,8,15
82,0.344,0.23809523809523808,18,27,35,13,18
83,0.336,0.3939393939393939,22,30,40,10,16
84,0.2631578947368421,0.2,14,30,48,15,16
80,0.2982456140350877,0.3103448275862069,9,32,41,11,15
75,0.33035714285714285,0.2,16,29,35,19,20
79,0.3305084745762712,0.2903225806451613,15,24,34,16,17
75,0.32432432432432434,0.22727272727272727,22,26,33,10,18
80,0.3162393162393162,0.25,10,27,42,17,24
80,0.2857142857142857,0.23529411764705882,18,32,40,15,22
80,0.3220338983050847,0.28,14,30,40,10,21
82,0.2743362831858407,0.16666666666666666,8,44,55,19,19
89,0.2764227642276423,0.16666666666666666,8,37,48,13,18
93,0.32116788321167883,0.1111111111111111,8,30,39,14,27
82,0.3050847457627119,0.21428571428571427,27,33,44,16,14
91,0.2890625,0.2727272727272727,22,43,62,20,24
86,0.3008130081300813,0.3225806451612903,17,36,43,16,22
81,0.3076923076923077,0.25,20,26,47,17,15
78,0.3157894736842105,0.2608695652173913,14,21,33,17,20
85,0.32,0.07692307692307693,11,35,52,17,20
82,0.26126126126126126,0.23076923076923078,23,29,42,13,19
86,0.25862068965517243,0.25,24,34,49,14,22
92,0.2868217054263566,0.3,19,41,55,14,23
70,0.3269230769230769,0.13636363636363635,25,38,46,20,27
87,0.2627118644067797,0.19047619047619047,23,22,36,10,27
82,0.29310344827586204,0.23333333333333334,15,32,46,13,26
73,0.32407407407407407,0.2222222222222222,19,35,43,11,18
83,0.30833333333333335,0.28,14,36,49,10,20
69,0.29591836734693877,0.3076923076923077,14,31,36,13,21
82,0.31092436974789917,0.2,20,36,48,11,20
85,0.32,0.2727272727272727,17,32,41,8,23
89,0.2992125984251969,0.25925925925925924,17,39,58,20,27
92,0.30303030303030304,0.2647058823529412,12,27,37,13,25
77,0.36885245901639346,0.3333333333333333,14,35,41,17,17
77,0.3474576271186441,0.2727272727272727,15,24,25,12,18
80,0.3162393162393162,0.28125,14,27,36,14,25
86,0.29508196721311475,0.13636363636363635,23,28,37,12,21
86,0.26495726495726496,0.19047619047619047,17,28,39,7,16
86,0.2892561983471074,0.3611111111111111,9,40,55,16,14
77,0.33620689655172414,0.32608695652173914,18,32,37,14,17
85,0.33070866141732286,0.30952380952380953,17,31,42,13,18
83,0.3140495867768595,0.20689655172413793,11,21,35,8,16
75,0.34782608695652173,0.3181818181818182,15,31,43,15,17
95,0.2857142857142857,0.1111111111111111,11,32,48,14,22
74,0.3018867924528302,0.2692307692307692,22,35,45,23,18
92,0.29770992366412213,0.375,23,32,48,9,26
92,0.30303030303030304,0.35714285714285715,20,32,49,8,24
109,0.2967741935483871,0.14705882352941177,9,31,47,11,21
86,0.3228346456692913,0.3076923076923077,23,42,54,15,13
79,0.30701754385964913,0.3,22,35,49,20,24
89,0.2764227642276423,0.2631578947368421,16,28,45,15,21
93,0.3007518796992481,0.25925925925925924,24,28,45,14,27
79,0.3130434782608696,0.3235294117647059,34,32,44,19,24
85,0.24778761061946902,0.15,15,35,48,14,16
83,0.3025210084033613,0.2,13,44,53,14,23
77,0.28703703703703703,0.20833333333333334,20,19,32,20,21
77,0.37398373983739835,0.2916666666666667,15,28,35,13,18
65,0.30851063829787234,0.3157894736842105,27,27,33,20,22
81,0.352,0.3181818181818182,18,32,41,16,27
79,0.31896551724137934,0.2,20,32,40,16,23
80,0.3277310924369748,0.34615384615384615,21,28,36,15,23
72,0.2871287128712871,0.19047619047619047,14,28,45,18,22
73,0.3177570093457944,0.2777777777777778,13,24,35,15,22
78,0.35,0.3333333333333333,6,34,41,21,18
83,0.2719298245614035,0.26666666666666666,21,29,36,13,15
80,0.30434782608695654,0.2916666666666667,14,37,45,14,30
84,0.3225806451612903,0.20833333333333334,17,28,39,11,18
78,0.2909090909090909,0.25,20,28,37,11,23
78,0.3157894736842105,0.23529411764705882,15,31,46,14,22
86,0.3008130081300813,0.30357142857142855,12,24,30,15,21
89,0.34074074074074073,0.358974358974359,25,38,49,14,17
83,0.33064516129032256,0.10526315789473684,20,31,37,10,21
92,0.2923076923076923,0.30434782608695654,14,30,49,13,23
74,0.308411214953271,0.3076923076923077,20,17,28,18,28
75,0.336283185840708,0.35294117647058826,24,26,39,15,26
87,0.29838709677419356,0.23529411764705882,22,21,38,13,24
80,0.3333333333333333,0.34375,17,24,36,18,30
78,0.3389830508474576,0.3333333333333333,15,35,41,18,24
90,0.3283582089552239,0.3055555555555556,12,25,35,10,19
78,0.2909090909090909,0.14285714285714285,28,30,47,14,21
78,0.35,0.3055555555555556,8,27,33,12,26
80,0.3333333333333333,0.37037037037037035,12,25,31,13,23
83,0.3025210084033613,0.16666666666666666,29,26,43,11,22
75,0.29906542056074764,0.2962962962962963,21,30,37,14,22
75,0.336283185840708,0.2916666666666667,21,31,39,18,18
82,0.32786885245901637,0.35294117647058826,23,50,61,19,23
92,0.2698412698412698,0.2631578947368421,11,30,39,15,28
86,0.2773109243697479,0.15625,14,28,39,10,24
78,0.2972972972972973,0.2222222222222222,24,35,48,13,25
79,0.30701754385964913,0.3111111111111111,24,22,32,10,29
69,0.34285714285714286,0.32142857142857145,29,30,39,18,25
82,0.2807017543859649,0.2,25,34,54,16,18
88,0.30158730158730157,0.15,7,30,40,9,20
88,0.30708661417322836,0.2222222222222222,32,24,42,12,20
91,0.33088235294117646,0.25925925925925924,12,31,43,15,28
79,0.2882882882882883,0.3055555555555556,22,21,38,17,26
74,0.3508771929824561,0.2727272727272727,22,23,37,14,20
83,0.2905982905982906,0.3,28,35,40,17,33
93,0.2677165354330709,0.18181818181818182,32,35,53,19,28
78,0.30357142857142855,0.2916666666666667,10,25,34,16,19
92,0.29770992366412213,0.22727272727272727,15,31,48,12,11
85,0.2796610169491525,0.3157894736842105,12,25,40,14,18
75,0.34782608695652173,0.2777777777777778,17,32,41,14,20
78,0.3217391304347826,0.3103448275862069,17,28,38,19,22
79,0.3247863247863248,0.34,28,27,37,11,19
105,0.3092105263157895,0.28,15,34,51,15,22
90,0.31297709923664124,0.2972972972972973,17,32,42,18,19
83,0.319672131147541,0.26666666666666666,19,32,41,12,23
81,0.325,0.32142857142857145,17,27,33,8,18
103,0.29931972789115646,0.22857142857142856,15,45,52,11,18
110,0.26666666666666666,0.2,20,44,61,12,25
85,0.2796610169491525,0.2222222222222222,17,33,50,14,24
91,0.2890625,0.24324324324324326,13,32,50,12,21
85,0.31451612903225806,0.16666666666666666,12,23,36,12,17
80,0.30434782608695654,0.3125,17,26,40,15,21
85,0.2975206611570248,0.24,23,25,42,11,24
80,0.3442622950819672,0.375,15,35,47,16,25
71,0.3364485981308411,0.375,18,29,36,15,19
79,0.31896551724137934,0.32727272727272727,6,24,32,14,26
76,0.2897196261682243,0.2,12,27,41,16,23
71,0.3173076923076923,0.26666666666666666,14,23,33,14,15
79,0.22549019607843138,0.21428571428571427,17,26,37,11,19
78,0.3389830508474576,0.325,21,45,54,14,21
73,0.35398230088495575,0.2631578947368421,18,25,38,17,26
78,0.3157894736842105,0.26666666666666666,25,18,31,12,30
80,0.36,0.3611111111111111,15,33,43,15,15
90,0.29133858267716534,0.2222222222222222,14,25,40,10,18
79,0.31896551724137934,0.2608695652173913,11,32,39,15,19
84,0.2631578947368421,0.11764705882352941,16,31,45,18,21
86,0.328125,0.25806451612903225,9,28,39,16,15
83,0.3464566929133858,0.3333333333333333,16,33,45,14,15
79,0.26851851851851855,0.17391304347826086,17,40,50,17,32
76,0.24,0.17647058823529413,23,41,56,19,25
81,0.3135593220338983,0.20833333333333334,19,28,37,15,22
75,0.3181818181818182,0.3,24,27,40,17,25
83,0.3140495867768595,0.21428571428571427,15,39,51,17,16
84,0.30578512396694213,0.2608695652173913,9,28,36,13,19
76,0.2830188679245283,0.3333333333333333,19,36,45,16,21
90,0.2857142857142857,0.2727272727272727,10,29,44,9,18
82,0.28695652173913044,0.29411764705882354,19,33,50,14,24
75,0.29906542056074764,0.125,18,32,40,17,24
81,0.25688073394495414,0.18181818181818182,18,19,30,14,26
69,0.3300970873786408,0.375,27,34,44,19,19
82,0.2545454545454545,0.2222222222222222,15,26,39,19,23
76,0.3448275862068966,0.42857142857142855,25,35,43,12,19
82,0.2743362831858407,0.21428571428571427,27,31,52,18,25
81,0.3135593220338983,0.17391304347826086,23,24,35,10,25
74,0.2815533980582524,0.22727272727272727,19,26,33,17,29
80,0.3220338983050847,0.3076923076923077,19,34,46,12,19
73,0.32407407407407407,0.34375,21,30,38,14,20
72,0.3142857142857143,0.2777777777777778,17,31,36,17,20
63,0.32978723404255317,0.35294117647058826,28,33,39,16,25
73,0.2980769230769231,0.19230769230769232,17,26,38,19,27
87,0.2926829268292683,0.27586206896551724,18,22,38,16,16
87,0.35074626865671643,0.2903225806451613,17,31,46,15,22
84,0.34375,0.3055555555555556,11,31,39,16,8
95,0.3014705882352941,0.11764705882352941,5,28,46,16,14
86,0.25862068965517243,0.24390243902439024,12,27,45,11,20
71,0.30392156862745096,0.29411764705882354,17,34,42,16,19
84,0.3114754098360656,0.3225806451612903,19,30,40,15,16
86,0.3384615384615385,0.3076923076923077,10,34,43,16,22
80,0.3103448275862069,0.25,18,34,45,19,20
86,0.328125,0.2777777777777778,16,30,37,10,18
85,0.3253968253968254,0.30303030303030304,21,31,49,18,25
78,0.3275862068965517,0.375,23,18,28,12,18
69,0.25806451612903225,0.16666666666666666,27,27,37,21,19
73,0.3302752293577982,0.2727272727272727,18,31,36,19,27
86,0.3384615384615385,0.32,8,26,39,10,18
83,0.319672131147541,0.32,12,28,41,10,10
86,0.31746031746031744,0.25,15,25,38,15,19
87,0.35074626865671643,0.34,11,31,46,15,22
72,0.2871287128712871,0.2,16,35,46,22,20
85,0.2857142857142857,0.25,18,28,39,12,22
93,0.2677165354330709,0.21739130434782608,12,34,47,11,24
87,0.2809917355371901,0.2962962962962963,19,40,56,15,13
78,0.30973451327433627,0.21739130434782608,12,29,42,17,14
81,0.3467741935483871,0.2926829268292683,10,29,32,8,20
92,0.2923076923076923,0.23333333333333334,11,19,40,18,21
75,0.34210526315789475,0.3076923076923077,24,31,47,21,19
83,0.3140495867768595,0.3548387096774194,11,30,41,7,17
78,0.30973451327433627,0.08333333333333333,15,28,36,9,19
85,0.30327868852459017,0.2571428571428571,14,31,41,9,19
75,0.29906542056074764,0.2608695652173913,22,34,42,12,19
77,0.32456140350877194,0.2727272727272727,17,30,34,14,20
81,0.325,0.36363636363636365,15,31,41,13,20
82,0.3050847457627119,0.2,13,26,37,11,19
81,0.31932773109243695,0.36363636363636365,13,38,50,13,16
94,0.32857142857142857,0.2647058823529412,17,29,41,14,21
99,0.3028169014084507,0.2708333333333333,18,33,48,16,21
85,0.2543859649122807,0.19230769230769232,14,37,52,15,15
93,0.2900763358778626,0.3055555555555556,5,36,49,13,18
74,0.3148148148148148,0.26666666666666666,16,28,36,16,19
80,0.3220338983050847,0.3103448275862069,18,30,41,17,22
94,0.3380281690140845,0.3548387096774194,9,26,38,14,22
83,0.35658914728682173,0.3333333333333333,21,28,38,16,17
76,0.2761904761904762,0.28125,14,30,40,17,19
86,0.3533834586466165,0.3333333333333333,10,33,41,5,15
75,0.3055555555555556,0.17647058823529413,17,29,38,18,21
78,0.3389830508474576,0.25925925925925924,15,27,35,10,25
82,0.29310344827586204,0.24,14,32,43,16,19
79,0.3130434782608696,0.23529411764705882,15,33,42,14,13
79,0.33613445378151263,0.30434782608695654,13,34,45,14,17
81,0.2702702702702703,0.2,13,27,43,15,16
99,0.26666666666666666,0.21052631578947367,19,34,52,19,24
89,0.29365079365079366,0.19444444444444445,18,35,48,16,22
86,0.3333333333333333,0.25806451612903225,19,39,44,12,28
86,0.29508196721311475,0.2608695652173913,25,34,46,11,16
80,0.3277310924369748,0.25806451612903225,13,34,45,17,23
90,0.3076923076923077,0.2926829268292683,14,27,43,7,13
92,0.31851851851851853,0.2553191489361702,20,35,48,13,20
88,0.3178294573643411,0.325,17,32,41,15,19
86,0.328125,0.24324324324324326,17,28,37,16,30
85,0.32,0.2857142857142857,27,30,53,17,20
95,0.25196850393700787,0.13043478260869565,12,33,53,11,20
84,0.3,0.18181818181818182,13,34,49,11,16
92,0.30303030303030304,0.25806451612903225,14,32,43,8,19
81,0.3135593220338983,0.2916666666666667,13,34,43,13,20
76,0.2761904761904762,0.2962962962962963,15,21,40,16,16
82,0.344,0.29411764705882354,11,24,37,8,23
89,0.32061068702290074,0.16,17,23,36,10,14
74,0.3620689655172414,0.3103448275862069,11,32,41,17,26
66,0.37735849056603776,0.3333333333333333,30,31,33,12,19
91,0.3,0.2916666666666667,19,24,40,12,25
80,0.26605504587155965,0.16666666666666666,20,30,46,12,21
73,0.27722772277227725,0.25,16,33,46,19,21
83,0.3140495867768595,0.25,22,38,53,18,25
101,0.2733812949640288,0.17073170731707318,24,29,50,10,28
82,0.31666666666666665,0.3,16,23,32,16,26
85,0.32,0.17391304347826086,24,35,50,19,22
77,0.3474576271186441,0.34210526315789475,10,40,47,15,18
83,0.2966101694915254,0.2,13,27,40,13,15
89,0.3153846153846154,0.2222222222222222,11,31,43,12,20
79,0.3247863247863248,0.2692307692307692,22,36,44,10,14
79,0.3247863247863248,0.2916666666666667,21,29,40,20,25
95,0.30656934306569344,0.26666666666666666,16,28,47,14,19
84,0.30578512396694213,0.24,14,28,41,13,19
78,0.3445378151260504,0.19047619047619047,18,39,45,16,24
92,0.29770992366412213,0.24074074074074073,9,26,36,8,18
83,0.319672131147541,0.30434782608695654,13,38,50,12,14
72,0.32075471698113206,0.21052631578947367,23,35,45,15,24
85,0.2672413793103448,0.23809523809523808,18,27,41,10,18
75,0.3119266055045872,0.2727272727272727,27,26,35,10,22
79,0.30701754385964913,0.2222222222222222,21,29,44,17,26
79,0.3008849557522124,0.21428571428571427,18,28,37,10,15
80,0.3103448275862069,0.2571428571428571,18,33,46,13,12
84,0.288135593220339,0.20833333333333334,17,30,41,22,18
90,0.3333333333333333,0.23076923076923078,16,37,49,17,17
80,0.3162393162393162,0.3170731707317073,16,37,46,9,16
85,0.2916666666666667,0.2692307692307692,10,34,46,12,20
86,0.2892561983471074,0.20689655172413793,24,30,40,11,23
82,0.31666666666666665,0.2857142857142857,25,37,47,15,18
84,0.29411764705882354,0.29411764705882354,24,28,36,11,21
85,0.32,0.2222222222222222,24,39,53,17,20
77,0.3063063063063063,0.0625,12,33,46,19,20
77,0.29357798165137616,0.09090909090909091,22,30,38,12,16
91,0.3106060606060606,0.2903225806451613,12,35,46,7,19
76,0.2962962962962963,0.2727272727272727,22,36,43,14,21
78,0.3217391304347826,0.25,19,33,44,16,23
85,0.2857142857142857,0.27586206896551724,18,29,42,12,20
79,0.3130434782608696,0.30434782608695654,16,25,32,11,17
85,0.3253968253968254,0.2777777777777778,12,32,47,14,19
90,0.3382352941176471,0.32142857142857145,8,32,47,11,21
87,0.29838709677419356,0.25,17,29,44,13,13
82,0.344,0.2631578947368421,17,28,41,8,20
70,0.33962264150943394,0.36363636363636365,24,23,28,8,19
86,0.3064516129032258,0.15,13,27,37,8,17
76,0.3090909090909091,0.30303030303030304,11,33,42,18,22
81,0.3076923076923077,0.1875,18,31,45,11,23
94,0.2878787878787879,0.3,26,36,59,10,17
87,0.2564102564102564,0.22580645161290322,6,30,41,18,24
70,0.3,0.17391304347826086,27,40,53,21,17
72,0.3333333333333333,0.32,16,35,46,16,17
75,0.32432432432432434,0.3333333333333333,9,24,29,12,16
84,0.3,0.28205128205128205,25,30,45,17,23
84,0.328,0.34615384615384615,23,25,36,14,24
81,0.3017241379310345,0.21428571428571427,18,46,53,18,23
99,0.27205882352941174,0.15384615384615385,19,37,54,9,26
80,0.2727272727272727,0.21052631578947367,18,34,40,16,24
79,0.2882882882882883,0.16,23,41,51,18,19
95,0.2803030303030303,0.25,7,27,37,18,14
87,0.35555555555555557,0.23076923076923078,12,44,50,17,10
82,0.28695652173913044,0.22580645161290322,26,29,41,15,28
91,0.33088235294117646,0.3611111111111111,28,36,51,11,26
79,0.2818181818181818,0.19047619047619047,13,24,36,8,19
75,0.34782608695652173,0.2222222222222222,8,25,32,11,19
90,0.35714285714285715,0.3584905660377358,13,36,45,11,22
79,0.31896551724137934,0.2857142857142857,22,23,30,11,16
84,0.24324324324324326,0.25806451612903225,23,26,40,15,17
78,0.30357142857142855,0.35,18,37,47,19,20
75,0.3181818181818182,0.375,25,25,35,9,22
91,0.3,0.18181818181818182,13,26,46,14,27
91,0.3208955223880597,0.29411764705882354,20,29,40,12,24
72,0.32710280373831774,0.2553191489361702,27,33,37,19,26
78,0.3157894736842105,0.2727272727272727,18,28,37,20,22
93,0.3404255319148936,0.23333333333333334,14,24,41,11,16
77,0.3063063063063063,0.2916666666666667,18,30,44,14,16
77,0.3,0.2727272727272727,11,29,40,16,19
78,0.30973451327433627,0.3076923076923077,12,25,34,17,23
69,0.3669724770642202,0.3888888888888889,19,31,33,16,18
86,0.29508196721311475,0.32142857142857145,18,35,44,10,16
75,0.27884615384615385,0.27586206896551724,14,36,47,18,23
81,0.3017241379310345,0.2903225806451613,22,44,57,19,16
87,0.29838709677419356,0.2647058823529412,14,30,37,8,20
71,0.3173076923076923,0.30434782608695654,24,27,33,18,19
79,0.2882882882882883,0.21875,17,32,44,20,20
77,0.2803738317757009,0.2777777777777778,13,28,39,14,22
79,0.3130434782608696,0.24,24,30,45,9,17
83,0.3515625,0.25,21,24,40,9,22
85,0.32,0.3488372093023256,15,22,39,14,21
72,0.35714285714285715,0.22727272727272727,21,35,40,16,22
86,0.3008130081300813,0.2857142857142857,26,26,39,9,22
82,0.31666666666666665,0.2608695652173913,11,25,34,7,20
76,0.3274336283185841,0.20833333333333334,25,31,40,9,16
77,0.3418803418803419,0.25,13,35,44,18,15
78,0.3157894736842105,0.2,13,24,29,12,19
84,0.3114754098360656,0.2857142857142857,20,32,46,16,26
83,0.2719298245614035,0.2571428571428571,25,27,39,15,20
84,0.30578512396694213,0.3076923076923077,10,29,43,19,16
87,0.35555555555555557,0.25925925925925924,16,31,38,8,14
92,0.34285714285714286,0.3181818181818182,24,43,49,19,22
97,0.2971014492753623,0.34782608695652173,28,29,40,14,21
75,0.29906542056074764,0.24324324324324326,19,24,32,14,16
67,0.36792452830188677,0.3,14,30,32,14,18
81,0.2831858407079646,0.21739130434782608,28,26,40,13,20
82,0.3492063492063492,0.26666666666666666,12,32,45,11,25
74,0.26,0.125,19,36,45,14,20
89,0.288,0.0,20,37,48,7,18
78,0.3157894736842105,0.3333333333333333,14,25,35,10,21
68,0.34615384615384615,0.18181818181818182,21,30,37,11,21
80,0.3162393162393162,0.26666666666666666,16,31,42,15,15
87,0.28688524590163933,0.3333333333333333,9,32,50,16,18
75,0.29245283018867924,0.20588235294117646,25,39,54,18,22
84,0.30578512396694213,0.2894736842105263,15,35,43,12,26
80,0.3162393162393162,0.2608695652173913,21,30,37,9,19
81,0.2956521739130435,0.2777777777777778,21,37,51,16,28
82,0.24770642201834864,0.20833333333333334,18,39,49,14,22
80,0.24528301886792453,0.2,14,42,54,15,28
92,0.3381294964028777,0.25806451612903225,13,43,50,27,27
100,0.3006993006993007,0.21428571428571427,25,33,42,13,22
85,0.30327868852459017,0.28125,17,31,48,11,16
82,0.29914529914529914,0.23809523809523808,19,32,44,12,24
89,0.28225806451612906,0.21875,16,36,46,13,20
76,0.3090909090909091,0.2727272727272727,22,41,47,18,19
81,0.25,0.2903225806451613,18,27,40,12,28
83,0.2905982905982906,0.21739130434782608,23,35,48,13,21
82,0.31666666666666665,0.2727272727272727,12,33,41,13,14
80,0.3220338983050847,0.2413793103448276,12,32,38,17,13
86,0.2711864406779661,0.13636363636363635,18,34,50,17,20
96,0.28888888888888886,0.2608695652173913,14,36,60,9,18
83,0.336,0.30434782608695654,14,30,42,19,30
87,0.304,0.125,30,27,44,13,22
83,0.28448275862068967,0.2903225806451613,13,30,43,10,26
71,0.30392156862745096,0.25,25,35,43,10,18
80,0.30434782608695654,0.21428571428571427,10,35,43,14,11
81,0.2767857142857143,0.2413793103448276,11,29,39,15,14
78,0.30357142857142855,0.26666666666666666,24,30,39,11,14
91,0.3106060606060606,0.125,5,30,44,13,24
73,0.3113207547169811,0.16666666666666666,12,30,40,15,17
89,0.2764227642276423,0.18518518518518517,9,25,44,11,13
64,0.3118279569892473,0.3448275862068966,26,30,38,17,16
