slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
princta01,Tayshaun Prince,DETROIT PISTONS,HOME,MIAMI HEAT,WIN,2587,11,17,2,5,5,5,2,5,3,1,1,0,1,27.8
billuch01,Chauncey Billups,DETROIT PISTONS,HOME,MIAMI HEAT,WIN,2516,3,12,0,4,11,11,2,3,10,0,0,1,3,16.9
wadedw01,Dwyane Wade,MIAMI HEAT,AWAY,DETROIT PISTONS,LOSS,2679,11,20,0,3,1,3,0,3,4,2,3,5,3,14.2
wallabe01,Ben Wallace,DETROIT PISTONS,HOME,MIAMI HEAT,WIN,2068,3,4,0,0,2,4,4,3,0,2,3,0,3,12.2
mcdyean01,Antonio McDyess,DETROIT PISTONS,HOME,MIAMI HEAT,WIN,1121,5,5,0,0,2,2,2,4,0,0,0,1,3,10.9
onealsh01,Shaquille O'Neal,MIAMI HEAT,AWAY,DETROIT PISTONS,LOSS,1857,9,15,0,0,1,5,3,3,0,0,3,5,3,9.4
poseyja01,James Posey,MIAMI HEAT,AWAY,DETROIT PISTONS,LOSS,1822,2,4,1,2,0,0,1,1,3,1,0,0,1,6.7
hamilri01,Richard Hamilton,DETROIT PISTONS,HOME,MIAMI HEAT,WIN,2282,7,21,0,0,2,2,3,7,2,1,1,4,3,6.2
willija02,Jason Williams,MIAMI HEAT,AWAY,DETROIT PISTONS,LOSS,1734,2,7,1,4,1,1,0,4,6,0,0,0,3,6.1
walkean02,Antoine Walker,MIAMI HEAT,AWAY,DETROIT PISTONS,LOSS,2210,4,12,2,7,0,0,3,5,4,1,0,3,4,6.0
hasleud01,Udonis Haslem,MIAMI HEAT,AWAY,DETROIT PISTONS,LOSS,1884,5,14,0,1,0,3,4,6,2,0,0,0,4,5.4
mournal01,Alonzo Mourning,MIAMI HEAT,AWAY,DETROIT PISTONS,LOSS,856,1,2,0,0,3,6,2,3,0,0,1,0,2,5.0
hunteli01,Lindsey Hunter,DETROIT PISTONS,HOME,MIAMI HEAT,WIN,1186,1,6,0,2,0,0,0,1,3,3,0,0,3,2.4
wallara01,Rasheed Wallace,DETROIT PISTONS,HOME,MIAMI HEAT,WIN,2467,3,11,0,4,1,2,0,5,1,1,2,3,3,0.5
andersh01,Shandon Anderson,MIAMI HEAT,AWAY,DETROIT PISTONS,LOSS,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
evansma01,Maurice Evans,DETROIT PISTONS,HOME,MIAMI HEAT,WIN,174,0,1,0,0,0,0,0,1,0,0,0,0,0,-0.4
paytoga01,Gary Payton,MIAMI HEAT,AWAY,DETROIT PISTONS,LOSS,1238,0,3,0,2,0,2,0,2,2,0,0,1,5,-3.9
