slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
iversal01,Allen Iverson,PHILADELPHIA 76ERS,AWAY,UTAH JAZZ,LOSS,2619,12,25,0,1,13,18,1,2,5,4,0,3,2,27.3
mariosh01,Shawn Marion,PHOENIX SUNS,AWAY,CHICAGO BULLS,WIN,2724,13,22,1,4,1,1,6,10,1,1,1,1,3,25.2
jamesle01,LeBron James,CLEVELAND CAVALIERS,HOME,DETROIT PISTONS,WIN,2673,11,22,2,5,6,7,1,6,7,4,1,5,2,24.9
gasolpa01,Pau Gasol,MEMPHIS GRIZZLIES,AWAY,SEATTLE SUPERSONICS,WIN,2618,6,8,0,0,10,10,1,7,8,0,2,3,2,24.8
allenra02,Ray Allen,SEATTLE SUPERSONICS,HOME,MEMPHIS GRIZZLIES,LOSS,2485,11,18,4,9,2,2,2,2,3,1,0,0,1,24.5
duncati01,Tim Duncan,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,WIN,2098,8,16,0,0,9,9,1,9,2,1,1,0,4,21.9
nowitdi01,Dirk Nowitzki,DALLAS MAVERICKS,AWAY,NEW ORLEANS/OKLAHOMA CITY HORNETS,WIN,2673,7,20,1,4,9,9,2,8,5,1,1,0,0,21.8
ginobma01,Manu Ginóbili,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,WIN,1479,6,10,1,3,7,10,0,4,8,4,0,4,2,20.2
mcgratr01,Tracy McGrady,HOUSTON ROCKETS,HOME,GOLDEN STATE WARRIORS,LOSS,2473,10,28,2,7,10,15,0,10,2,0,2,0,0,20.2
wallabe01,Ben Wallace,DETROIT PISTONS,AWAY,CLEVELAND CAVALIERS,LOSS,2228,4,7,0,0,3,4,9,9,2,1,4,0,4,19.9
cassesa01,Sam Cassell,LOS ANGELES CLIPPERS,HOME,BOSTON CELTICS,LOSS,1927,8,12,0,0,8,9,2,2,3,0,0,2,2,19.7
kirilan01,Andrei Kirilenko,UTAH JAZZ,HOME,PHILADELPHIA 76ERS,WIN,2275,5,8,0,0,5,5,4,8,6,2,4,6,1,19.2
davisri01,Ricky Davis,BOSTON CELTICS,AWAY,LOS ANGELES CLIPPERS,WIN,2417,9,18,0,1,2,2,3,2,5,3,0,1,1,18.8
paulch01,Chris Paul,NEW ORLEANS/OKLAHOMA CITY HORNETS,HOME,DALLAS MAVERICKS,LOSS,1954,5,9,1,1,5,6,1,6,10,2,0,2,5,18.8
moblecu01,Cuttino Mobley,LOS ANGELES CLIPPERS,HOME,BOSTON CELTICS,LOSS,2552,11,19,4,8,1,2,1,2,3,2,0,4,2,18.3
hinriki01,Kirk Hinrich,CHICAGO BULLS,HOME,PHOENIX SUNS,LOSS,3034,11,24,3,8,0,0,1,2,4,3,1,1,3,18.2
bellra01,Raja Bell,PHOENIX SUNS,AWAY,CHICAGO BULLS,WIN,2729,8,14,3,5,0,0,0,6,4,4,0,2,3,17.8
collija03,Jarron Collins,UTAH JAZZ,HOME,PHILADELPHIA 76ERS,WIN,1592,4,5,0,0,8,10,4,3,1,2,0,1,3,17.5
okurme01,Mehmet Okur,UTAH JAZZ,HOME,PHILADELPHIA 76ERS,WIN,2318,6,17,3,7,6,6,3,10,4,0,0,2,2,16.6
battish01,Shane Battier,MEMPHIS GRIZZLIES,AWAY,SEATTLE SUPERSONICS,WIN,2632,7,10,5,7,0,0,0,1,3,0,2,1,3,16.4
giricgo01,Gordan Giriček,UTAH JAZZ,HOME,PHILADELPHIA 76ERS,WIN,1991,9,17,2,2,3,4,0,1,2,1,0,0,2,16.2
nashst01,Steve Nash,PHOENIX SUNS,AWAY,CHICAGO BULLS,WIN,2492,4,10,0,2,6,6,0,8,10,1,0,2,2,16.2
diawbo01,Boris Diaw,PHOENIX SUNS,AWAY,CHICAGO BULLS,WIN,2630,5,10,0,0,6,8,3,3,5,3,3,4,5,15.8
richaja01,Jason Richardson,GOLDEN STATE WARRIORS,AWAY,HOUSTON ROCKETS,WIN,2477,9,22,2,6,2,2,2,4,5,2,0,1,4,15.7
wallara01,Rasheed Wallace,DETROIT PISTONS,AWAY,CLEVELAND CAVALIERS,LOSS,2241,9,17,3,8,0,2,1,3,2,2,1,1,3,15.4
hughela01,Larry Hughes,CLEVELAND CAVALIERS,HOME,DETROIT PISTONS,WIN,2341,7,10,1,3,1,4,1,4,3,2,1,1,3,15.1
iguodan01,Andre Iguodala,PHILADELPHIA 76ERS,AWAY,UTAH JAZZ,LOSS,2471,7,10,2,3,2,2,0,5,2,0,1,2,1,15.0
lewisra02,Rashard Lewis,SEATTLE SUPERSONICS,HOME,MEMPHIS GRIZZLIES,LOSS,2679,7,17,1,5,4,4,3,2,5,1,0,1,3,14.9
davisba01,Baron Davis,GOLDEN STATE WARRIORS,AWAY,HOUSTON ROCKETS,WIN,2663,8,22,4,9,3,7,1,4,7,2,0,2,3,14.8
denglu01,Luol Deng,CHICAGO BULLS,HOME,PHOENIX SUNS,LOSS,2627,7,15,0,1,2,3,4,10,2,1,0,1,2,14.3
westda01,David West,NEW ORLEANS/OKLAHOMA CITY HORNETS,HOME,DALLAS MAVERICKS,LOSS,1835,8,13,0,0,2,2,5,5,1,0,0,2,4,14.2
piercpa01,Paul Pierce,BOSTON CELTICS,AWAY,LOS ANGELES CLIPPERS,WIN,2216,8,12,0,0,3,4,1,4,5,1,2,6,3,14.0
swiftst01,Stromile Swift,HOUSTON ROCKETS,HOME,GOLDEN STATE WARRIORS,LOSS,2090,7,12,0,0,3,3,4,9,1,0,0,2,4,14.0
jeffeal01,Al Jefferson,BOSTON CELTICS,AWAY,LOS ANGELES CLIPPERS,WIN,1178,6,7,0,0,1,1,2,3,1,1,0,0,2,13.7
singlja01,James Singleton,LOS ANGELES CLIPPERS,HOME,BOSTON CELTICS,LOSS,2315,4,7,0,0,1,2,5,5,5,2,1,2,2,13.7
kamanch01,Chris Kaman,LOS ANGELES CLIPPERS,HOME,BOSTON CELTICS,LOSS,2682,5,9,0,0,3,3,1,7,4,1,3,3,2,13.6
anthoca01,Carmelo Anthony,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,LOSS,2340,8,22,0,1,9,13,6,2,3,1,0,4,4,13.5
terryja01,Jason Terry,DALLAS MAVERICKS,AWAY,NEW ORLEANS/OKLAHOMA CITY HORNETS,WIN,2318,8,15,3,8,1,2,1,0,1,1,0,0,3,13.5
ilgauzy01,Zydrunas Ilgauskas,CLEVELAND CAVALIERS,HOME,DETROIT PISTONS,WIN,1920,5,16,0,0,8,9,6,5,0,0,1,0,4,13.2
lafrera01,Raef LaFrentz,BOSTON CELTICS,AWAY,LOS ANGELES CLIPPERS,WIN,1899,6,10,1,4,0,0,0,4,1,1,3,0,2,12.6
korveky01,Kyle Korver,PHILADELPHIA 76ERS,AWAY,UTAH JAZZ,LOSS,1937,3,5,2,3,3,3,0,3,4,4,0,2,5,12.4
westde01,Delonte West,BOSTON CELTICS,AWAY,LOS ANGELES CLIPPERS,WIN,1590,5,8,2,2,0,0,2,1,5,0,0,0,3,12.4
murraro01,Ronald Murray,SEATTLE SUPERSONICS,HOME,MEMPHIS GRIZZLIES,LOSS,1585,4,6,1,1,2,2,0,2,5,1,0,1,1,12.1
duhonch01,Chris Duhon,CHICAGO BULLS,HOME,PHOENIX SUNS,LOSS,2645,6,12,2,5,2,2,1,8,3,1,0,3,3,12.0
hamilri01,Richard Hamilton,DETROIT PISTONS,AWAY,CLEVELAND CAVALIERS,LOSS,2402,7,17,0,0,7,8,2,2,3,1,0,3,4,12.0
stackje01,Jerry Stackhouse,DALLAS MAVERICKS,AWAY,NEW ORLEANS/OKLAHOMA CITY HORNETS,WIN,1634,5,8,1,3,3,4,0,3,2,3,1,4,0,12.0
finlemi01,Michael Finley,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,WIN,2097,5,11,2,6,2,2,1,3,5,0,0,0,4,11.8
webbech01,Chris Webber,PHILADELPHIA 76ERS,AWAY,UTAH JAZZ,LOSS,2434,9,18,0,1,3,4,1,7,2,0,2,4,4,11.6
goodedr01,Drew Gooden,CLEVELAND CAVALIERS,HOME,DETROIT PISTONS,WIN,1734,4,7,0,0,4,4,4,9,0,0,1,2,4,11.3
howarju01,Juwan Howard,HOUSTON ROCKETS,HOME,GOLDEN STATE WARRIORS,LOSS,2628,5,11,0,0,5,6,3,6,1,0,0,1,3,11.3
evansre01,Reggie Evans,SEATTLE SUPERSONICS,HOME,MEMPHIS GRIZZLIES,LOSS,2096,4,9,0,0,2,4,4,6,2,1,1,0,3,11.0
dioguik01,Ike Diogu,GOLDEN STATE WARRIORS,AWAY,HOUSTON ROCKETS,WIN,1312,4,4,0,0,5,6,2,0,0,0,0,0,5,10.8
jonesed02,Eddie Jones,MEMPHIS GRIZZLIES,AWAY,SEATTLE SUPERSONICS,WIN,2578,5,14,3,8,4,6,0,2,4,2,0,1,5,10.8
wilkida02,Damien Wilkins,SEATTLE SUPERSONICS,HOME,MEMPHIS GRIZZLIES,LOSS,2279,5,7,0,1,2,2,2,4,3,2,0,4,3,10.6
jacksbo01,Bobby Jackson,MEMPHIS GRIZZLIES,AWAY,SEATTLE SUPERSONICS,WIN,1485,5,13,1,6,2,2,3,4,3,1,0,1,2,10.5
banksma01,Marcus Banks,BOSTON CELTICS,AWAY,LOS ANGELES CLIPPERS,WIN,1290,5,9,1,2,3,3,0,0,4,0,0,1,4,9.9
masonde01,Desmond Mason,NEW ORLEANS/OKLAHOMA CITY HORNETS,HOME,DALLAS MAVERICKS,LOSS,2404,5,12,0,0,3,5,1,4,2,2,0,0,3,9.9
howarjo01,Josh Howard,DALLAS MAVERICKS,AWAY,NEW ORLEANS/OKLAHOMA CITY HORNETS,WIN,2172,8,16,0,1,4,7,2,5,0,0,1,3,4,9.8
martike01,Kenyon Martin,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,LOSS,1924,4,13,0,0,3,5,3,9,2,1,2,0,4,9.7
wrighlo02,Lorenzen Wright,MEMPHIS GRIZZLIES,AWAY,SEATTLE SUPERSONICS,WIN,2135,4,5,0,0,2,3,2,5,1,0,1,1,4,9.4
marshdo01,Donyell Marshall,CLEVELAND CAVALIERS,HOME,DETROIT PISTONS,WIN,1999,5,13,3,7,0,0,0,6,1,2,0,0,3,9.2
songada01,Darius Songaila,CHICAGO BULLS,HOME,PHOENIX SUNS,LOSS,2175,5,11,0,0,4,6,4,7,2,1,1,5,4,8.9
boykiea01,Earl Boykins,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,LOSS,1599,4,9,0,1,4,4,0,0,2,0,0,0,0,8.7
watsoea01,Earl Watson,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,LOSS,1050,2,3,2,2,5,6,0,0,0,2,0,2,2,8.5
claxtsp01,Speedy Claxton,NEW ORLEANS/OKLAHOMA CITY HORNETS,HOME,DALLAS MAVERICKS,LOSS,1805,5,13,0,0,7,10,1,1,2,2,0,4,4,7.5
houseed01,Eddie House,PHOENIX SUNS,AWAY,CHICAGO BULLS,WIN,1543,4,13,1,6,2,2,0,2,4,1,0,0,1,7.5
horryro01,Robert Horry,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,WIN,1332,3,7,2,5,2,2,1,4,2,0,0,1,3,7.4
harprma01,Matt Harpring,UTAH JAZZ,HOME,PHILADELPHIA 76ERS,WIN,1652,5,13,0,0,3,6,2,3,1,1,0,1,1,7.3
murphtr01,Troy Murphy,GOLDEN STATE WARRIORS,AWAY,HOUSTON ROCKETS,WIN,2233,3,12,0,4,6,7,0,7,2,0,0,0,2,7.1
potapvi01,Vitaly Potapenko,SEATTLE SUPERSONICS,HOME,MEMPHIS GRIZZLIES,LOSS,1094,4,5,0,0,0,0,0,0,1,1,0,0,2,7.0
mcdyean01,Antonio McDyess,DETROIT PISTONS,AWAY,CLEVELAND CAVALIERS,LOSS,1291,4,8,0,0,2,3,1,4,0,0,0,0,2,6.7
brownde02,Devin Brown,UTAH JAZZ,HOME,PHILADELPHIA 76ERS,WIN,889,4,6,0,1,2,2,0,0,0,0,0,1,0,6.4
dampier01,Erick Dampier,DALLAS MAVERICKS,AWAY,NEW ORLEANS/OKLAHOMA CITY HORNETS,WIN,1603,2,2,0,0,0,0,2,4,1,2,1,1,5,6.4
blounma01,Mark Blount,BOSTON CELTICS,AWAY,LOS ANGELES CLIPPERS,WIN,1547,4,10,0,0,1,2,0,6,3,0,0,1,0,6.1
najered01,Eduardo Nájera,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,LOSS,1758,1,5,0,0,5,6,5,2,2,0,1,2,4,6.1
burksan01,Antonio Burks,MEMPHIS GRIZZLIES,AWAY,SEATTLE SUPERSONICS,WIN,1395,5,7,0,0,0,2,0,0,3,0,0,2,1,6.0
mutomdi01,Dikembe Mutombo,HOUSTON ROCKETS,HOME,GOLDEN STATE WARRIORS,LOSS,627,3,3,0,0,0,0,2,0,0,0,0,0,2,5.7
brownpj01,P.J. Brown,NEW ORLEANS/OKLAHOMA CITY HORNETS,HOME,DALLAS MAVERICKS,LOSS,2196,5,10,0,0,0,0,2,4,1,0,1,3,1,5.6
fishede01,Derek Fisher,GOLDEN STATE WARRIORS,AWAY,HOUSTON ROCKETS,WIN,1767,2,7,0,3,5,5,0,3,0,0,0,0,1,5.4
daniema01,Marquis Daniels,DALLAS MAVERICKS,AWAY,NEW ORLEANS/OKLAHOMA CITY HORNETS,WIN,1588,3,8,0,0,0,0,2,1,4,1,0,1,2,5.3
dunlemi02,Mike Dunleavy,GOLDEN STATE WARRIORS,AWAY,HOUSTON ROCKETS,WIN,1534,1,5,0,2,2,2,1,6,3,0,0,0,1,5.1
barrybr01,Brent Barry,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,WIN,869,2,6,1,3,3,4,0,0,1,0,0,0,0,4.9
gordobe01,Ben Gordon,CHICAGO BULLS,HOME,PHOENIX SUNS,LOSS,1933,7,19,1,5,0,0,0,5,5,0,0,3,4,4.9
biedran01,Andris Biedriņš,GOLDEN STATE WARRIORS,AWAY,HOUSTON ROCKETS,WIN,883,2,4,0,0,1,2,3,3,0,0,0,0,2,4.8
jonesda02,Dahntay Jones,MEMPHIS GRIZZLIES,AWAY,SEATTLE SUPERSONICS,WIN,1270,3,6,0,1,1,2,0,3,1,1,0,1,1,4.8
nocioan01,Andrés Nocioni,CHICAGO BULLS,HOME,PHOENIX SUNS,LOSS,1551,2,5,1,1,0,0,3,1,3,0,0,1,3,4.6
millean02,Andre Miller,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,LOSS,2450,5,15,0,0,5,8,0,3,5,1,0,5,3,4.5
ollieke01,Kevin Ollie,PHILADELPHIA 76ERS,AWAY,UTAH JAZZ,LOSS,767,2,3,1,1,0,0,0,2,2,0,0,0,3,4.5
scalabr01,Brian Scalabrine,BOSTON CELTICS,AWAY,LOS ANGELES CLIPPERS,WIN,131,2,2,1,1,0,0,0,0,0,0,0,0,0,4.4
alstora01,Rafer Alston,HOUSTON ROCKETS,HOME,GOLDEN STATE WARRIORS,LOSS,2136,4,9,1,5,0,0,0,4,2,0,2,2,5,4.3
jonesja02,James Jones,PHOENIX SUNS,AWAY,CHICAGO BULLS,WIN,1348,3,8,0,5,2,2,0,1,0,1,1,1,1,4.2
thomaku01,Kurt Thomas,PHOENIX SUNS,AWAY,CHICAGO BULLS,WIN,1705,4,9,0,0,0,0,1,4,1,0,1,2,1,4.2
ewingda01,Daniel Ewing,LOS ANGELES CLIPPERS,HOME,BOSTON CELTICS,LOSS,214,2,2,0,0,0,0,0,0,1,0,0,0,0,4.1
buckngr01,Greg Buckner,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,LOSS,1172,1,3,1,2,0,0,1,4,2,0,1,1,1,3.9
elsonfr01,Francisco Elson,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,LOSS,1683,0,2,0,0,2,2,2,9,0,0,2,1,3,3.9
billuch01,Chauncey Billups,DETROIT PISTONS,AWAY,CLEVELAND CAVALIERS,LOSS,2215,2,11,1,6,9,10,0,3,4,0,0,6,2,3.6
dalemsa01,Samuel Dalembert,PHILADELPHIA 76ERS,AWAY,UTAH JAZZ,LOSS,2025,2,3,0,0,1,2,2,8,1,0,3,4,6,3.5
nestera01,Rasho Nesterović,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,WIN,1260,2,6,0,0,0,0,2,3,0,0,4,1,3,3.5
parketo01,Tony Parker,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,WIN,2128,3,9,0,2,0,2,0,2,6,1,0,2,1,3.5
vanhoke01,Keith Van Horn,DALLAS MAVERICKS,AWAY,NEW ORLEANS/OKLAHOMA CITY HORNETS,WIN,952,1,4,0,0,2,2,1,4,1,1,0,1,2,3.4
snydeki01,Kirk Snyder,NEW ORLEANS/OKLAHOMA CITY HORNETS,HOME,DALLAS MAVERICKS,LOSS,829,1,4,0,1,2,2,2,4,1,0,0,1,2,3.1
bowenbr01,Bruce Bowen,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,WIN,1281,2,5,1,3,0,0,0,4,1,0,0,0,3,3.0
pargoja01,Jannero Pargo,CHICAGO BULLS,HOME,PHOENIX SUNS,LOSS,1074,2,7,1,3,0,0,0,3,3,0,0,1,0,2.9
ostergr01,Greg Ostertag,UTAH JAZZ,HOME,PHILADELPHIA 76ERS,WIN,803,1,3,0,0,0,0,0,2,2,0,1,0,1,2.6
newblir01,Ira Newble,CLEVELAND CAVALIERS,HOME,DETROIT PISTONS,WIN,746,1,2,0,0,0,0,0,3,0,1,0,0,1,2.5
snower01,Eric Snow,CLEVELAND CAVALIERS,HOME,DETROIT PISTONS,WIN,1719,2,6,0,0,2,2,0,0,2,0,0,0,4,2.4
mohamna01,Nazr Mohammed,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,WIN,481,0,1,0,0,0,0,1,2,1,0,2,0,1,2.3
butlera01,Rasual Butler,NEW ORLEANS/OKLAHOMA CITY HORNETS,HOME,DALLAS MAVERICKS,LOSS,1543,3,7,2,3,0,0,0,0,0,0,0,1,3,2.1
taftch01,Chris Taft,GOLDEN STATE WARRIORS,AWAY,HOUSTON ROCKETS,WIN,380,1,2,0,0,0,0,1,1,0,0,0,0,0,2.0
wilcoch01,Chris Wilcox,LOS ANGELES CLIPPERS,HOME,BOSTON CELTICS,LOSS,390,1,2,0,0,0,0,0,1,1,0,0,0,0,2.0
palacmi01,Milt Palacio,UTAH JAZZ,HOME,PHILADELPHIA 76ERS,WIN,988,1,5,0,1,2,2,0,0,2,0,2,1,2,1.9
smithjr01,J.R. Smith,NEW ORLEANS/OKLAHOMA CITY HORNETS,HOME,DALLAS MAVERICKS,LOSS,1516,1,4,1,3,0,0,0,2,1,0,0,0,0,1.9
udrihbe01,Beno Udrih,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,WIN,752,2,4,0,2,0,0,0,0,2,0,0,0,5,1.4
diopde01,DeSagana Diop,DALLAS MAVERICKS,AWAY,NEW ORLEANS/OKLAHOMA CITY HORNETS,WIN,641,1,1,0,0,0,0,2,0,0,0,0,1,2,1.3
lucasjo02,John Lucas III,HOUSTON ROCKETS,HOME,GOLDEN STATE WARRIORS,LOSS,85,0,0,0,0,0,0,2,0,1,0,0,1,0,1.1
cardibr01,Brian Cardinal,MEMPHIS GRIZZLIES,AWAY,SEATTLE SUPERSONICS,WIN,287,1,2,0,0,0,0,0,0,0,1,0,1,0,1.0
cheanca01,Calbert Cheaney,GOLDEN STATE WARRIORS,AWAY,HOUSTON ROCKETS,WIN,497,1,2,0,0,0,0,0,0,0,1,0,1,0,1.0
headlu01,Luther Head,HOUSTON ROCKETS,HOME,GOLDEN STATE WARRIORS,LOSS,1393,2,5,2,5,0,0,0,1,1,0,0,1,6,0.9
randosh01,Shavlik Randolph,PHILADELPHIA 76ERS,AWAY,UTAH JAZZ,LOSS,657,1,1,0,0,0,0,1,0,0,0,0,0,4,0.8
arroyca01,Carlos Arroyo,DETROIT PISTONS,AWAY,CLEVELAND CAVALIERS,LOSS,665,1,3,0,0,0,0,0,1,3,0,0,2,0,0.7
mcleoke01,Keith McLeod,UTAH JAZZ,HOME,PHILADELPHIA 76ERS,WIN,552,1,1,0,0,0,0,0,1,3,0,0,1,6,0.7
ridnolu01,Luke Ridnour,SEATTLE SUPERSONICS,HOME,MEMPHIS GRIZZLIES,LOSS,291,1,1,0,0,0,0,0,0,0,0,0,1,0,0.7
collini01,Nick Collison,SEATTLE SUPERSONICS,HOME,MEMPHIS GRIZZLIES,LOSS,1273,1,5,0,0,0,0,0,6,0,0,2,0,4,0.5
huntest01,Steven Hunter,PHILADELPHIA 76ERS,AWAY,UTAH JAZZ,LOSS,581,1,3,0,0,1,2,1,0,0,0,1,1,2,0.5
obertfa01,Fabricio Oberto,SAN ANTONIO SPURS,AWAY,DENVER NUGGETS,WIN,589,1,2,0,0,0,0,1,1,0,0,1,1,3,0.5
kleizli01,Linas Kleiza,DENVER NUGGETS,HOME,SAN ANTONIO SPURS,LOSS,390,1,4,0,0,0,0,1,2,0,0,0,0,2,0.1
greenor01,Orien Greene,BOSTON CELTICS,AWAY,LOS ANGELES CLIPPERS,WIN,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
petrojo01,Johan Petro,SEATTLE SUPERSONICS,HOME,MEMPHIS GRIZZLIES,LOSS,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
barnema02,Matt Barnes,PHILADELPHIA 76ERS,AWAY,UTAH JAZZ,LOSS,169,0,0,0,0,0,0,0,0,0,0,1,0,2,-0.1
perkike01,Kendrick Perkins,BOSTON CELTICS,AWAY,LOS ANGELES CLIPPERS,WIN,850,0,2,0,0,2,4,2,4,2,0,1,3,4,-0.1
radmavl01,Vladimir Radmanović,SEATTLE SUPERSONICS,HOME,MEMPHIS GRIZZLIES,LOSS,618,0,5,0,3,4,4,0,0,3,0,1,3,1,-0.1
reedju01,Justin Reed,BOSTON CELTICS,AWAY,LOS ANGELES CLIPPERS,WIN,1020,2,4,0,0,0,0,0,1,0,0,0,2,1,-0.1
