slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
gordobe01,Ben Gordon,CHICAGO BULLS,AWAY,PHOENIX SUNS,LOSS,2345,14,21,9,13,2,4,1,7,5,3,0,3,2,34.6
iversal01,Allen Iverson,PHILADELPHIA 76ERS,AWAY,CLEVELAND CAVALIERS,WIN,2762,10,22,0,2,14,14,0,5,9,4,0,2,2,31.6
anthoca01,Carmelo Anthony,DENVER NUGGETS,HOME,PORTLAND TRAIL BLAZERS,WIN,2415,9,22,0,0,15,18,3,2,8,0,1,1,1,27.6
jamesle01,LeBron James,CLEVELAND CAVALIERS,HOME,PHILADELPHIA 76ERS,LOSS,2831,10,17,2,7,9,10,2,2,6,2,1,4,0,27.6
wadedw01,Dwyane Wade,MIAMI HEAT,AWAY,NEW JERSEY NETS,LOSS,2431,11,21,0,1,9,10,1,2,5,3,0,2,3,24.9
mariosh01,Shawn Marion,PHOENIX SUNS,HOME,CHICAGO BULLS,WIN,2219,11,19,4,9,0,0,1,10,1,3,1,2,1,22.8
piercpa01,Paul Pierce,BOSTON CELTICS,AWAY,ORLANDO MAGIC,LOSS,2449,13,30,0,3,11,13,2,3,4,1,0,2,5,22.5
hamilri01,Richard Hamilton,DETROIT PISTONS,AWAY,INDIANA PACERS,LOSS,2466,14,24,0,1,3,4,1,5,4,1,0,1,5,22.4
jefferi01,Richard Jefferson,NEW JERSEY NETS,HOME,MIAMI HEAT,WIN,2621,11,17,0,2,4,6,2,4,3,1,0,2,2,20.6
cambyma01,Marcus Camby,DENVER NUGGETS,HOME,PORTLAND TRAIL BLAZERS,WIN,2232,8,15,0,0,5,5,3,8,3,1,4,3,3,19.9
webbech01,Chris Webber,PHILADELPHIA 76ERS,AWAY,CLEVELAND CAVALIERS,WIN,2061,12,19,0,1,2,3,3,5,4,1,0,3,5,19.5
nashst01,Steve Nash,PHOENIX SUNS,HOME,CHICAGO BULLS,WIN,1786,7,10,2,4,5,6,0,3,7,0,0,2,2,19.4
kiddja01,Jason Kidd,NEW JERSEY NETS,HOME,MIAMI HEAT,WIN,2476,6,11,4,6,0,0,0,7,10,1,0,0,4,19.2
cartevi01,Vince Carter,NEW JERSEY NETS,HOME,MIAMI HEAT,WIN,2401,11,24,0,4,6,7,1,12,10,0,0,6,4,18.9
randoza01,Zach Randolph,PORTLAND TRAIL BLAZERS,AWAY,DENVER NUGGETS,LOSS,2500,11,20,0,1,6,6,3,9,3,0,0,4,6,18.9
francst01,Steve Francis,ORLANDO MAGIC,HOME,BOSTON CELTICS,WIN,2593,5,11,1,2,7,8,1,5,7,1,1,2,1,18.3
ilgauzy01,Zydrunas Ilgauskas,CLEVELAND CAVALIERS,HOME,PHILADELPHIA 76ERS,LOSS,2143,8,15,0,0,10,12,3,8,2,0,3,6,4,18.3
jamisan01,Antawn Jamison,WASHINGTON WIZARDS,HOME,ATLANTA HAWKS,WIN,2435,11,24,3,6,2,3,6,9,1,0,0,2,4,18.2
paulch01,Chris Paul,NEW ORLEANS/OKLAHOMA CITY HORNETS,HOME,LOS ANGELES LAKERS,WIN,2151,6,10,1,2,6,7,0,7,13,0,0,6,3,18.0
bryanko01,Kobe Bryant,LOS ANGELES LAKERS,AWAY,NEW ORLEANS/OKLAHOMA CITY HORNETS,LOSS,2262,13,26,5,11,4,5,0,6,5,0,0,7,5,17.9
murphtr01,Troy Murphy,GOLDEN STATE WARRIORS,HOME,MINNESOTA TIMBERWOLVES,WIN,1739,7,14,0,0,6,7,3,5,4,2,0,2,3,17.8
richaja01,Jason Richardson,GOLDEN STATE WARRIORS,HOME,MINNESOTA TIMBERWOLVES,WIN,1775,7,14,2,3,7,7,1,6,1,1,0,2,1,17.8
dunlemi02,Mike Dunleavy,GOLDEN STATE WARRIORS,HOME,MINNESOTA TIMBERWOLVES,WIN,1377,4,6,2,2,4,4,1,5,4,1,1,0,1,17.7
gasolpa01,Pau Gasol,MEMPHIS GRIZZLIES,AWAY,MILWAUKEE BUCKS,LOSS,2461,5,14,0,0,9,12,2,10,3,1,5,2,4,17.4
georgde01,Devean George,LOS ANGELES LAKERS,AWAY,NEW ORLEANS/OKLAHOMA CITY HORNETS,LOSS,1765,8,15,5,10,0,2,1,3,0,4,0,0,3,17.3
howarjo01,Josh Howard,DALLAS MAVERICKS,HOME,SEATTLE SUPERSONICS,WIN,2330,10,18,1,2,2,3,2,6,2,0,1,2,1,16.9
terryja01,Jason Terry,DALLAS MAVERICKS,HOME,SEATTLE SUPERSONICS,WIN,2302,8,18,4,9,2,2,1,1,5,3,0,2,3,16.9
swiftro01,Robert Swift,SEATTLE SUPERSONICS,AWAY,DALLAS MAVERICKS,LOSS,2268,5,7,0,0,2,2,5,4,1,1,3,0,2,16.8
boykiea01,Earl Boykins,DENVER NUGGETS,HOME,PORTLAND TRAIL BLAZERS,WIN,1693,7,10,1,2,2,2,0,1,4,1,0,0,1,16.5
robincl02,Clifford Robinson,NEW JERSEY NETS,HOME,MIAMI HEAT,WIN,2257,9,15,4,6,1,3,0,4,1,1,2,2,3,16.4
reddmi01,Michael Redd,MILWAUKEE BUCKS,HOME,MEMPHIS GRIZZLIES,WIN,2306,7,18,2,6,7,9,2,3,2,3,0,3,0,16.1
bogutan01,Andrew Bogut,MILWAUKEE BUCKS,HOME,MEMPHIS GRIZZLIES,WIN,2161,5,9,0,0,2,3,5,5,3,1,5,1,5,15.9
brownpj01,P.J. Brown,NEW ORLEANS/OKLAHOMA CITY HORNETS,HOME,LOS ANGELES LAKERS,WIN,1981,7,9,0,0,0,0,1,8,4,0,1,0,3,15.9
masonde01,Desmond Mason,NEW ORLEANS/OKLAHOMA CITY HORNETS,HOME,LOS ANGELES LAKERS,WIN,2151,8,13,1,2,4,6,2,3,0,0,1,2,0,15.3
bellra01,Raja Bell,PHOENIX SUNS,HOME,CHICAGO BULLS,WIN,2048,5,11,5,9,2,2,1,5,4,1,0,1,3,15.1
pietrmi01,Mickaël Piétrus,GOLDEN STATE WARRIORS,HOME,MINNESOTA TIMBERWOLVES,WIN,2023,5,10,1,2,6,8,2,4,2,2,0,1,3,15.0
butlera01,Rasual Butler,NEW ORLEANS/OKLAHOMA CITY HORNETS,HOME,LOS ANGELES LAKERS,WIN,1225,6,8,3,3,0,0,2,1,0,1,1,0,1,14.8
dampier01,Erick Dampier,DALLAS MAVERICKS,HOME,SEATTLE SUPERSONICS,WIN,1613,4,8,0,0,3,3,8,6,1,1,0,0,4,14.5
westde01,Delonte West,BOSTON CELTICS,AWAY,ORLANDO MAGIC,LOSS,2264,5,12,1,2,2,2,0,5,6,5,1,2,4,14.4
childjo01,Josh Childress,ATLANTA HAWKS,AWAY,WASHINGTON WIZARDS,LOSS,1330,4,5,0,0,4,7,2,2,4,1,1,0,3,14.2
goodedr01,Drew Gooden,CLEVELAND CAVALIERS,HOME,PHILADELPHIA 76ERS,LOSS,2003,9,19,0,0,0,0,6,4,1,4,0,2,6,14.0
przybjo01,Joel Przybilla,PORTLAND TRAIL BLAZERS,AWAY,DENVER NUGGETS,LOSS,1397,4,5,0,0,1,2,2,3,4,2,2,1,2,13.4
wallara01,Rasheed Wallace,DETROIT PISTONS,AWAY,INDIANA PACERS,LOSS,2229,5,15,2,5,5,6,1,6,3,0,5,2,2,13.4
stackje01,Jerry Stackhouse,DALLAS MAVERICKS,HOME,SEATTLE SUPERSONICS,WIN,1580,6,12,1,3,4,5,0,2,7,0,0,2,2,13.3
garneke01,Kevin Garnett,MINNESOTA TIMBERWOLVES,AWAY,GOLDEN STATE WARRIORS,LOSS,1820,6,13,0,0,3,4,4,7,2,2,0,2,3,13.0
magloja01,Jamaal Magloire,MILWAUKEE BUCKS,HOME,MEMPHIS GRIZZLIES,WIN,1748,6,12,0,0,5,6,2,9,0,0,1,1,4,12.8
walkean02,Antoine Walker,MIAMI HEAT,AWAY,NEW JERSEY NETS,LOSS,1866,6,14,3,7,4,4,1,4,1,0,0,1,1,12.8
diawbo01,Boris Diaw,PHOENIX SUNS,HOME,CHICAGO BULLS,WIN,2505,5,10,0,0,1,1,2,10,7,1,1,4,1,12.6
jonesja02,James Jones,PHOENIX SUNS,HOME,CHICAGO BULLS,WIN,1126,4,9,2,6,4,4,1,2,3,0,0,0,1,12.3
battito01,Tony Battie,ORLANDO MAGIC,HOME,BOSTON CELTICS,WIN,1609,6,9,0,0,2,2,2,2,2,0,0,1,1,12.1
cookbr01,Brian Cook,LOS ANGELES LAKERS,AWAY,NEW ORLEANS/OKLAHOMA CITY HORNETS,LOSS,1577,6,10,1,1,0,0,1,6,2,1,0,0,3,12.1
davisri01,Ricky Davis,MINNESOTA TIMBERWOLVES,AWAY,GOLDEN STATE WARRIORS,LOSS,2131,8,15,0,1,4,5,1,4,1,2,0,4,2,12.1
brownkw01,Kwame Brown,LOS ANGELES LAKERS,AWAY,NEW ORLEANS/OKLAHOMA CITY HORNETS,LOSS,1891,2,5,0,0,3,5,6,4,3,2,1,1,2,11.9
butleca01,Caron Butler,WASHINGTON WIZARDS,HOME,ATLANTA HAWKS,WIN,2463,8,17,0,0,2,2,1,6,3,3,0,3,5,11.9
grangda01,Danny Granger,INDIANA PACERS,HOME,DETROIT PISTONS,WIN,1211,5,9,0,2,1,1,5,4,2,1,1,1,4,11.9
iguodan01,Andre Iguodala,PHILADELPHIA 76ERS,AWAY,CLEVELAND CAVALIERS,WIN,1917,2,5,1,2,5,6,2,5,2,2,0,1,2,11.4
arenagi01,Gilbert Arenas,WASHINGTON WIZARDS,HOME,ATLANTA HAWKS,WIN,2435,8,19,0,3,6,7,0,2,3,1,0,2,5,11.2
jonesfr01,Fred Jones,INDIANA PACERS,HOME,DETROIT PISTONS,WIN,1436,3,9,0,0,7,10,0,3,7,0,0,1,1,11.1
fordtj01,T.J. Ford,MILWAUKEE BUCKS,HOME,MEMPHIS GRIZZLIES,WIN,2352,4,11,0,0,3,5,2,5,8,2,0,2,4,11.0
telfase01,Sebastian Telfair,PORTLAND TRAIL BLAZERS,AWAY,DENVER NUGGETS,LOSS,1394,5,8,4,7,0,0,0,1,5,1,0,3,3,11.0
denglu01,Luol Deng,CHICAGO BULLS,AWAY,PHOENIX SUNS,LOSS,1973,6,14,1,1,4,6,1,2,1,1,0,1,0,10.8
