team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
TORONTO RAPTORS,240,34,80,6,17,10,12,9,23,19,9,4,19,25
BOSTON CELTICS,240,39,74,9,21,25,30,8,36,29,9,5,20,21
CHICAGO BULLS,240,35,80,6,14,22,26,17,34,17,4,5,9,22
DETROIT PISTONS,240,32,81,6,19,21,27,12,27,21,5,6,7,21
MIAMI HEAT,240,41,83,6,13,25,35,18,39,21,5,7,18,24
GOLDEN STATE WARRIORS,240,39,94,12,32,30,35,17,23,21,9,1,8,21
HOUSTON ROCKETS,240,35,75,7,14,19,24,7,31,23,10,4,10,15
NEW JERSEY NETS,240,35,83,7,13,12,14,14,32,19,6,4,17,20
MEMPHIS GRIZZLIES,265,44,80,5,17,23,30,7,32,24,5,6,18,19
NEW ORLEANS HORNETS,265,46,101,8,20,18,23,17,30,23,14,4,12,25
INDIANA PACERS,240,39,86,11,20,26,33,11,32,29,14,6,16,23
ORLANDO MAGIC,240,35,81,12,35,27,33,11,32,22,11,5,23,26
NEW YORK KNICKS,240,37,86,8,18,8,17,15,26,20,7,2,10,18
PHILADELPHIA 76ERS,240,42,86,4,9,13,17,12,33,22,4,7,12,15
LOS ANGELES CLIPPERS,240,35,73,3,13,24,32,9,38,19,10,5,17,27
SACRAMENTO KINGS,240,30,79,6,15,21,29,14,26,17,7,4,15,28
UTAH JAZZ,240,39,72,3,9,17,24,8,29,26,4,2,20,32
SAN ANTONIO SPURS,240,32,73,10,27,30,38,11,22,21,10,3,13,23
MILWAUKEE BUCKS,240,34,91,8,17,22,28,17,25,20,6,4,9,28
SEATTLE SUPERSONICS,240,33,75,4,15,34,41,11,38,17,2,7,15,25
PHOENIX SUNS,240,50,91,11,28,11,15,9,33,42,6,4,11,10
WASHINGTON WIZARDS,240,46,97,3,11,12,15,14,29,20,7,3,11,13
