team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,28,77,4,16,18,25,9,29,16,6,5,8,23
BOSTON CELTICS,240,35,76,3,8,17,24,10,40,23,2,5,11,20
GOLDEN STATE WARRIORS,240,40,82,8,27,21,30,8,35,12,5,8,14,28
CHARLOTTE BOBCATS,240,40,94,9,22,29,41,18,34,14,9,5,10,24
PHOENIX SUNS,240,42,79,10,21,19,24,5,35,29,6,3,19,25
DENVER NUGGETS,240,48,91,10,16,20,29,9,30,32,7,7,11,21
INDIANA PACERS,240,37,87,13,22,12,16,9,28,26,7,1,14,17
HOUSTON ROCKETS,240,47,95,13,34,10,13,13,32,30,8,5,10,15
SACRAMENTO KINGS,290,43,90,3,13,20,27,6,32,22,4,6,12,30
LOS ANGELES CLIPPERS,290,40,93,7,20,29,39,16,33,28,5,10,11,21
NEW JERSEY NETS,240,37,82,3,18,16,19,6,32,24,8,3,14,25
MEMPHIS GRIZZLIES,240,39,80,3,13,19,25,9,35,17,4,2,14,20
TORONTO RAPTORS,240,45,82,5,16,13,21,8,30,27,11,3,9,18
MIAMI HEAT,240,30,69,8,22,15,21,5,31,15,6,2,20,22
SEATTLE SUPERSONICS,240,40,86,3,8,23,31,7,38,19,8,5,14,25
MILWAUKEE BUCKS,240,45,93,8,20,20,31,11,34,36,8,6,12,21
ATLANTA HAWKS,240,40,78,4,12,17,26,13,27,18,3,3,14,15
NEW ORLEANS HORNETS,240,47,99,15,29,7,9,20,25,35,7,2,9,19
CLEVELAND CAVALIERS,240,40,83,17,32,22,32,18,21,23,9,4,10,20
NEW YORK KNICKS,240,38,74,7,19,22,32,15,21,15,6,5,12,29
MINNESOTA TIMBERWOLVES,240,27,72,6,14,16,22,8,27,12,4,2,15,28
UTAH JAZZ,240,41,81,4,13,19,30,14,35,26,8,3,9,18
ORLANDO MAGIC,240,46,82,12,27,18,22,6,33,27,9,0,11,14
WASHINGTON WIZARDS,240,35,82,9,21,13,16,9,28,22,5,7,15,20
