team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,33,69,4,12,21,27,8,36,23,6,3,19,24
CHARLOTTE BOBCATS,240,31,76,6,26,14,24,9,28,14,9,3,14,25
LOS ANGELES LAKERS,240,40,84,10,26,21,32,11,32,28,12,8,15,32
DENVER NUGGETS,240,36,80,3,14,32,43,12,35,21,8,4,15,24
MILWAUKEE BUCKS,240,35,87,3,13,17,25,16,28,19,9,4,23,16
GOLDEN STATE WARRIORS,240,45,86,15,22,15,16,10,31,29,16,6,17,21
MEMPHIS GRIZZLIES,240,34,79,9,24,15,23,13,28,20,4,3,11,19
HOUSTON ROCKETS,240,44,87,5,16,12,19,17,33,25,8,11,9,22
NEW YORK KNICKS,240,32,66,6,18,30,37,3,24,19,6,2,10,26
NEW JERSEY NETS,240,31,70,2,11,29,38,11,26,19,6,2,13,29
DETROIT PISTONS,240,35,85,6,21,15,18,13,34,21,3,5,6,20
NEW ORLEANS HORNETS,240,26,75,4,15,20,23,14,34,16,3,6,13,17
BOSTON CELTICS,240,40,76,10,22,23,26,9,23,22,10,3,11,18
PHILADELPHIA 76ERS,240,44,79,4,14,11,16,8,21,22,5,2,13,21
DALLAS MAVERICKS,240,31,69,4,12,29,35,4,34,15,7,2,14,24
SAN ANTONIO SPURS,240,36,79,6,19,19,22,6,27,14,6,3,12,27
LOS ANGELES CLIPPERS,240,27,78,4,13,30,34,7,32,21,7,9,14,20
SEATTLE SUPERSONICS,240,35,76,6,11,19,24,6,43,23,8,5,20,29
PHOENIX SUNS,240,53,90,13,28,17,19,9,29,38,5,4,12,10
TORONTO RAPTORS,240,51,92,10,16,11,16,12,27,25,9,2,12,17
CLEVELAND CAVALIERS,240,32,74,10,20,12,14,6,23,19,5,2,14,17
WASHINGTON WIZARDS,240,44,83,4,12,13,16,13,32,23,7,10,12,12
