team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW JERSEY NETS,240,35,76,5,21,24,38,7,29,22,7,3,10,25
CHARLOTTE BOBCATS,240,44,75,3,11,24,33,8,34,24,6,2,12,27
NEW YORK KNICKS,240,39,77,8,20,19,26,10,31,28,4,7,11,19
CHICAGO BULLS,240,42,95,5,16,11,14,19,26,18,6,4,8,21
SEATTLE SUPERSONICS,240,32,79,3,10,12,16,8,37,22,5,5,23,16
CLEVELAND CAVALIERS,240,34,85,7,21,20,24,10,36,20,15,6,12,19
LOS ANGELES LAKERS,240,48,91,7,13,14,18,8,33,26,13,4,14,20
MEMPHIS GRIZZLIES,240,41,93,6,19,13,17,18,31,19,6,8,20,13
MIAMI HEAT,240,33,68,5,13,20,28,9,22,21,4,5,18,17
MINNESOTA TIMBERWOLVES,240,42,86,7,19,10,13,16,24,29,6,1,12,24
MILWAUKEE BUCKS,240,33,76,6,16,15,18,9,30,22,7,8,16,19
PHILADELPHIA 76ERS,240,32,80,0,13,19,25,18,29,15,12,5,17,16
ORLANDO MAGIC,240,34,75,10,28,22,25,12,25,19,6,2,19,23
SACRAMENTO KINGS,240,36,72,7,15,25,30,12,22,17,10,2,17,23
INDIANA PACERS,240,34,79,5,24,16,26,7,35,17,12,5,25,28
UTAH JAZZ,240,40,84,4,18,27,34,6,42,27,13,2,17,22
HOUSTON ROCKETS,240,33,69,7,18,19,23,13,33,24,7,9,21,19
WASHINGTON WIZARDS,240,30,73,6,16,18,23,8,20,15,7,6,15,18
