team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,265,38,98,7,29,20,21,17,31,22,13,7,12,26
CHARLOTTE BOBCATS,265,38,80,3,16,21,32,13,32,18,8,10,16,23
DALLAS MAVERICKS,240,33,73,6,16,23,29,11,30,20,4,2,10,26
LOS ANGELES CLIPPERS,240,36,69,2,9,20,27,4,27,25,5,5,9,22
MILWAUKEE BUCKS,240,48,86,11,20,7,11,7,20,23,5,2,9,17
PHOENIX SUNS,240,45,79,11,26,21,25,9,25,19,6,10,8,11
INDIANA PACERS,240,38,80,11,28,24,29,10,27,22,14,2,17,25
SACRAMENTO KINGS,240,37,74,7,14,24,25,8,32,17,7,2,23,23
MINNESOTA TIMBERWOLVES,240,36,74,4,16,12,13,10,25,20,7,4,19,26
SAN ANTONIO SPURS,240,36,71,11,21,22,35,12,24,23,15,8,17,17
ORLANDO MAGIC,240,39,84,7,23,30,41,13,26,16,6,4,11,32
UTAH JAZZ,240,39,73,5,11,36,42,6,33,32,3,5,14,32
BOSTON CELTICS,240,26,63,9,25,17,23,7,23,21,13,9,19,23
WASHINGTON WIZARDS,240,28,76,2,18,27,30,20,29,13,14,5,18,20
