team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,35,83,2,9,16,19,15,29,24,8,5,15,20
LOS ANGELES CLIPPERS,240,38,80,2,6,17,19,12,28,24,7,6,11,17
DENVER NUGGETS,240,43,85,7,22,13,18,6,33,17,12,9,13,17
MEMPHIS GRIZZLIES,240,42,98,7,30,11,13,14,37,12,6,6,18,19
CHICAGO BULLS,240,23,69,3,18,18,24,5,41,16,4,7,22,15
MINNESOTA TIMBERWOLVES,240,34,93,4,16,11,15,12,38,21,12,4,14,19
GOLDEN STATE WARRIORS,240,45,86,13,27,13,14,9,27,23,2,5,6,19
NEW ORLEANS HORNETS,240,41,94,6,20,15,20,20,29,25,6,5,6,16
MIAMI HEAT,240,33,78,7,18,18,28,5,24,21,5,3,5,28
ORLANDO MAGIC,240,34,69,6,19,33,40,12,40,15,1,5,16,22
MILWAUKEE BUCKS,240,27,71,4,14,11,13,7,26,14,3,6,19,26
PHILADELPHIA 76ERS,240,44,81,2,11,22,36,12,33,29,9,3,8,19
CLEVELAND CAVALIERS,240,29,74,7,14,19,28,10,39,13,6,4,12,19
PORTLAND TRAIL BLAZERS,240,30,85,3,14,20,25,11,32,18,4,4,8,20
CHARLOTTE BOBCATS,240,34,83,7,21,16,28,7,32,23,9,7,11,22
SACRAMENTO KINGS,240,41,90,4,12,19,27,13,42,22,7,10,13,19
WASHINGTON WIZARDS,240,26,71,8,21,23,30,10,26,13,4,5,16,13
TORONTO RAPTORS,240,47,83,13,18,15,17,7,31,30,10,5,7,22
NEW YORK KNICKS,240,33,70,4,12,19,27,9,27,20,8,4,19,21
UTAH JAZZ,240,42,82,1,10,15,19,11,24,20,12,6,12,23
