team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MEMPHIS GRIZZLIES,240,36,84,8,24,16,21,9,30,21,4,8,11,21
BOSTON CELTICS,240,36,78,6,16,22,25,7,36,22,9,1,14,21
SACRAMENTO KINGS,240,42,76,3,15,6,12,9,32,27,2,2,21,23
CLEVELAND CAVALIERS,240,35,91,5,16,22,31,19,24,24,13,2,7,15
MIAMI HEAT,240,34,70,4,12,17,25,5,32,19,2,3,14,21
DALLAS MAVERICKS,240,33,75,8,19,20,27,5,29,20,9,5,12,24
NEW ORLEANS HORNETS,240,43,89,12,27,18,23,14,31,26,10,1,10,23
GOLDEN STATE WARRIORS,240,41,77,7,23,15,27,9,26,26,3,3,13,16
ATLANTA HAWKS,240,32,75,1,10,26,32,7,28,12,8,7,17,25
INDIANA PACERS,240,41,86,13,25,18,28,14,35,21,7,4,16,25
PHILADELPHIA 76ERS,240,42,99,1,7,8,14,15,20,17,11,2,13,21
LOS ANGELES LAKERS,240,47,71,4,7,26,30,6,40,25,8,9,21,14
WASHINGTON WIZARDS,240,41,74,6,16,13,16,7,34,24,8,5,14,13
MILWAUKEE BUCKS,240,30,78,3,18,14,20,14,27,22,8,0,16,15
DENVER NUGGETS,240,44,81,4,13,26,35,9,33,30,7,12,10,22
MINNESOTA TIMBERWOLVES,240,40,89,7,22,20,29,14,30,21,6,2,12,24
CHARLOTTE BOBCATS,240,37,79,4,17,18,22,7,39,26,6,8,21,28
NEW JERSEY NETS,240,39,89,5,17,19,28,10,33,31,13,5,12,21
HOUSTON ROCKETS,240,37,78,5,16,17,19,12,32,18,5,3,20,22
ORLANDO MAGIC,240,34,76,7,19,19,25,8,27,15,13,3,14,17
NEW YORK KNICKS,240,35,71,6,15,17,18,9,35,17,5,0,16,19
SAN ANTONIO SPURS,240,36,85,11,22,14,19,13,23,24,9,3,6,18
DETROIT PISTONS,240,39,77,8,16,15,18,7,40,24,3,0,7,19
TORONTO RAPTORS,240,33,80,5,13,14,22,9,27,16,5,2,4,15
