team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
CHICAGO BULLS,240,33,83,5,13,23,29,8,31,13,10,3,15,16
DALLAS MAVERICKS,240,39,81,9,14,15,17,10,36,21,10,9,21,22
DETROIT PISTONS,240,38,88,5,18,17,19,11,36,29,7,3,11,25
DENVER NUGGETS,240,32,89,7,24,22,29,17,29,25,7,6,8,14
TORONTO RAPTORS,240,34,71,7,18,27,33,11,35,20,3,7,17,20
INDIANA PACERS,240,37,87,10,27,14,15,11,28,19,6,5,8,27
BOSTON CELTICS,240,38,69,8,18,20,25,3,34,22,10,8,13,22
LOS ANGELES CLIPPERS,240,30,75,2,11,14,25,10,26,22,8,2,14,22
WASHINGTON WIZARDS,240,34,80,6,18,21,24,10,25,11,11,2,7,18
NEW ORLEANS HORNETS,240,35,75,10,24,12,22,11,31,19,3,1,16,17
ATLANTA HAWKS,240,25,75,7,16,17,24,18,35,17,10,2,22,18
SAN ANTONIO SPURS,240,32,76,8,21,17,23,11,32,22,11,8,16,20
