team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,34,78,6,18,22,28,9,25,22,4,4,13,18
CHARLOTTE BOBCATS,240,36,74,8,11,15,19,10,31,23,2,7,14,23
TORONTO RAPTORS,240,41,83,6,21,20,22,5,23,25,6,2,5,17
CLEVELAND CAVALIERS,240,43,83,13,30,12,19,13,34,28,5,4,12,16
DENVER NUGGETS,240,28,79,5,20,20,26,14,24,8,11,4,18,24
HOUSTON ROCKETS,240,44,91,3,18,18,25,19,38,20,10,1,17,19
NEW ORLEANS HORNETS,240,37,80,8,15,16,20,8,31,22,5,5,9,22
LOS ANGELES CLIPPERS,240,30,75,6,22,23,29,14,31,22,3,4,15,18
WASHINGTON WIZARDS,240,47,95,10,19,14,18,14,25,24,14,4,15,24
MEMPHIS GRIZZLIES,240,41,78,13,29,29,33,10,31,23,8,4,19,16
DALLAS MAVERICKS,240,38,84,9,22,10,17,12,26,26,7,6,8,28
MILWAUKEE BUCKS,240,33,65,2,4,29,41,9,33,23,3,6,12,15
ATLANTA HAWKS,240,36,80,6,13,16,20,16,21,20,8,5,11,17
MINNESOTA TIMBERWOLVES,240,34,72,3,13,16,21,12,25,16,9,7,15,20
CHICAGO BULLS,240,29,84,5,16,15,19,11,31,13,5,3,14,29
NEW YORK KNICKS,240,28,71,3,12,26,42,11,41,15,8,1,17,19
MIAMI HEAT,240,37,79,5,19,20,25,7,30,21,5,2,13,28
ORLANDO MAGIC,240,42,75,8,22,28,39,7,30,24,8,1,11,21
GOLDEN STATE WARRIORS,265,36,91,7,24,21,31,17,37,18,8,7,18,25
PHILADELPHIA 76ERS,265,34,81,5,11,25,38,12,35,22,10,8,16,29
