team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
UTAH JAZZ,240,32,75,5,16,27,39,12,32,18,5,5,17,18
CHICAGO BULLS,240,42,90,9,18,15,21,15,34,27,10,6,11,25
SEATTLE SUPERSONICS,240,42,83,5,8,18,23,5,31,21,6,1,14,23
INDIANA PACERS,240,42,92,7,24,23,28,13,31,21,7,8,12,21
TORONTO RAPTORS,240,41,89,7,16,19,22,12,28,22,7,2,10,16
LOS ANGELES LAKERS,240,45,84,15,32,12,15,9,27,32,8,7,11,17
PORTLAND TRAIL BLAZERS,240,37,81,7,21,22,26,13,28,23,5,5,7,8
MINNESOTA TIMBERWOLVES,240,41,83,6,11,8,9,10,28,24,5,2,12,19
MEMPHIS GRIZZLIES,240,40,96,6,21,25,31,12,27,18,4,2,11,20
PHOENIX SUNS,240,56,94,4,15,16,19,8,37,35,3,8,11,26
MILWAUKEE BUCKS,240,38,89,4,15,17,23,19,28,20,7,4,19,21
WASHINGTON WIZARDS,240,42,84,4,10,17,23,12,28,26,9,8,16,18
