team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
PORTLAND TRAIL BLAZERS,240,31,78,6,21,12,18,15,27,17,5,2,9,23
CLEVELAND CAVALIERS,240,29,68,5,14,25,33,8,31,19,3,4,9,15
NEW YORK KNICKS,240,31,86,2,13,15,17,8,29,13,7,2,10,22
DALLAS MAVERICKS,240,41,78,2,6,24,31,8,46,32,9,6,14,20
NEW JERSEY NETS,240,24,79,0,6,25,36,16,29,12,8,8,12,19
HOUSTON ROCKETS,240,34,74,10,20,13,26,7,41,21,8,9,13,26
LOS ANGELES CLIPPERS,240,36,66,6,10,21,24,6,31,17,8,2,18,17
MIAMI HEAT,240,37,76,12,21,12,19,10,20,23,8,1,12,16
ATLANTA HAWKS,240,46,90,11,17,9,13,8,32,26,5,3,11,23
ORLANDO MAGIC,240,45,84,15,28,18,28,9,34,27,4,2,9,18
BOSTON CELTICS,240,37,78,9,23,17,21,13,37,24,4,6,14,30
PHILADELPHIA 76ERS,240,30,95,2,17,24,35,24,27,18,7,7,7,17
DENVER NUGGETS,240,40,85,6,16,17,23,11,35,18,7,4,15,22
SAN ANTONIO SPURS,240,40,84,5,14,22,29,10,29,27,8,5,11,20
