team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
MIAMI HEAT,265,33,71,3,9,42,49,8,24,24,10,5,17,26
ATLANTA HAWKS,265,41,79,1,11,31,36,12,30,28,9,0,15,36
DETROIT PISTONS,240,29,72,9,20,20,23,10,24,14,7,1,14,17
BOSTON CELTICS,240,34,69,4,14,13,21,10,27,18,9,3,15,18
UTAH JAZZ,240,35,76,3,7,19,25,11,30,21,8,7,20,30
CHARLOTTE BOBCATS,240,30,69,5,12,33,42,9,31,20,8,9,15,20
PHOENIX SUNS,240,43,82,3,7,16,19,7,28,27,11,7,18,21
DALLAS MAVERICKS,240,40,87,6,16,22,25,19,30,19,11,8,16,17
ORLANDO MAGIC,240,34,83,7,17,22,26,11,38,16,8,4,15,27
HOUSTON ROCKETS,240,31,91,9,24,21,31,17,32,22,10,11,11,20
PHILADELPHIA 76ERS,240,27,78,3,12,28,33,12,43,18,4,6,18,16
INDIANA PACERS,240,43,94,9,21,7,9,7,32,27,6,10,8,22
SAN ANTONIO SPURS,240,36,87,6,28,7,9,12,32,21,13,2,11,16
MEMPHIS GRIZZLIES,240,33,75,10,25,12,15,8,32,17,7,8,17,12
SACRAMENTO KINGS,240,37,76,10,20,18,23,10,22,25,11,2,13,17
MILWAUKEE BUCKS,240,34,70,8,18,13,19,11,29,21,7,9,20,19
GOLDEN STATE WARRIORS,240,41,84,11,23,18,22,9,31,24,8,3,13,16
MINNESOTA TIMBERWOLVES,240,39,87,7,19,13,17,12,33,22,7,2,16,22
CLEVELAND CAVALIERS,240,35,80,7,20,13,21,12,21,16,11,0,12,21
NEW YORK KNICKS,240,41,73,8,18,18,25,9,32,17,8,3,15,19
TORONTO RAPTORS,240,41,82,6,12,8,10,10,25,23,4,4,10,21
PORTLAND TRAIL BLAZERS,240,39,77,10,21,13,17,10,30,25,2,1,12,11
NEW ORLEANS HORNETS,240,46,94,12,23,3,5,14,28,27,11,8,11,19
SEATTLE SUPERSONICS,240,36,85,5,14,16,19,16,30,18,9,4,14,11
CHICAGO BULLS,240,37,89,5,14,16,21,13,34,21,9,4,12,12
WASHINGTON WIZARDS,240,34,88,7,26,9,13,12,35,22,7,9,18,20
