team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SACRAMENTO KINGS,240,42,92,3,16,15,22,16,36,18,9,4,18,24
GOLDEN STATE WARRIORS,240,38,91,7,31,22,33,18,31,21,10,5,17,23
ATLANTA HAWKS,240,32,86,0,5,25,33,16,23,16,10,2,9,20
HOUSTON ROCKETS,240,44,81,6,19,14,19,15,31,32,4,6,14,23
PORTLAND TRAIL BLAZERS,240,36,80,3,13,18,23,7,38,19,3,2,14,25
INDIANA PACERS,240,31,84,10,33,29,37,16,32,18,7,6,6,21
NEW YORK KNICKS,240,36,79,5,17,22,27,14,34,20,4,4,17,25
MILWAUKEE BUCKS,240,36,81,3,14,23,32,10,27,23,7,7,11,24
MEMPHIS GRIZZLIES,240,37,80,7,16,18,21,9,25,19,6,4,15,23
NEW ORLEANS HORNETS,240,42,87,8,25,20,23,14,26,30,10,6,11,21
LOS ANGELES CLIPPERS,240,30,74,3,10,17,21,10,20,15,8,2,13,19
PHILADELPHIA 76ERS,240,40,76,3,7,18,21,12,29,24,8,8,13,17
CHICAGO BULLS,240,32,78,5,18,18,28,5,29,21,11,5,12,26
UTAH JAZZ,240,35,71,6,15,21,27,5,34,25,9,6,17,25
