team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,38,88,5,17,20,25,18,35,26,4,3,12,25
ATLANTA HAWKS,240,30,77,3,20,27,35,12,29,21,5,6,11,17
HOUSTON ROCKETS,240,29,67,4,14,23,27,11,36,18,6,7,19,17
CHARLOTTE BOBCATS,240,31,78,6,14,14,15,8,26,19,11,4,12,22
CLEVELAND CAVALIERS,240,42,83,3,13,16,27,15,28,17,10,4,15,22
LOS ANGELES CLIPPERS,240,35,77,2,10,23,27,9,30,16,4,4,16,20
MIAMI HEAT,240,32,73,6,25,5,9,10,33,21,10,4,16,17
NEW YORK KNICKS,240,28,75,3,16,13,17,12,27,11,10,2,18,18
NEW ORLEANS HORNETS,240,37,78,10,20,9,13,11,31,21,10,1,16,20
PHILADELPHIA 76ERS,240,30,74,2,15,10,15,11,30,21,7,2,18,20
MILWAUKEE BUCKS,240,34,82,2,12,18,27,15,24,17,6,6,14,23
SAN ANTONIO SPURS,240,39,70,8,20,27,31,5,37,22,8,8,13,21
DETROIT PISTONS,240,38,88,8,23,23,33,12,37,27,10,1,11,25
SEATTLE SUPERSONICS,240,37,86,3,9,26,29,11,36,21,7,2,13,25
