team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
WASHINGTON WIZARDS,240,27,70,7,21,27,30,9,28,16,6,5,15,23
BOSTON CELTICS,240,31,74,5,20,16,22,11,26,17,4,7,14,22
DENVER NUGGETS,240,44,89,4,21,24,35,17,35,24,5,7,12,23
CHARLOTTE BOBCATS,240,42,87,10,26,25,33,12,31,30,6,7,12,27
PORTLAND TRAIL BLAZERS,240,37,70,9,15,16,19,9,32,23,3,3,13,17
NEW JERSEY NETS,240,26,77,4,13,17,22,15,23,18,6,3,9,15
DALLAS MAVERICKS,240,44,77,11,17,21,26,10,26,28,3,7,19,29
SACRAMENTO KINGS,240,44,87,8,16,26,33,12,23,20,7,5,9,25
PHILADELPHIA 76ERS,240,29,76,3,8,21,29,9,34,13,7,6,10,21
SAN ANTONIO SPURS,240,32,81,7,26,18,22,13,37,25,4,4,10,20
LOS ANGELES LAKERS,265,47,102,7,21,22,28,9,36,24,6,4,8,19
SEATTLE SUPERSONICS,265,50,104,5,14,16,23,14,41,28,5,9,12,21
MILWAUKEE BUCKS,240,34,74,5,18,14,18,7,28,16,8,8,21,33
UTAH JAZZ,240,33,67,2,10,30,43,7,28,22,11,5,18,24
