team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW YORK KNICKS,240,35,79,5,17,28,30,9,28,20,11,0,15,25
BOSTON CELTICS,240,38,75,7,21,28,36,10,29,29,6,6,15,25
ATLANTA HAWKS,265,38,84,6,8,16,23,12,30,13,6,4,13,23
CHARLOTTE BOBCATS,265,38,85,2,13,22,28,14,34,17,6,9,12,22
SAN ANTONIO SPURS,240,37,76,12,20,26,30,7,27,23,4,3,5,15
CLEVELAND CAVALIERS,240,41,80,11,22,12,16,7,32,24,2,6,9,23
PORTLAND TRAIL BLAZERS,240,31,75,3,9,11,22,13,27,10,1,4,14,24
DALLAS MAVERICKS,240,36,83,4,17,20,23,17,30,18,3,5,11,17
INDIANA PACERS,240,25,79,6,15,24,26,7,30,13,6,6,10,21
DETROIT PISTONS,240,34,80,9,19,19,26,9,39,24,5,11,13,24
PHOENIX SUNS,240,45,87,7,21,21,26,16,33,28,5,1,19,16
GOLDEN STATE WARRIORS,240,52,96,8,21,8,13,11,23,26,10,2,11,21
SACRAMENTO KINGS,240,31,70,4,13,21,28,7,30,16,10,1,15,16
HOUSTON ROCKETS,240,33,81,9,23,14,19,14,30,23,7,7,17,21
WASHINGTON WIZARDS,240,37,85,2,11,15,21,22,29,16,8,3,15,21
LOS ANGELES CLIPPERS,240,33,68,4,13,19,24,7,24,19,9,2,16,19
NEW ORLEANS HORNETS,240,43,78,9,14,16,19,9,30,22,5,1,13,18
MILWAUKEE BUCKS,240,40,80,8,15,19,23,10,22,29,9,5,8,16
LOS ANGELES LAKERS,240,45,93,7,25,20,25,12,39,29,10,7,13,11
MINNESOTA TIMBERWOLVES,240,38,93,6,19,10,13,12,32,24,10,2,16,27
DENVER NUGGETS,240,33,75,7,19,25,33,7,28,18,14,8,15,23
ORLANDO MAGIC,240,43,93,8,22,15,23,16,35,18,7,3,18,23
MEMPHIS GRIZZLIES,240,35,83,7,26,11,15,14,26,17,8,1,19,15
PHILADELPHIA 76ERS,240,42,83,6,13,12,18,15,33,28,13,5,18,19
UTAH JAZZ,240,41,80,2,11,28,36,14,27,28,14,3,15,20
SEATTLE SUPERSONICS,240,38,84,2,11,15,20,15,24,27,9,3,18,24
NEW JERSEY NETS,240,36,74,6,15,13,14,3,25,26,8,2,13,19
TORONTO RAPTORS,240,39,76,8,20,23,27,9,32,25,10,4,12,11
