team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,30,72,1,6,23,31,6,33,12,9,7,15,26
DALLAS MAVERICKS,240,32,73,7,13,26,35,11,33,19,11,6,15,25
TORONTO RAPTORS,240,34,92,2,10,9,17,18,33,18,11,6,15,15
HOUSTON ROCKETS,240,32,81,10,22,17,19,12,38,23,8,6,15,14
DETROIT PISTONS,240,32,73,6,15,28,34,6,32,20,7,6,8,21
INDIANA PACERS,240,32,74,7,12,21,26,10,34,18,5,2,14,22
NEW JERSEY NETS,240,40,80,5,20,12,23,12,28,31,2,5,17,25
MILWAUKEE BUCKS,240,33,74,3,12,26,37,11,26,19,10,4,10,23
CLEVELAND CAVALIERS,240,32,82,5,15,7,11,15,33,13,3,2,13,17
NEW ORLEANS HORNETS,240,31,74,7,25,17,22,10,29,16,11,4,8,17
CHARLOTTE BOBCATS,240,35,74,8,21,17,21,4,32,25,6,4,17,25
ORLANDO MAGIC,240,36,80,7,18,25,35,12,30,13,6,5,12,18
MINNESOTA TIMBERWOLVES,240,37,94,5,15,11,20,16,29,18,9,3,9,20
SEATTLE SUPERSONICS,240,44,82,8,19,13,22,9,41,28,6,8,12,15
BOSTON CELTICS,240,37,80,10,21,20,26,14,27,22,10,1,11,19
UTAH JAZZ,240,40,73,5,12,13,19,6,24,23,6,7,12,23
MIAMI HEAT,240,28,71,6,14,12,20,10,30,16,8,2,19,13
WASHINGTON WIZARDS,240,36,69,8,18,16,22,5,31,24,11,6,14,19
