team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW JERSEY NETS,240,25,75,9,21,24,26,11,29,17,3,5,15,24
CLEVELAND CAVALIERS,240,36,80,7,18,25,33,12,34,17,6,8,10,22
SEATTLE SUPERSONICS,240,32,88,2,8,14,19,10,25,17,12,3,8,12
HOUSTON ROCKETS,240,39,74,12,27,13,17,8,39,27,4,9,17,18
NEW ORLEANS HORNETS,240,47,84,11,26,17,27,11,29,27,8,3,5,12
MINNESOTA TIMBERWOLVES,240,36,74,10,19,8,9,8,28,22,3,1,18,22
CHARLOTTE BOBCATS,240,41,84,8,22,17,26,13,31,18,5,6,12,13
NEW YORK KNICKS,240,46,97,9,21,8,9,19,32,18,5,0,13,18
CHICAGO BULLS,240,34,83,4,17,11,14,6,40,19,8,7,19,23
ORLANDO MAGIC,240,45,89,9,26,16,27,10,43,30,9,2,15,18
DETROIT PISTONS,240,35,81,7,20,17,20,13,26,19,5,4,12,20
PHILADELPHIA 76ERS,240,37,73,5,14,22,31,10,33,28,8,7,10,19
PHOENIX SUNS,240,40,77,4,11,12,15,6,34,19,7,7,11,12
SAN ANTONIO SPURS,240,34,81,2,9,9,11,9,27,15,5,5,13,17
MILWAUKEE BUCKS,240,37,88,11,25,8,12,15,26,20,3,2,14,16
TORONTO RAPTORS,240,45,83,3,8,18,21,8,33,29,8,7,6,17
BOSTON CELTICS,240,34,76,13,30,14,21,14,32,24,6,4,20,21
WASHINGTON WIZARDS,240,40,78,9,24,20,29,9,27,25,11,2,10,19
