team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
BOSTON CELTICS,240,35,71,14,25,22,28,11,34,24,7,8,19,26
CHICAGO BULLS,240,30,72,8,17,24,31,8,25,22,12,7,16,20
PHOENIX SUNS,240,47,89,12,29,14,26,9,36,33,8,4,17,29
DENVER NUGGETS,240,40,78,9,17,37,47,6,39,24,13,2,16,27
NEW YORK KNICKS,265,47,98,6,22,15,23,12,33,29,7,3,14,23
MILWAUKEE BUCKS,265,45,92,6,16,23,29,12,38,27,8,3,16,17
DETROIT PISTONS,240,32,80,4,11,26,33,13,32,13,6,6,8,21
MINNESOTA TIMBERWOLVES,240,32,75,4,17,22,29,7,37,20,5,4,12,26
PHILADELPHIA 76ERS,240,40,80,4,13,24,29,10,29,28,11,6,10,20
NEW JERSEY NETS,240,41,84,7,21,10,13,13,25,25,5,8,16,19
NEW ORLEANS HORNETS,240,35,86,7,18,21,27,21,30,18,5,4,11,18
ORLANDO MAGIC,240,37,74,13,29,10,15,2,28,20,4,3,11,25
HOUSTON ROCKETS,240,33,82,4,16,28,35,21,28,19,11,9,15,27
SACRAMENTO KINGS,240,36,71,6,14,21,29,4,24,16,9,4,16,26
GOLDEN STATE WARRIORS,240,33,88,8,20,18,22,11,26,8,9,5,13,11
SAN ANTONIO SPURS,240,49,89,11,24,7,12,10,44,25,8,7,16,16
