team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
DETROIT PISTONS,240,31,78,5,17,6,7,10,29,17,4,7,11,14
CLEVELAND CAVALIERS,240,36,81,5,13,12,16,14,32,22,5,5,7,10
CHARLOTTE BOBCATS,240,34,78,4,13,23,30,9,30,17,9,4,15,18
INDIANA PACERS,240,39,79,7,22,17,20,11,30,21,9,7,16,19
GOLDEN STATE WARRIORS,240,47,91,9,20,13,18,14,28,20,7,2,11,29
LOS ANGELES CLIPPERS,240,35,77,1,14,29,43,10,29,18,5,2,15,16
MEMPHIS GRIZZLIES,240,34,82,5,22,21,33,10,41,9,5,8,9,23
MINNESOTA TIMBERWOLVES,240,33,84,3,11,29,35,9,37,21,5,7,8,25
ATLANTA HAWKS,240,42,80,5,18,28,33,14,25,26,5,6,13,23
NEW JERSEY NETS,240,46,79,11,18,22,27,9,24,24,5,4,9,27
HOUSTON ROCKETS,240,28,82,2,19,11,17,13,37,11,6,2,18,19
NEW ORLEANS HORNETS,240,34,76,4,13,18,25,9,38,18,14,9,12,17
WASHINGTON WIZARDS,240,35,82,6,18,11,17,12,33,17,8,7,11,25
ORLANDO MAGIC,240,26,77,14,35,20,26,11,34,19,3,3,13,19
DENVER NUGGETS,240,44,92,11,23,14,21,11,23,28,15,4,13,27
PHILADELPHIA 76ERS,240,47,78,3,9,18,33,13,31,22,7,7,21,17
PHOENIX SUNS,240,43,75,15,21,9,18,10,33,26,11,2,26,19
SEATTLE SUPERSONICS,240,38,80,3,6,19,24,9,23,17,12,3,18,17
MIAMI HEAT,240,20,78,5,23,9,10,8,26,12,6,1,13,14
TORONTO RAPTORS,240,39,72,7,12,11,15,5,44,29,9,5,10,13
