team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
SAN ANTONIO SPURS,240,35,79,11,31,9,13,7,30,20,5,3,15,28
BOSTON CELTICS,240,33,71,9,23,23,34,10,36,24,9,0,14,19
DENVER NUGGETS,240,40,88,11,27,22,26,15,33,30,11,5,12,16
CLEVELAND CAVALIERS,240,32,93,4,23,15,22,17,30,15,6,7,17,20
CHARLOTTE BOBCATS,240,28,72,4,13,27,35,12,23,18,5,4,16,25
DETROIT PISTONS,240,41,85,12,24,19,26,15,31,31,11,3,10,28
LOS ANGELES LAKERS,240,37,81,8,25,22,28,11,32,21,9,1,16,14
MIAMI HEAT,240,38,80,4,12,14,17,7,34,24,12,6,18,20
TORONTO RAPTORS,240,41,81,6,16,17,21,8,35,31,5,7,11,18
MINNESOTA TIMBERWOLVES,240,32,78,3,14,15,20,8,34,18,5,2,14,20
DALLAS MAVERICKS,240,31,85,2,18,18,23,15,26,16,5,1,9,26
NEW JERSEY NETS,240,35,73,3,12,28,35,10,37,25,6,6,11,18
WASHINGTON WIZARDS,240,38,87,9,20,22,25,16,30,20,5,4,13,20
PHOENIX SUNS,240,41,84,8,21,18,21,5,31,26,7,8,9,20
