team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
NEW JERSEY NETS,240,37,77,9,18,30,46,10,31,28,11,3,17,22
ATLANTA HAWKS,240,41,84,2,14,23,33,14,33,31,13,7,21,30
SACRAMENTO KINGS,240,33,74,4,6,23,28,8,37,16,4,3,18,29
CHICAGO BULLS,240,30,83,8,25,26,36,18,28,24,9,8,15,22
BOSTON CELTICS,240,31,74,4,16,26,33,15,35,14,4,4,13,27
DETROIT PISTONS,240,31,79,7,21,16,23,10,26,23,5,6,6,24
NEW YORK KNICKS,240,35,78,7,15,14,20,16,24,17,6,1,18,17
HOUSTON ROCKETS,240,41,77,8,24,13,16,7,24,20,10,8,14,14
NEW ORLEANS HORNETS,240,47,95,11,27,13,17,15,22,18,7,2,7,20
PHOENIX SUNS,240,41,77,7,21,24,29,8,31,22,4,12,13,18
UTAH JAZZ,240,36,76,4,10,13,21,9,22,19,7,1,17,21
PORTLAND TRAIL BLAZERS,240,35,69,6,11,27,31,10,33,22,11,6,14,20
