team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls
ATLANTA HAWKS,240,30,70,5,11,18,25,8,21,17,9,6,19,23
BOSTON CELTICS,240,41,68,6,10,18,25,8,31,30,8,6,18,20
INDIANA PACERS,240,34,80,6,20,13,20,10,29,17,6,4,15,28
CHARLOTTE BOBCATS,240,32,71,5,14,27,44,14,38,19,9,4,16,22
LOS ANGELES CLIPPERS,240,26,74,3,13,24,28,7,26,12,2,3,12,19
DETROIT PISTONS,240,42,87,7,17,12,18,13,40,27,3,5,12,19
MILWAUKEE BUCKS,240,32,84,4,18,20,24,11,31,16,6,3,11,21
HOUSTON ROCKETS,240,36,83,8,26,24,26,14,36,24,7,9,11,19
MINNESOTA TIMBERWOLVES,240,37,95,8,21,11,14,18,26,19,10,5,15,30
LOS ANGELES LAKERS,240,36,76,5,18,30,41,16,35,28,10,7,18,18
PHOENIX SUNS,240,39,89,15,33,13,15,11,32,22,12,5,12,17
MIAMI HEAT,240,43,88,4,15,11,14,13,35,20,9,7,15,16
SAN ANTONIO SPURS,240,40,77,4,15,13,18,7,35,19,6,6,10,17
NEW ORLEANS HORNETS,240,35,81,4,15,11,17,9,28,18,8,3,9,15
ORLANDO MAGIC,240,40,85,9,29,23,28,9,31,24,10,5,15,23
NEW YORK KNICKS,240,35,79,7,19,25,33,8,35,22,11,1,20,28
TORONTO RAPTORS,240,34,74,9,18,28,37,13,32,25,7,2,15,20
PHILADELPHIA 76ERS,240,40,88,7,21,16,23,13,27,22,7,4,11,23
MEMPHIS GRIZZLIES,240,37,89,7,21,17,24,15,29,19,4,3,12,27
PORTLAND TRAIL BLAZERS,240,42,82,6,13,20,24,8,35,24,8,9,13,25
CLEVELAND CAVALIERS,240,35,92,7,25,16,22,18,31,14,9,3,11,25
SACRAMENTO KINGS,240,28,70,2,12,33,35,7,34,7,7,4,16,19
UTAH JAZZ,240,42,86,1,8,18,27,13,31,32,11,8,18,20
SEATTLE SUPERSONICS,240,40,85,2,13,19,29,12,26,19,9,6,17,23
DENVER NUGGETS,240,45,88,12,25,16,19,13,30,32,15,0,19,25
WASHINGTON WIZARDS,240,31,81,7,20,23,31,14,30,19,9,7,24,17
