team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
INDIANA PACERS,240,32,70,5,16,19,29,12,28,18,7,3,19,28,2000-11-02,away,loss,88.0,DALLAS MAVERICKS,94.0,0.3137254901960784,0.23809523809523808,40
DALLAS MAVERICKS,240,35,75,6,15,18,21,8,24,18,8,7,13,24,2000-11-02,home,win,94.0,INDIANA PACERS,88.0,0.3181818181818182,0.2857142857142857,32
GOLDEN STATE WARRIORS,240,38,95,4,12,17,28,16,35,21,7,14,15,29,2000-11-02,away,loss,97.0,DENVER NUGGETS,101.0,0.2857142857142857,0.25,51
DENVER NUGGETS,240,32,79,7,15,30,38,9,33,23,4,9,14,24,2000-11-02,home,win,101.0,GOLDEN STATE WARRIORS,97.0,0.2882882882882883,0.3181818181818182,42
MILWAUKEE BUCKS,240,34,75,3,9,22,26,11,26,15,3,6,14,25,2000-11-02,away,loss,93.0,HOUSTON ROCKETS,115.0,0.3119266055045872,0.25,37
HOUSTON ROCKETS,240,38,75,12,27,27,32,9,27,21,5,6,14,30,2000-11-02,home,win,115.0,MILWAUKEE BUCKS,93.0,0.336283185840708,0.3076923076923077,36
VANCOUVER GRIZZLIES,240,36,87,5,13,22,25,18,22,23,12,2,14,23,2000-11-02,away,win,99.0,LOS ANGELES CLIPPERS,91.0,0.2926829268292683,0.2777777777777778,40
LOS ANGELES CLIPPERS,240,38,79,2,15,13,20,15,29,21,7,5,20,20,2000-11-02,home,loss,91.0,VANCOUVER GRIZZLIES,99.0,0.3247863247863248,0.11764705882352941,44
ATLANTA HAWKS,240,26,78,4,15,13,15,14,26,20,6,1,17,21,2000-11-02,away,loss,69.0,NEW YORK KNICKS,94.0,0.25,0.21052631578947367,40
NEW YORK KNICKS,240,34,68,7,13,19,21,2,34,22,4,5,12,21,2000-11-02,home,win,94.0,ATLANTA HAWKS,69.0,0.3333333333333333,0.35,36
PORTLAND TRAIL BLAZERS,240,29,66,4,11,20,25,10,26,24,5,6,25,29,2000-11-02,away,loss,82.0,PHOENIX SUNS,108.0,0.30526315789473685,0.26666666666666666,36
PHOENIX SUNS,240,41,82,8,19,18,23,12,24,28,14,5,14,24,2000-11-02,home,win,108.0,PORTLAND TRAIL BLAZERS,82.0,0.3333333333333333,0.2962962962962963,36
MINNESOTA TIMBERWOLVES,240,40,87,1,4,10,15,14,23,21,7,7,14,26,2000-11-02,away,loss,91.0,SAN ANTONIO SPURS,103.0,0.31496062992125984,0.2,37
SAN ANTONIO SPURS,240,36,77,4,10,27,30,11,31,18,4,4,16,21,2000-11-02,home,win,103.0,MINNESOTA TIMBERWOLVES,91.0,0.3185840707964602,0.2857142857142857,42
