team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
CHICAGO BULLS,240,36,80,5,10,17,20,10,28,26,3,1,8,20,2001-03-12,away,loss,94.0,CHARLOTTE HORNETS,102.0,0.3103448275862069,0.3333333333333333,38
CHARLOTTE HORNETS,240,39,81,5,12,19,26,12,34,31,4,8,6,21,2001-03-12,home,win,102.0,CHICAGO BULLS,94.0,0.325,0.29411764705882354,46
DENVER NUGGETS,240,31,89,3,14,19,26,26,36,16,7,7,15,22,2001-03-12,away,win,84.0,GOLDEN STATE WARRIORS,79.0,0.25833333333333336,0.17647058823529413,62
GOLDEN STATE WARRIORS,240,30,83,5,9,14,28,17,30,19,6,6,14,22,2001-03-12,home,loss,79.0,DENVER NUGGETS,84.0,0.26548672566371684,0.35714285714285715,47
MIAMI HEAT,240,32,93,4,17,9,12,18,34,17,3,3,9,18,2001-03-12,away,loss,77.0,MINNESOTA TIMBERWOLVES,94.0,0.256,0.19047619047619047,52
MINNESOTA TIMBERWOLVES,240,37,88,5,17,15,21,17,37,28,5,8,9,14,2001-03-12,home,win,94.0,MIAMI HEAT,77.0,0.296,0.22727272727272727,54
LOS ANGELES CLIPPERS,240,30,80,4,10,17,23,11,28,18,6,4,10,18,2001-03-12,away,loss,81.0,SAN ANTONIO SPURS,99.0,0.2727272727272727,0.2857142857142857,39
SAN ANTONIO SPURS,240,39,84,5,12,16,21,14,35,26,7,9,9,17,2001-03-12,home,win,99.0,LOS ANGELES CLIPPERS,81.0,0.3170731707317073,0.29411764705882354,49
