team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
DETROIT PISTONS,240,35,90,4,18,24,34,20,19,23,10,4,11,15,2000-11-21,away,loss,98.0,CLEVELAND CAVALIERS,117.0,0.28,0.18181818181818182,39
CLEVELAND CAVALIERS,240,49,83,9,12,10,15,13,33,38,6,11,18,24,2000-11-21,home,win,117.0,DETROIT PISTONS,98.0,0.3712121212121212,0.42857142857142855,46
SEATTLE SUPERSONICS,240,43,90,4,13,26,29,19,31,17,5,4,14,22,2000-11-21,away,win,116.0,DALLAS MAVERICKS,110.0,0.3233082706766917,0.23529411764705882,50
DALLAS MAVERICKS,240,39,78,12,26,20,30,10,23,21,5,6,14,27,2000-11-21,home,loss,110.0,SEATTLE SUPERSONICS,116.0,0.3333333333333333,0.3157894736842105,33
CHICAGO BULLS,240,29,80,3,11,16,20,12,30,27,11,5,16,21,2000-11-21,away,loss,77.0,GOLDEN STATE WARRIORS,89.0,0.26605504587155965,0.21428571428571427,42
GOLDEN STATE WARRIORS,240,35,83,1,5,18,26,18,35,20,5,8,15,15,2000-11-21,home,win,89.0,CHICAGO BULLS,77.0,0.2966101694915254,0.16666666666666666,53
HOUSTON ROCKETS,240,40,79,10,17,11,13,10,27,24,6,2,10,16,2000-11-21,away,win,101.0,INDIANA PACERS,89.0,0.33613445378151263,0.37037037037037035,37
INDIANA PACERS,240,36,73,6,13,11,18,12,27,23,4,5,13,19,2000-11-21,home,loss,89.0,HOUSTON ROCKETS,101.0,0.3302752293577982,0.3157894736842105,39
NEW YORK KNICKS,240,30,78,5,18,20,23,11,30,16,14,1,14,24,2000-11-21,away,win,85.0,ORLANDO MAGIC,84.0,0.2777777777777778,0.21739130434782608,41
ORLANDO MAGIC,240,31,77,5,11,17,23,15,29,16,6,3,19,19,2000-11-21,home,loss,84.0,NEW YORK KNICKS,85.0,0.28703703703703703,0.3125,44
PORTLAND TRAIL BLAZERS,240,39,78,6,8,20,28,15,28,22,10,8,15,23,2000-11-21,away,win,104.0,WASHINGTON WIZARDS,94.0,0.3333333333333333,0.42857142857142855,43
WASHINGTON WIZARDS,240,35,78,2,8,22,26,11,22,13,8,5,14,27,2000-11-21,home,loss,94.0,PORTLAND TRAIL BLAZERS,104.0,0.30973451327433627,0.2,33
