team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
CHICAGO BULLS,240,34,73,0,3,23,28,13,29,16,9,4,17,26,2000-11-30,away,win,91.0,ATLANTA HAWKS,82.0,0.3177570093457944,0.0,42
ATLANTA HAWKS,240,28,72,4,12,22,32,12,26,8,9,4,17,26,2000-11-30,home,loss,82.0,CHICAGO BULLS,91.0,0.28,0.25,38
HOUSTON ROCKETS,265,40,87,6,19,23,42,11,30,22,11,6,11,27,2000-11-30,away,win,109.0,DENVER NUGGETS,105.0,0.31496062992125984,0.24,41
DENVER NUGGETS,265,41,94,1,11,22,26,17,34,28,4,11,14,28,2000-11-30,home,loss,105.0,HOUSTON ROCKETS,109.0,0.3037037037037037,0.08333333333333333,51
INDIANA PACERS,240,38,91,6,16,13,24,21,33,22,12,1,15,21,2000-11-30,away,loss,95.0,GOLDEN STATE WARRIORS,99.0,0.29457364341085274,0.2727272727272727,54
GOLDEN STATE WARRIORS,240,36,76,5,16,22,32,12,32,16,9,9,16,22,2000-11-30,home,win,99.0,INDIANA PACERS,95.0,0.32142857142857145,0.23809523809523808,44
BOSTON CELTICS,240,34,74,11,22,18,27,8,24,16,10,0,16,18,2000-11-30,away,loss,97.0,MILWAUKEE BUCKS,108.0,0.3148148148148148,0.3333333333333333,32
MILWAUKEE BUCKS,240,45,78,7,15,11,16,8,30,32,10,5,15,23,2000-11-30,home,win,108.0,BOSTON CELTICS,97.0,0.36585365853658536,0.3181818181818182,38
DALLAS MAVERICKS,240,31,76,5,15,17,18,14,23,17,8,2,19,24,2000-11-30,away,loss,84.0,PORTLAND TRAIL BLAZERS,95.0,0.2897196261682243,0.25,37
PORTLAND TRAIL BLAZERS,240,38,74,3,12,16,21,12,27,22,10,5,16,19,2000-11-30,home,win,95.0,DALLAS MAVERICKS,84.0,0.3392857142857143,0.2,39
LOS ANGELES LAKERS,240,35,85,1,20,17,22,16,24,26,8,8,21,22,2000-11-30,away,loss,88.0,SEATTLE SUPERSONICS,121.0,0.2916666666666667,0.047619047619047616,40
SEATTLE SUPERSONICS,240,46,82,8,15,21,24,7,33,27,13,5,12,25,2000-11-30,home,win,121.0,LOS ANGELES LAKERS,88.0,0.359375,0.34782608695652173,40
