team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
MILWAUKEE BUCKS,240,32,87,11,28,16,25,17,45,22,1,7,14,26,2001-02-07,away,loss,91.0,BOSTON CELTICS,94.0,0.2689075630252101,0.28205128205128205,62
BOSTON CELTICS,240,30,87,6,24,28,34,9,37,14,12,4,5,19,2001-02-07,home,win,94.0,MILWAUKEE BUCKS,91.0,0.2564102564102564,0.2,46
SAN ANTONIO SPURS,240,41,74,9,15,16,22,7,30,30,7,5,11,16,2001-02-07,away,win,107.0,CLEVELAND CAVALIERS,89.0,0.3565217391304348,0.375,37
CLEVELAND CAVALIERS,240,36,79,1,4,16,19,6,28,21,4,6,12,21,2001-02-07,home,loss,89.0,SAN ANTONIO SPURS,107.0,0.3130434782608696,0.2,34
LOS ANGELES CLIPPERS,240,36,79,4,10,12,26,13,37,16,7,8,16,23,2001-02-07,away,loss,88.0,GOLDEN STATE WARRIORS,89.0,0.3130434782608696,0.2857142857142857,50
GOLDEN STATE WARRIORS,240,35,87,5,16,14,24,20,31,21,11,8,13,20,2001-02-07,home,win,89.0,LOS ANGELES CLIPPERS,88.0,0.28688524590163933,0.23809523809523808,51
PHOENIX SUNS,240,30,75,3,10,20,26,10,35,19,9,6,18,19,2001-02-07,away,loss,83.0,LOS ANGELES LAKERS,85.0,0.2857142857142857,0.23076923076923078,45
LOS ANGELES LAKERS,240,35,83,3,13,12,16,9,34,22,10,3,16,23,2001-02-07,home,win,85.0,PHOENIX SUNS,83.0,0.2966101694915254,0.1875,43
SACRAMENTO KINGS,240,34,84,3,10,17,29,14,27,23,11,2,13,10,2001-02-07,away,loss,88.0,MINNESOTA TIMBERWOLVES,117.0,0.288135593220339,0.23076923076923078,41
MINNESOTA TIMBERWOLVES,240,48,84,9,18,12,13,8,38,39,10,11,16,28,2001-02-07,home,win,117.0,SACRAMENTO KINGS,88.0,0.36363636363636365,0.3333333333333333,46
DALLAS MAVERICKS,290,37,86,7,24,12,15,7,27,19,15,3,16,20,2001-02-07,away,loss,93.0,NEW YORK KNICKS,96.0,0.3008130081300813,0.22580645161290322,34
NEW YORK KNICKS,290,39,86,7,23,11,16,13,38,26,6,6,23,16,2001-02-07,home,win,96.0,DALLAS MAVERICKS,93.0,0.312,0.23333333333333334,51
WASHINGTON WIZARDS,240,34,77,4,8,26,32,13,24,17,13,5,18,26,2001-02-07,away,loss,98.0,ORLANDO MAGIC,107.0,0.3063063063063063,0.3333333333333333,37
ORLANDO MAGIC,240,36,81,12,20,23,29,14,30,23,8,4,18,26,2001-02-07,home,win,107.0,WASHINGTON WIZARDS,98.0,0.3076923076923077,0.375,44
HOUSTON ROCKETS,240,39,86,10,24,24,28,16,28,19,14,4,10,21,2001-02-07,away,win,112.0,PHILADELPHIA 76ERS,87.0,0.312,0.29411764705882354,44
PHILADELPHIA 76ERS,240,35,80,3,12,14,18,12,30,23,5,5,20,22,2001-02-07,home,loss,87.0,HOUSTON ROCKETS,112.0,0.30434782608695654,0.2,42
SEATTLE SUPERSONICS,240,31,75,3,8,15,21,13,28,16,5,4,16,15,2001-02-07,away,loss,80.0,PORTLAND TRAIL BLAZERS,97.0,0.29245283018867924,0.2727272727272727,41
PORTLAND TRAIL BLAZERS,240,41,89,5,10,10,15,16,30,21,9,6,12,17,2001-02-07,home,win,97.0,SEATTLE SUPERSONICS,80.0,0.3153846153846154,0.3333333333333333,46
UTAH JAZZ,240,36,78,2,6,18,21,9,34,28,12,6,16,22,2001-02-07,away,win,92.0,VANCOUVER GRIZZLIES,82.0,0.3157894736842105,0.25,43
VANCOUVER GRIZZLIES,240,29,70,5,13,19,25,7,30,22,9,8,19,23,2001-02-07,home,loss,82.0,UTAH JAZZ,92.0,0.29292929292929293,0.2777777777777778,37
