team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
CLEVELAND CAVALIERS,240,41,90,5,12,14,18,13,34,24,8,7,13,26,2001-02-25,away,win,101.0,DETROIT PISTONS,94.0,0.31297709923664124,0.29411764705882354,47
DETROIT PISTONS,240,33,82,5,15,23,30,11,29,19,6,13,17,22,2001-02-25,home,loss,94.0,CLEVELAND CAVALIERS,101.0,0.28695652173913044,0.25,40
MINNESOTA TIMBERWOLVES,240,37,78,7,15,19,26,13,17,28,11,6,8,19,2001-02-25,away,loss,100.0,INDIANA PACERS,110.0,0.3217391304347826,0.3181818181818182,30
INDIANA PACERS,240,41,71,14,19,14,18,13,28,30,4,1,17,26,2001-02-25,home,win,110.0,MINNESOTA TIMBERWOLVES,100.0,0.36607142857142855,0.42424242424242425,41
ORLANDO MAGIC,240,36,99,7,20,21,25,22,30,24,10,2,11,36,2001-02-25,away,loss,100.0,LOS ANGELES LAKERS,106.0,0.26666666666666666,0.25925925925925924,52
LOS ANGELES LAKERS,240,36,70,5,19,29,53,13,33,19,8,7,16,22,2001-02-25,home,win,106.0,ORLANDO MAGIC,100.0,0.33962264150943394,0.20833333333333334,46
GOLDEN STATE WARRIORS,240,40,89,1,7,14,25,15,23,26,8,6,11,14,2001-02-25,away,loss,95.0,MILWAUKEE BUCKS,122.0,0.31007751937984496,0.125,38
MILWAUKEE BUCKS,240,49,97,7,14,17,22,22,37,36,7,1,10,19,2001-02-25,home,win,122.0,GOLDEN STATE WARRIORS,95.0,0.3356164383561644,0.3333333333333333,59
WASHINGTON WIZARDS,240,31,90,4,11,25,29,21,26,19,7,5,13,22,2001-02-25,away,loss,91.0,NEW JERSEY NETS,101.0,0.256198347107438,0.26666666666666666,47
NEW JERSEY NETS,240,40,81,3,9,18,25,6,34,26,9,13,13,25,2001-02-25,home,win,101.0,WASHINGTON WIZARDS,91.0,0.3305785123966942,0.25,40
SACRAMENTO KINGS,240,33,74,8,26,12,13,5,27,21,9,1,13,15,2001-02-25,away,loss,86.0,NEW YORK KNICKS,88.0,0.308411214953271,0.23529411764705882,32
NEW YORK KNICKS,240,38,75,4,16,8,10,8,32,16,7,2,15,18,2001-02-25,home,win,88.0,SACRAMENTO KINGS,86.0,0.336283185840708,0.2,40
UTAH JAZZ,240,30,81,0,5,20,27,10,31,20,11,11,16,23,2001-02-25,away,loss,80.0,PHOENIX SUNS,90.0,0.2702702702702703,0.0,41
PHOENIX SUNS,240,31,78,2,7,26,35,15,33,21,13,6,18,24,2001-02-25,home,win,90.0,UTAH JAZZ,80.0,0.28440366972477066,0.2222222222222222,48
