team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
NEW YORK KNICKS,240,29,71,7,15,9,11,8,22,16,10,4,13,24,away,loss,74.0,ATLANTA HAWKS,78.0
ATLANTA HAWKS,240,27,68,5,15,19,22,15,27,15,7,7,19,16,home,win,78.0,NEW YORK KNICKS,74.0
HOUSTON ROCKETS,240,28,88,5,17,20,24,16,29,17,10,5,16,22,away,loss,81.0,BOSTON CELTICS,96.0
BOSTON CELTICS,240,35,78,3,9,23,29,11,44,21,8,7,18,26,home,win,96.0,HOUSTON ROCKETS,81.0
PHILADELPHIA 76ERS,240,28,82,2,7,15,24,12,27,17,6,2,9,23,away,loss,73.0,CHARLOTTE HORNETS,88.0
CHARLOTTE HORNETS,240,31,80,5,12,21,27,19,41,26,3,13,19,24,home,win,88.0,PHILADELPHIA 76ERS,73.0
GOLDEN STATE WARRIORS,240,35,93,4,10,17,19,18,23,19,10,0,19,25,away,loss,91.0,LOS ANGELES LAKERS,111.0
LOS ANGELES LAKERS,240,44,78,9,16,14,23,10,36,26,12,11,24,20,home,win,111.0,GOLDEN STATE WARRIORS,91.0
CLEVELAND CAVALIERS,240,34,67,6,10,12,20,7,38,18,10,7,17,19,away,win,86.0,MIAMI HEAT,67.0
MIAMI HEAT,240,25,75,4,13,13,16,11,28,18,9,2,14,23,home,loss,67.0,CLEVELAND CAVALIERS,86.0
PORTLAND TRAIL BLAZERS,240,34,69,6,16,19,20,9,31,20,6,4,17,21,away,win,93.0,MILWAUKEE BUCKS,84.0
MILWAUKEE BUCKS,240,33,78,7,21,11,19,11,23,20,9,4,13,21,home,loss,84.0,PORTLAND TRAIL BLAZERS,93.0
VANCOUVER GRIZZLIES,240,41,75,4,6,14,18,5,30,29,3,3,19,22,away,loss,100.0,MINNESOTA TIMBERWOLVES,101.0
MINNESOTA TIMBERWOLVES,240,42,89,3,9,14,17,17,28,26,10,7,11,18,home,win,101.0,VANCOUVER GRIZZLIES,100.0
NEW JERSEY NETS,240,32,76,3,10,18,21,8,30,19,4,4,21,24,away,loss,85.0,PHOENIX SUNS,97.0
PHOENIX SUNS,240,42,83,3,8,10,21,10,31,32,10,4,13,18,home,win,97.0,NEW JERSEY NETS,85.0
CHICAGO BULLS,240,29,83,1,10,12,20,11,31,13,9,6,20,22,away,loss,71.0,SACRAMENTO KINGS,100.0
SACRAMENTO KINGS,240,39,81,3,11,19,31,13,41,25,12,5,17,18,home,win,100.0,CHICAGO BULLS,71.0
SEATTLE SUPERSONICS,240,32,83,3,17,18,24,12,34,14,7,9,17,32,away,loss,85.0,SAN ANTONIO SPURS,112.0
SAN ANTONIO SPURS,240,38,85,4,11,32,40,15,37,25,7,8,9,19,home,win,112.0,SEATTLE SUPERSONICS,85.0
DENVER NUGGETS,240,27,73,4,15,20,30,10,24,13,4,3,15,23,away,loss,78.0,UTAH JAZZ,116.0
UTAH JAZZ,240,47,81,3,10,19,27,10,37,34,8,5,11,26,home,win,116.0,DENVER NUGGETS,78.0
