team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
MINNESOTA TIMBERWOLVES,240,40,76,6,10,9,12,7,27,33,8,5,7,15,2001-03-06,away,win,95.0,CHARLOTTE HORNETS,89.0,0.3448275862068966,0.375,34
CHARLOTTE HORNETS,240,36,83,8,16,9,13,16,25,26,6,1,9,15,2001-03-06,home,loss,89.0,MINNESOTA TIMBERWOLVES,95.0,0.3025210084033613,0.3333333333333333,41
CLEVELAND CAVALIERS,240,28,79,1,5,17,22,15,33,19,8,4,15,19,2001-03-06,away,loss,74.0,CHICAGO BULLS,87.0,0.2616822429906542,0.16666666666666666,48
CHICAGO BULLS,240,34,78,3,9,16,21,10,33,25,12,7,13,16,2001-03-06,home,win,87.0,CLEVELAND CAVALIERS,74.0,0.30357142857142855,0.25,43
PHOENIX SUNS,240,33,74,2,9,25,32,6,43,28,7,6,18,24,2001-03-06,away,win,93.0,DENVER NUGGETS,82.0,0.308411214953271,0.18181818181818182,49
DENVER NUGGETS,240,32,82,3,14,15,20,5,32,20,13,8,14,28,2001-03-06,home,loss,82.0,PHOENIX SUNS,93.0,0.2807017543859649,0.17647058823529413,37
LOS ANGELES LAKERS,240,35,77,2,10,25,32,13,33,23,9,7,15,20,2001-03-06,away,win,97.0,GOLDEN STATE WARRIORS,85.0,0.3125,0.16666666666666666,46
GOLDEN STATE WARRIORS,240,35,93,3,13,12,21,20,30,22,8,3,14,24,2001-03-06,home,loss,85.0,LOS ANGELES LAKERS,97.0,0.2734375,0.1875,50
INDIANA PACERS,240,29,69,5,17,20,29,11,21,14,4,1,16,25,2001-03-06,away,loss,83.0,NEW YORK KNICKS,97.0,0.29591836734693877,0.22727272727272727,32
NEW YORK KNICKS,240,36,68,3,10,22,26,7,25,21,7,1,8,22,2001-03-06,home,win,97.0,INDIANA PACERS,83.0,0.34615384615384615,0.23076923076923078,32
VANCOUVER GRIZZLIES,240,39,70,3,10,24,30,6,30,27,6,2,14,23,2001-03-06,away,win,105.0,PORTLAND TRAIL BLAZERS,97.0,0.3577981651376147,0.23076923076923078,36
PORTLAND TRAIL BLAZERS,240,40,90,3,9,14,20,14,26,23,9,0,10,26,2001-03-06,home,loss,97.0,VANCOUVER GRIZZLIES,105.0,0.3076923076923077,0.25,40
TORONTO RAPTORS,240,33,90,4,13,21,24,16,34,18,10,6,16,33,2001-03-06,away,loss,91.0,SACRAMENTO KINGS,98.0,0.2682926829268293,0.23529411764705882,50
SACRAMENTO KINGS,240,31,87,5,15,31,46,23,34,16,10,2,13,22,2001-03-06,home,win,98.0,TORONTO RAPTORS,91.0,0.2627118644067797,0.25,57
SAN ANTONIO SPURS,240,36,68,7,13,22,28,12,34,24,4,7,16,14,2001-03-06,away,win,101.0,SEATTLE SUPERSONICS,73.0,0.34615384615384615,0.35,46
SEATTLE SUPERSONICS,240,27,86,4,7,15,17,16,21,15,7,2,10,23,2001-03-06,home,loss,73.0,SAN ANTONIO SPURS,101.0,0.23893805309734514,0.36363636363636365,37
