team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
ATLANTA HAWKS,240,28,94,1,10,12,18,13,36,17,13,2,17,25,2001-04-09,away,loss,69.0,DETROIT PISTONS,81.0,0.22950819672131148,0.09090909090909091,49
DETROIT PISTONS,240,27,82,7,20,20,25,18,45,22,10,11,24,18,2001-04-09,home,win,81.0,ATLANTA HAWKS,69.0,0.24770642201834864,0.25925925925925924,63
WASHINGTON WIZARDS,240,31,87,2,7,14,19,17,27,18,7,4,21,27,2001-04-09,away,loss,78.0,INDIANA PACERS,100.0,0.2627118644067797,0.2222222222222222,44
INDIANA PACERS,240,39,84,2,6,20,26,13,39,27,11,8,15,25,2001-04-09,home,win,100.0,WASHINGTON WIZARDS,78.0,0.3170731707317073,0.25,52
CHARLOTTE HORNETS,240,34,67,7,15,23,34,11,18,19,7,3,16,25,2001-04-09,away,loss,98.0,NEW YORK KNICKS,113.0,0.33663366336633666,0.3181818181818182,29
NEW YORK KNICKS,240,45,73,5,10,18,25,10,26,21,10,5,15,24,2001-04-09,home,win,113.0,CHARLOTTE HORNETS,98.0,0.3813559322033898,0.3333333333333333,36
BOSTON CELTICS,240,38,82,10,27,9,13,10,20,23,5,4,12,24,2001-04-09,away,loss,95.0,PHILADELPHIA 76ERS,108.0,0.31666666666666665,0.2702702702702703,30
PHILADELPHIA 76ERS,240,41,84,2,11,24,28,21,30,24,8,8,7,16,2001-04-09,home,win,108.0,BOSTON CELTICS,95.0,0.328,0.15384615384615385,51
HOUSTON ROCKETS,240,30,76,5,16,16,27,11,25,14,7,1,14,27,2001-04-09,away,loss,81.0,UTAH JAZZ,96.0,0.2830188679245283,0.23809523809523808,36
UTAH JAZZ,240,34,75,1,7,27,32,15,31,23,8,8,13,24,2001-04-09,home,win,96.0,HOUSTON ROCKETS,81.0,0.3119266055045872,0.125,46
