team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
SAN ANTONIO SPURS,240,40,69,11,14,24,32,6,33,25,5,9,16,19,2001-03-22,away,win,115.0,ATLANTA HAWKS,101.0,0.3669724770642202,0.44,39
ATLANTA HAWKS,240,38,84,5,15,20,22,11,20,17,11,4,10,20,2001-03-22,home,loss,101.0,SAN ANTONIO SPURS,115.0,0.3114754098360656,0.25,31
VANCOUVER GRIZZLIES,240,31,69,6,10,27,33,10,24,22,8,3,14,23,2001-03-22,away,loss,95.0,CLEVELAND CAVALIERS,109.0,0.31,0.375,34
CLEVELAND CAVALIERS,240,42,82,5,9,20,25,15,27,29,6,2,13,23,2001-03-22,home,win,109.0,VANCOUVER GRIZZLIES,95.0,0.3387096774193548,0.35714285714285715,42
HOUSTON ROCKETS,240,35,89,12,31,10,14,14,29,19,4,3,7,17,2001-03-22,away,loss,92.0,LOS ANGELES CLIPPERS,97.0,0.28225806451612906,0.27906976744186046,43
LOS ANGELES CLIPPERS,240,35,74,7,11,20,29,9,37,19,3,8,9,13,2001-03-22,home,win,97.0,HOUSTON ROCKETS,92.0,0.3211009174311927,0.3888888888888889,46
BOSTON CELTICS,240,40,88,14,30,19,20,7,24,30,12,6,9,21,2001-03-22,away,win,113.0,NEW JERSEY NETS,98.0,0.3125,0.3181818181818182,31
NEW JERSEY NETS,240,39,82,2,15,18,21,11,33,23,2,7,22,22,2001-03-22,home,loss,98.0,BOSTON CELTICS,113.0,0.32231404958677684,0.11764705882352941,44
DETROIT PISTONS,240,37,97,10,20,14,24,22,29,20,10,6,16,21,2001-03-22,away,loss,98.0,SACRAMENTO KINGS,103.0,0.27611940298507465,0.3333333333333333,51
SACRAMENTO KINGS,240,41,84,5,19,16,18,7,40,25,13,5,20,20,2001-03-22,home,win,103.0,DETROIT PISTONS,98.0,0.328,0.20833333333333334,47
PHOENIX SUNS,240,31,83,4,12,25,30,19,30,15,8,4,11,21,2001-03-22,away,win,91.0,SEATTLE SUPERSONICS,88.0,0.2719298245614035,0.25,49
SEATTLE SUPERSONICS,240,31,75,4,13,22,26,9,27,20,6,5,15,26,2001-03-22,home,loss,88.0,PHOENIX SUNS,91.0,0.29245283018867924,0.23529411764705882,36
PORTLAND TRAIL BLAZERS,240,40,68,4,12,17,21,5,25,21,5,3,14,23,2001-03-22,away,win,101.0,UTAH JAZZ,99.0,0.37037037037037035,0.25,30
UTAH JAZZ,240,37,74,6,15,19,25,11,23,23,9,7,10,21,2001-03-22,home,loss,99.0,PORTLAND TRAIL BLAZERS,101.0,0.3333333333333333,0.2857142857142857,34
