team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
UTAH JAZZ,240,39,71,1,8,15,23,13,27,31,8,0,17,27,away,win,94.0,CHICAGO BULLS,83.0
CHICAGO BULLS,240,27,63,6,16,23,28,9,18,14,12,6,16,26,home,loss,83.0,UTAH JAZZ,94.0
SACRAMENTO KINGS,240,37,89,3,15,20,27,13,42,19,7,6,14,22,away,loss,97.0,DALLAS MAVERICKS,101.0
DALLAS MAVERICKS,240,40,93,3,10,18,24,12,32,20,7,10,11,18,home,win,101.0,SACRAMENTO KINGS,97.0
GOLDEN STATE WARRIORS,240,38,92,1,6,15,25,23,31,22,6,18,8,16,away,loss,92.0,DENVER NUGGETS,108.0
DENVER NUGGETS,240,41,91,13,24,13,20,20,34,28,5,8,9,18,home,win,108.0,GOLDEN STATE WARRIORS,92.0
BOSTON CELTICS,265,35,80,10,29,28,38,13,32,24,12,3,24,28,away,loss,108.0,INDIANA PACERS,113.0
INDIANA PACERS,265,43,91,4,10,23,31,16,28,29,16,4,17,31,home,win,113.0,BOSTON CELTICS,108.0
MINNESOTA TIMBERWOLVES,240,41,90,2,13,21,25,12,26,20,7,2,13,27,away,loss,105.0,LOS ANGELES CLIPPERS,111.0
LOS ANGELES CLIPPERS,240,43,85,6,10,19,32,17,29,21,5,5,16,26,home,win,111.0,MINNESOTA TIMBERWOLVES,105.0
CLEVELAND CAVALIERS,240,38,75,1,6,20,25,13,28,11,11,4,21,19,away,win,97.0,NEW JERSEY NETS,91.0
NEW JERSEY NETS,240,34,72,3,9,20,26,9,22,15,9,4,19,27,home,loss,91.0,CLEVELAND CAVALIERS,97.0
ATLANTA HAWKS,240,26,71,2,10,11,12,11,23,15,7,3,21,19,away,loss,65.0,NEW YORK KNICKS,101.0
NEW YORK KNICKS,240,43,83,5,11,10,14,13,31,32,10,3,13,13,home,win,101.0,ATLANTA HAWKS,65.0
SEATTLE SUPERSONICS,240,39,82,8,14,14,22,16,21,18,6,2,13,22,away,loss,100.0,PHOENIX SUNS,109.0
PHOENIX SUNS,240,42,90,9,21,16,20,18,26,32,10,6,11,20,home,win,109.0,SEATTLE SUPERSONICS,100.0
HOUSTON ROCKETS,240,39,71,9,20,22,32,6,34,22,6,1,16,15,away,win,109.0,PORTLAND TRAIL BLAZERS,103.0
PORTLAND TRAIL BLAZERS,240,41,90,8,21,13,15,13,26,27,11,2,11,23,home,loss,103.0,HOUSTON ROCKETS,109.0
MIAMI HEAT,240,33,82,5,14,11,16,9,35,20,5,5,12,17,away,loss,82.0,TORONTO RAPTORS,94.0
TORONTO RAPTORS,240,39,93,2,10,14,18,19,32,29,6,10,10,20,home,win,94.0,MIAMI HEAT,82.0
ORLANDO MAGIC,240,41,82,7,17,21,36,10,25,19,8,7,12,28,away,loss,110.0,WASHINGTON WIZARDS,113.0
WASHINGTON WIZARDS,240,38,72,0,3,37,48,10,30,27,8,5,16,25,home,win,113.0,ORLANDO MAGIC,110.0
