team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
ORLANDO MAGIC,240,40,82,3,12,12,14,13,38,23,3,3,18,23,2000-12-30,away,win,95.0,BOSTON CELTICS,90.0,0.32786885245901637,0.2,51
BOSTON CELTICS,240,32,78,2,14,24,32,6,30,20,10,3,9,21,2000-12-30,home,loss,90.0,ORLANDO MAGIC,95.0,0.2909090909090909,0.125,36
HOUSTON ROCKETS,240,39,82,10,21,26,33,12,37,30,8,3,14,32,2000-12-30,away,win,114.0,DALLAS MAVERICKS,99.0,0.32231404958677684,0.3225806451612903,49
DALLAS MAVERICKS,240,28,74,6,16,37,45,10,31,16,5,3,16,31,2000-12-30,home,loss,99.0,HOUSTON ROCKETS,114.0,0.27450980392156865,0.2727272727272727,41
MILWAUKEE BUCKS,240,36,93,9,22,32,37,15,30,20,6,8,11,41,2000-12-30,away,loss,113.0,DENVER NUGGETS,120.0,0.27906976744186046,0.2903225806451613,45
DENVER NUGGETS,240,32,68,8,22,48,60,8,35,26,7,8,17,31,2000-12-30,home,win,120.0,MILWAUKEE BUCKS,113.0,0.32,0.26666666666666666,43
MIAMI HEAT,265,41,93,10,26,18,27,7,31,23,7,5,9,27,2000-12-30,away,win,110.0,DETROIT PISTONS,102.0,0.30597014925373134,0.2777777777777778,38
DETROIT PISTONS,265,35,83,7,15,25,32,13,40,19,5,6,19,29,2000-12-30,home,loss,102.0,MIAMI HEAT,110.0,0.2966101694915254,0.3181818181818182,53
SAN ANTONIO SPURS,240,33,72,6,13,17,29,11,37,20,5,4,16,21,2000-12-30,away,win,89.0,INDIANA PACERS,77.0,0.3142857142857143,0.3157894736842105,48
INDIANA PACERS,240,32,83,2,12,11,22,13,32,20,7,7,10,27,2000-12-30,home,loss,77.0,SAN ANTONIO SPURS,89.0,0.2782608695652174,0.14285714285714285,45
LOS ANGELES LAKERS,265,47,95,9,27,13,29,14,34,29,5,11,6,16,2000-12-30,away,win,116.0,LOS ANGELES CLIPPERS,114.0,0.33098591549295775,0.25,48
LOS ANGELES CLIPPERS,265,46,93,6,13,16,25,11,37,20,3,3,11,27,2000-12-30,home,loss,114.0,LOS ANGELES LAKERS,116.0,0.33093525179856115,0.3157894736842105,48
NEW YORK KNICKS,240,34,80,5,11,15,19,15,39,23,5,4,11,17,2000-12-30,away,win,88.0,MINNESOTA TIMBERWOLVES,79.0,0.2982456140350877,0.3125,54
MINNESOTA TIMBERWOLVES,240,33,85,2,12,11,12,5,33,25,9,4,7,21,2000-12-30,home,loss,79.0,NEW YORK KNICKS,88.0,0.2796610169491525,0.14285714285714285,38
TORONTO RAPTORS,240,31,71,8,15,33,43,15,24,20,4,3,14,30,2000-12-30,away,loss,103.0,PHOENIX SUNS,109.0,0.30392156862745096,0.34782608695652173,39
PHOENIX SUNS,240,38,76,3,10,30,36,9,26,24,5,2,7,33,2000-12-30,home,win,109.0,TORONTO RAPTORS,103.0,0.3333333333333333,0.23076923076923078,35
PHILADELPHIA 76ERS,265,44,95,5,14,14,17,17,40,25,7,5,14,20,2000-12-30,away,win,107.0,SACRAMENTO KINGS,104.0,0.31654676258992803,0.2631578947368421,57
SACRAMENTO KINGS,265,37,89,10,22,20,26,10,29,23,10,9,9,18,2000-12-30,home,loss,104.0,PHILADELPHIA 76ERS,107.0,0.29365079365079366,0.3125,39
CHARLOTTE HORNETS,240,33,74,5,19,31,38,14,31,19,6,7,13,17,2000-12-30,away,loss,102.0,SEATTLE SUPERSONICS,104.0,0.308411214953271,0.20833333333333334,45
SEATTLE SUPERSONICS,240,42,83,9,13,11,18,12,24,33,4,5,10,27,2000-12-30,home,win,104.0,CHARLOTTE HORNETS,102.0,0.336,0.4090909090909091,36
GOLDEN STATE WARRIORS,240,36,80,0,8,30,42,18,27,20,9,1,20,19,2000-12-30,away,win,102.0,VANCOUVER GRIZZLIES,101.0,0.3103448275862069,0.0,45
VANCOUVER GRIZZLIES,240,41,84,1,8,18,22,11,24,30,7,5,20,30,2000-12-30,home,loss,101.0,GOLDEN STATE WARRIORS,102.0,0.328,0.1111111111111111,35
