slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
nowitdi01,Dirk Nowitzki,DALLAS MAVERICKS,AWAY,MILWAUKEE BUCKS,WIN,2576,12,25,1,2,7,8,0,11,3,2,1,0,2,26.2
johnsjo02,Joe Johnson,ATLANTA HAWKS,HOME,PORTLAND TRAIL BLAZERS,WIN,2695,13,31,3,7,6,6,2,1,9,1,0,3,0,24.5
smithjo03,Josh Smith,ATLANTA HAWKS,HOME,PORTLAND TRAIL BLAZERS,WIN,2644,8,14,0,0,4,7,4,12,2,2,2,2,1,21.0
murraro01,Ronald Murray,CHARLOTTE BOBCATS,AWAY,ORLANDO MAGIC,LOSS,2036,13,21,2,6,3,6,0,1,1,2,0,3,2,19.5
goodedr01,Drew Gooden,DALLAS MAVERICKS,AWAY,MILWAUKEE BUCKS,WIN,2421,9,13,0,0,4,5,4,10,0,0,0,1,4,19.3
jennibr01,Brandon Jennings,MILWAUKEE BUCKS,HOME,DALLAS MAVERICKS,LOSS,2363,8,22,4,9,5,8,1,6,8,1,1,2,1,19.0
ridnolu01,Luke Ridnour,MILWAUKEE BUCKS,HOME,DALLAS MAVERICKS,LOSS,2059,7,14,3,4,0,0,1,2,6,4,0,0,2,18.7
kiddja01,Jason Kidd,DALLAS MAVERICKS,AWAY,MILWAUKEE BUCKS,WIN,2388,3,7,3,4,0,0,2,8,17,2,0,5,0,18.0
diawbo01,Boris Diaw,CHARLOTTE BOBCATS,AWAY,ORLANDO MAGIC,LOSS,2653,10,13,0,1,1,2,1,2,1,2,1,2,2,17.4
ilyaser01,Ersan İlyasova,MILWAUKEE BUCKS,HOME,DALLAS MAVERICKS,LOSS,1975,7,13,4,7,1,2,3,9,2,2,0,3,4,15.9
fernaru01,Rudy Fernández,PORTLAND TRAIL BLAZERS,AWAY,ATLANTA HAWKS,LOSS,1931,7,12,4,6,1,1,0,4,2,4,0,3,4,15.4
horfoal01,Al Horford,ATLANTA HAWKS,HOME,PORTLAND TRAIL BLAZERS,WIN,2272,7,10,1,1,0,0,2,8,1,0,2,0,4,15.1
nelsoja01,Jameer Nelson,ORLANDO MAGIC,HOME,CHARLOTTE BOBCATS,WIN,1902,5,10,2,6,4,6,0,6,5,3,0,2,4,14.9
howardw01,Dwight Howard,ORLANDO MAGIC,HOME,CHARLOTTE BOBCATS,WIN,2047,4,5,0,0,6,14,4,7,2,1,2,1,5,14.6
aldrila01,LaMarcus Aldridge,PORTLAND TRAIL BLAZERS,AWAY,ATLANTA HAWKS,LOSS,2741,8,17,0,0,2,2,1,8,2,1,0,0,3,13.6
millean02,Andre Miller,PORTLAND TRAIL BLAZERS,AWAY,ATLANTA HAWKS,LOSS,1818,4,10,0,2,6,6,2,1,5,3,0,3,1,13.4
anderry01,Ryan Anderson,ORLANDO MAGIC,HOME,CHARLOTTE BOBCATS,WIN,1155,5,9,1,3,1,1,1,2,2,2,0,0,1,12.0
mbahalu01,Luc Mbah a Moute,MILWAUKEE BUCKS,HOME,DALLAS MAVERICKS,LOSS,2545,5,11,1,1,2,3,3,3,3,0,1,1,3,10.5
roybr01,Brandon Roy,PORTLAND TRAIL BLAZERS,AWAY,ATLANTA HAWKS,LOSS,2576,7,15,1,3,2,2,1,8,4,0,0,3,5,10.2
terryja01,Jason Terry,DALLAS MAVERICKS,AWAY,MILWAUKEE BUCKS,WIN,2241,6,14,2,6,5,6,1,2,2,0,1,4,1,10.2
cartevi01,Vince Carter,ORLANDO MAGIC,HOME,CHARLOTTE BOBCATS,WIN,2079,5,12,3,5,2,2,2,2,2,1,0,2,3,9.8
wallage01,Gerald Wallace,CHARLOTTE BOBCATS,AWAY,ORLANDO MAGIC,LOSS,2787,2,5,1,1,6,8,1,8,3,0,0,1,5,9.7
bogutan01,Andrew Bogut,MILWAUKEE BUCKS,HOME,DALLAS MAVERICKS,LOSS,2347,6,12,0,0,1,2,2,4,1,2,0,2,1,9.5
bassbr01,Brandon Bass,ORLANDO MAGIC,HOME,CHARLOTTE BOBCATS,WIN,824,4,8,0,0,2,2,3,3,1,0,0,0,2,8.9
pietrmi01,Mickaël Piétrus,ORLANDO MAGIC,HOME,CHARLOTTE BOBCATS,WIN,1947,3,7,3,6,1,2,3,3,2,0,0,2,0,8.3
delfica01,Carlos Delfino,MILWAUKEE BUCKS,HOME,DALLAS MAVERICKS,LOSS,1025,3,7,1,2,2,2,1,3,1,0,0,0,1,7.2
beaubro01,Rodrigue Beaubois,DALLAS MAVERICKS,AWAY,MILWAUKEE BUCKS,WIN,1445,5,9,1,2,1,2,1,1,1,1,1,2,4,7.1
pachuza01,Zaza Pachulia,ATLANTA HAWKS,HOME,PORTLAND TRAIL BLAZERS,WIN,1206,2,5,0,1,3,4,4,5,1,1,0,2,2,7.1
bareajo01,J.J. Barea,DALLAS MAVERICKS,AWAY,MILWAUKEE BUCKS,WIN,1606,4,8,3,5,0,0,0,0,4,0,0,2,2,7.0
blakest01,Steve Blake,PORTLAND TRAIL BLAZERS,AWAY,ATLANTA HAWKS,LOSS,2429,3,11,2,6,0,0,0,0,11,0,0,2,1,6.8
mariosh01,Shawn Marion,DALLAS MAVERICKS,AWAY,MILWAUKEE BUCKS,WIN,861,3,4,0,0,0,0,0,1,1,0,0,0,0,5.4
bibbymi01,Mike Bibby,ATLANTA HAWKS,HOME,PORTLAND TRAIL BLAZERS,WIN,2549,4,11,1,4,1,1,2,3,3,0,0,2,3,5.1
odengr01,Greg Oden,PORTLAND TRAIL BLAZERS,AWAY,ATLANTA HAWKS,LOSS,2047,5,9,0,0,1,3,2,5,0,1,1,4,5,4.5
feltora01,Raymond Felton,CHARLOTTE BOBCATS,AWAY,ORLANDO MAGIC,LOSS,1388,3,6,0,1,0,0,0,4,5,1,0,3,4,4.1
jacksst02,Stephen Jackson,CHARLOTTE BOBCATS,AWAY,ORLANDO MAGIC,LOSS,2701,4,14,1,4,4,8,1,8,2,2,0,4,4,4.1
bellch01,Charlie Bell,MILWAUKEE BUCKS,HOME,DALLAS MAVERICKS,LOSS,1255,1,3,1,2,0,0,0,1,5,1,0,1,3,3.9
willija02,Jason Williams,ORLANDO MAGIC,HOME,CHARLOTTE BOBCATS,WIN,978,1,3,1,2,0,0,0,1,3,0,0,0,0,3.7
redicjj01,J.J. Redick,ORLANDO MAGIC,HOME,CHARLOTTE BOBCATS,WIN,364,1,1,1,1,0,0,0,0,1,0,0,0,0,3.4
mohamna01,Nazr Mohammed,CHARLOTTE BOBCATS,AWAY,ORLANDO MAGIC,LOSS,603,2,5,0,0,1,1,0,1,1,1,0,0,3,3.1
thomaku01,Kurt Thomas,MILWAUKEE BUCKS,HOME,DALLAS MAVERICKS,LOSS,271,2,2,0,0,0,0,0,1,0,0,0,0,2,2.9
gadzuda01,Dan Gadzuric,MILWAUKEE BUCKS,HOME,DALLAS MAVERICKS,LOSS,562,0,1,0,0,0,0,3,0,0,0,2,0,0,2.8
howarju01,Juwan Howard,PORTLAND TRAIL BLAZERS,AWAY,ATLANTA HAWKS,LOSS,439,2,3,0,0,1,1,0,1,0,0,0,1,1,2.6
teaguje01,Jeff Teague,ATLANTA HAWKS,HOME,PORTLAND TRAIL BLAZERS,WIN,322,1,2,0,0,0,0,0,2,0,1,0,0,1,2.2
willima02,Marvin Williams,ATLANTA HAWKS,HOME,PORTLAND TRAIL BLAZERS,WIN,2045,2,6,0,0,0,0,1,1,3,1,1,2,3,2.2
warriha01,Hakim Warrick,MILWAUKEE BUCKS,HOME,DALLAS MAVERICKS,LOSS,731,3,7,0,0,0,0,0,2,0,0,0,0,2,2.1
humphkr01,Kris Humphries,DALLAS MAVERICKS,AWAY,MILWAUKEE BUCKS,WIN,986,2,3,0,0,0,1,0,6,0,0,0,1,3,1.9
augusdj01,D.J. Augustin,CHARLOTTE BOBCATS,AWAY,ORLANDO MAGIC,LOSS,776,1,4,0,1,0,1,0,3,4,1,0,2,1,1.5
przybjo01,Joel Przybilla,PORTLAND TRAIL BLAZERS,AWAY,ATLANTA HAWKS,LOSS,1133,0,0,0,0,0,0,2,1,0,0,1,1,2,0.6
bayleje01,Jerryd Bayless,PORTLAND TRAIL BLAZERS,AWAY,ATLANTA HAWKS,LOSS,118,0,0,0,0,1,2,0,0,0,0,0,0,1,0.2
grahast01,Stephen Graham,CHARLOTTE BOBCATS,AWAY,ORLANDO MAGIC,LOSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
webstma02,Martell Webster,PORTLAND TRAIL BLAZERS,AWAY,ATLANTA HAWKS,LOSS,668,1,3,0,0,0,0,0,1,0,0,0,0,2,-0.2
smithjo02,Joe Smith,ATLANTA HAWKS,HOME,PORTLAND TRAIL BLAZERS,WIN,238,0,0,0,0,0,0,0,0,0,0,0,0,2,-0.8
chandty01,Tyson Chandler,CHARLOTTE BOBCATS,AWAY,ORLANDO MAGIC,LOSS,1456,1,3,0,0,0,0,1,3,0,0,0,1,5,-1.1
rossqu01,Quinton Ross,DALLAS MAVERICKS,AWAY,MILWAUKEE BUCKS,WIN,1223,0,2,0,1,0,0,1,0,0,0,0,0,1,-1.1
meeksjo01,Jodie Meeks,MILWAUKEE BUCKS,HOME,DALLAS MAVERICKS,LOSS,767,2,7,0,2,0,0,0,2,0,0,0,1,2,-1.3
evansma01,Maurice Evans,ATLANTA HAWKS,HOME,PORTLAND TRAIL BLAZERS,WIN,353,0,2,0,0,0,0,0,0,0,0,0,0,0,-1.4
singlja01,James Singleton,DALLAS MAVERICKS,AWAY,MILWAUKEE BUCKS,WIN,153,0,1,0,0,0,0,0,0,0,0,0,0,2,-1.5
lewisra02,Rashard Lewis,ORLANDO MAGIC,HOME,CHARLOTTE BOBCATS,WIN,2063,4,15,0,6,2,2,0,2,1,1,0,3,5,-1.6
crawfja01,Jamal Crawford,ATLANTA HAWKS,HOME,PORTLAND TRAIL BLAZERS,WIN,1576,2,10,0,5,2,2,0,0,1,1,0,3,1,-1.9
barnema02,Matt Barnes,ORLANDO MAGIC,HOME,CHARLOTTE BOBCATS,WIN,1041,1,7,0,3,2,2,0,2,0,0,0,3,2,-3.7
