slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
roybr01,Brandon Roy,PORTLAND TRAIL BLAZERS,AWAY,HOUSTON ROCKETS,LOSS,2480,12,20,5,7,13,13,1,5,4,1,0,3,3,34.6
harrial01,Al Harrington,NEW YORK KNICKS,HOME,PHILADELPHIA 76ERS,LOSS,2188,16,23,1,5,9,11,2,4,2,0,0,4,6,29.1
arenagi01,Gilbert Arenas,WASHINGTON WIZARDS,HOME,NEW JERSEY NETS,WIN,1761,9,13,3,4,11,12,0,1,7,1,0,3,2,28.5
willilo02,Lou Williams,PHILADELPHIA 76ERS,AWAY,NEW YORK KNICKS,WIN,2546,10,12,0,0,7,8,0,10,7,1,0,1,4,28.5
iguodan01,Andre Iguodala,PHILADELPHIA 76ERS,AWAY,NEW YORK KNICKS,WIN,2718,12,21,2,3,6,7,1,10,8,1,0,3,2,28.2
blatcan01,Andray Blatche,WASHINGTON WIZARDS,HOME,NEW JERSEY NETS,WIN,1660,15,18,0,0,0,0,1,5,2,1,1,1,1,27.3
arizatr01,Trevor Ariza,HOUSTON ROCKETS,HOME,PORTLAND TRAIL BLAZERS,WIN,2566,11,17,5,8,6,9,1,2,3,2,0,2,4,26.1
kamanch01,Chris Kaman,LOS ANGELES CLIPPERS,HOME,DALLAS MAVERICKS,LOSS,2610,12,19,0,0,3,3,2,9,3,1,2,3,1,23.7
parketo01,Tony Parker,SAN ANTONIO SPURS,HOME,SACRAMENTO KINGS,WIN,1600,10,16,0,0,4,4,0,3,7,2,0,1,0,23.6
brookaa01,Aaron Brooks,HOUSTON ROCKETS,HOME,PORTLAND TRAIL BLAZERS,WIN,2271,10,16,4,6,4,5,1,2,8,0,0,4,2,22.5
martike02,Kevin Martin,SACRAMENTO KINGS,AWAY,SAN ANTONIO SPURS,LOSS,2010,8,14,3,5,10,11,0,0,0,1,0,2,0,21.0
douglch01,Chris Douglas-Roberts,NEW JERSEY NETS,AWAY,WASHINGTON WIZARDS,LOSS,2320,7,12,0,0,11,12,1,3,3,0,0,1,2,20.9
gordobe01,Ben Gordon,DETROIT PISTONS,AWAY,MILWAUKEE BUCKS,LOSS,2236,8,15,1,5,9,9,1,1,3,3,0,4,0,20.8
gallida01,Danilo Gallinari,NEW YORK KNICKS,HOME,PHILADELPHIA 76ERS,LOSS,2491,9,22,8,16,4,4,2,1,3,0,1,1,3,20.5
youngth01,Thaddeus Young,PHILADELPHIA 76ERS,AWAY,NEW YORK KNICKS,WIN,2687,9,14,0,0,7,8,2,1,2,2,0,2,4,19.9
aldrila01,LaMarcus Aldridge,PORTLAND TRAIL BLAZERS,AWAY,HOUSTON ROCKETS,LOSS,2422,13,16,0,0,1,3,1,3,2,1,0,2,6,19.8
speigma01,Marreese Speights,PHILADELPHIA 76ERS,AWAY,NEW YORK KNICKS,WIN,1793,7,10,0,0,6,7,4,6,2,0,2,3,1,19.4
hughela01,Larry Hughes,NEW YORK KNICKS,HOME,PHILADELPHIA 76ERS,LOSS,2339,7,11,1,4,3,3,0,5,6,4,1,4,3,18.3
jennibr01,Brandon Jennings,MILWAUKEE BUCKS,HOME,DETROIT PISTONS,WIN,1922,9,15,3,4,3,4,0,2,3,3,0,3,5,17.4
alstora01,Rafer Alston,NEW JERSEY NETS,AWAY,WASHINGTON WIZARDS,LOSS,1852,8,11,3,3,1,2,0,2,8,1,0,4,3,17.1
jefferi01,Richard Jefferson,SAN ANTONIO SPURS,HOME,SACRAMENTO KINGS,WIN,1593,7,8,2,3,5,6,0,2,0,1,0,1,4,16.8
willima01,Mo Williams,CLEVELAND CAVALIERS,HOME,CHARLOTTE BOBCATS,WIN,2099,9,14,5,8,1,2,0,0,3,1,1,5,1,15.8
nowitdi01,Dirk Nowitzki,DALLAS MAVERICKS,AWAY,LOS ANGELES CLIPPERS,WIN,2502,9,19,0,3,6,8,0,9,3,2,1,5,1,15.6
hillge01,George Hill,SAN ANTONIO SPURS,HOME,SACRAMENTO KINGS,WIN,1280,7,12,2,3,2,2,3,2,1,1,2,2,2,15.4
foyera01,Randy Foye,WASHINGTON WIZARDS,HOME,NEW JERSEY NETS,WIN,2177,7,12,1,2,2,2,0,3,8,1,0,2,4,15.3
