slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
webbech01,Chris Webber,SACRAMENTO KINGS,AWAY,PHOENIX SUNS,WIN,2659,13,27,0,0,9,10,3,7,7,1,4,3,5,28.8
wallara01,Rasheed Wallace,PORTLAND TRAIL BLAZERS,HOME,PHILADELPHIA 76ERS,WIN,2328,13,20,4,4,0,0,2,6,3,1,2,3,1,25.5
nowitdi01,Dirk Nowitzki,DALLAS MAVERICKS,HOME,SAN ANTONIO SPURS,LOSS,2743,9,19,3,7,7,8,4,10,4,0,3,2,3,25.4
malonka01,Karl Malone,UTAH JAZZ,AWAY,CHICAGO BULLS,WIN,2760,10,23,1,2,11,14,2,4,6,3,1,4,2,24.4
mercero01,Ron Mercer,CHICAGO BULLS,HOME,UTAH JAZZ,LOSS,2970,10,21,1,2,8,8,1,3,6,2,0,1,3,23.9
szczewa02,Wally Szczerbiak,MINNESOTA TIMBERWOLVES,AWAY,ATLANTA HAWKS,WIN,2402,7,15,1,1,8,10,2,7,4,3,0,0,0,23.8
cambyma01,Marcus Camby,NEW YORK KNICKS,HOME,BOSTON CELTICS,LOSS,2570,8,13,0,0,5,6,5,14,2,1,1,1,3,23.3
artesro01,Metta World Peace,CHICAGO BULLS,HOME,UTAH JAZZ,LOSS,2134,9,12,3,4,2,5,2,4,4,6,0,3,6,23.0
campbel01,Elden Campbell,CHARLOTTE HORNETS,HOME,NEW JERSEY NETS,LOSS,2139,7,12,0,0,12,13,4,9,1,2,0,3,6,22.8
onealje01,Jermaine O'Neal,INDIANA PACERS,AWAY,HOUSTON ROCKETS,WIN,2642,12,22,0,1,4,5,3,12,1,1,3,3,2,22.7
duncati01,Tim Duncan,SAN ANTONIO SPURS,AWAY,DALLAS MAVERICKS,WIN,2370,10,18,0,0,9,13,5,12,2,1,0,4,6,21.9
stojape01,Peja Stojaković,SACRAMENTO KINGS,AWAY,PHOENIX SUNS,WIN,2427,10,16,3,5,2,2,1,2,4,2,0,1,3,21.7
garneke01,Kevin Garnett,MINNESOTA TIMBERWOLVES,AWAY,ATLANTA HAWKS,WIN,2422,10,18,1,3,1,2,4,10,8,1,1,4,2,21.3
millsch01,Chris Mills,GOLDEN STATE WARRIORS,AWAY,ORLANDO MAGIC,LOSS,1953,7,10,4,5,2,3,1,4,7,1,0,1,3,21.0
stackje01,Jerry Stackhouse,DETROIT PISTONS,HOME,CLEVELAND CAVALIERS,WIN,2500,7,20,1,4,14,14,1,6,6,0,1,4,1,20.8
mckieaa01,Aaron McKie,PHILADELPHIA 76ERS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,1978,5,10,4,5,3,3,2,4,4,4,0,1,1,20.0
portete01,Terry Porter,SAN ANTONIO SPURS,AWAY,DALLAS MAVERICKS,WIN,1790,7,14,2,3,6,6,1,6,6,2,1,3,4,19.8
marbust01,Stephon Marbury,PHOENIX SUNS,HOME,SACRAMENTO KINGS,LOSS,2507,15,27,1,4,4,6,0,1,7,0,0,6,2,19.7
marshdo01,Donyell Marshall,UTAH JAZZ,AWAY,CHICAGO BULLS,WIN,2744,8,13,0,0,9,13,2,7,2,1,1,3,4,19.5
collija04,Jason Collins,NEW JERSEY NETS,AWAY,CHARLOTTE HORNETS,WIN,2428,7,14,0,0,4,6,3,9,4,1,2,0,3,19.0
abdursh01,Shareef Abdur-Rahim,ATLANTA HAWKS,HOME,MINNESOTA TIMBERWOLVES,LOSS,2581,8,21,0,0,4,4,1,6,6,3,3,1,2,18.5
mcgratr01,Tracy McGrady,ORLANDO MAGIC,HOME,GOLDEN STATE WARRIORS,WIN,2515,5,17,1,4,6,7,4,6,8,3,1,2,1,18.2
grantho01,Horace Grant,ORLANDO MAGIC,HOME,GOLDEN STATE WARRIORS,WIN,1989,6,8,0,0,3,3,5,6,3,0,1,1,2,18.1
colemde01,Derrick Coleman,PHILADELPHIA 76ERS,AWAY,PORTLAND TRAIL BLAZERS,LOSS,2388,9,11,0,0,3,3,3,5,2,0,1,4,2,17.8
stoudda01,Damon Stoudamire,PORTLAND TRAIL BLAZERS,HOME,PHILADELPHIA 76ERS,WIN,2500,9,17,0,2,1,2,0,4,11,1,0,2,1,17.8
chrisdo01,Doug Christie,SACRAMENTO KINGS,AWAY,PHOENIX SUNS,WIN,2496,6,11,6,9,2,2,1,4,5,2,0,3,4,17.5
piercpa01,Paul Pierce,BOSTON CELTICS,AWAY,NEW YORK KNICKS,WIN,2459,7,18,3,8,11,12,1,6,3,0,1,4,4,17.5
kiddja01,Jason Kidd,NEW JERSEY NETS,AWAY,CHARLOTTE HORNETS,WIN,2179,7,18,0,2,4,5,0,5,8,3,1,1,1,17.2
hudsotr01,Troy Hudson,ORLANDO MAGIC,HOME,GOLDEN STATE WARRIORS,WIN,1675,9,14,4,5,4,4,1,1,1,0,0,4,3,16.3
richaja01,Jason Richardson,GOLDEN STATE WARRIORS,AWAY,ORLANDO MAGIC,LOSS,2253,5,12,0,1,4,4,0,2,8,3,0,0,2,16.0
jamisan01,Antawn Jamison,GOLDEN STATE WARRIORS,AWAY,ORLANDO MAGIC,LOSS,2445,11,24,0,0,5,9,2,3,0,1,2,2,1,15.3
cassesa01,Sam Cassell,MILWAUKEE BUCKS,AWAY,LOS ANGELES CLIPPERS,LOSS,2041,9,18,0,0,2,2,1,6,4,1,0,2,1,14.9
thomaku01,Kurt Thomas,NEW YORK KNICKS,HOME,BOSTON CELTICS,LOSS,2444,4,9,0,0,9,11,4,10,1,1,0,3,4,14.4
majerda01,Dan Majerle,PHOENIX SUNS,HOME,SACRAMENTO KINGS,LOSS,1973,4,9,3,7,0,0,1,7,5,2,0,0,1,14.2
olowomi01,Michael Olowokandi,LOS ANGELES CLIPPERS,HOME,MILWAUKEE BUCKS,WIN,2318,6,10,0,0,1,2,4,8,1,1,1,1,1,14.2
battito01,Tony Battie,BOSTON CELTICS,AWAY,NEW YORK KNICKS,WIN,1979,5,9,0,0,3,4,3,6,0,2,3,1,3,14.1
ilgauzy01,Zydrunas Ilgauskas,CLEVELAND CAVALIERS,AWAY,DETROIT PISTONS,LOSS,1635,8,15,0,0,4,5,2,6,1,0,1,2,2,14.1
terryja01,Jason Terry,ATLANTA HAWKS,HOME,MINNESOTA TIMBERWOLVES,LOSS,2329,6,15,1,5,3,4,0,6,6,2,0,1,2,13.7
robincl02,Clifford Robinson,DETROIT PISTONS,HOME,CLEVELAND CAVALIERS,WIN,2479,8,14,1,2,5,6,3,6,1,1,0,5,5,13.6
pollasc01,Scot Pollard,SACRAMENTO KINGS,AWAY,PHOENIX SUNS,WIN,1913,3,5,0,0,4,4,3,10,1,0,2,1,2,13.1
millemi01,Mike Miller,ORLANDO MAGIC,HOME,GOLDEN STATE WARRIORS,WIN,1811,6,11,3,6,4,6,1,2,2,0,2,2,5,13.0
atkinch01,Chucky Atkins,DETROIT PISTONS,HOME,CLEVELAND CAVALIERS,WIN,1834,6,12,3,6,2,2,0,3,2,2,0,2,1,12.9
jefferi01,Richard Jefferson,NEW JERSEY NETS,AWAY,CHARLOTTE HORNETS,WIN,2394,6,12,0,1,4,7,3,4,4,0,2,1,6,12.9
johnsjo02,Joe Johnson,BOSTON CELTICS,AWAY,NEW YORK KNICKS,WIN,1974,5,9,1,2,0,0,4,2,3,1,0,0,1,12.8
murrala01,Lamond Murray,CLEVELAND CAVALIERS,AWAY,DETROIT PISTONS,LOSS,2125,7,15,0,1,4,5,1,4,2,0,1,0,3,12.7
davisba01,Baron Davis,CHARLOTTE HORNETS,HOME,NEW JERSEY NETS,LOSS,2376,7,19,4,10,4,5,2,4,7,0,0,4,5,12.6
francst01,Steve Francis,HOUSTON ROCKETS,HOME,INDIANA PACERS,LOSS,2199,3,8,1,1,6,8,3,6,6,2,1,4,5,12.6
surabo01,Bob Sura,GOLDEN STATE WARRIORS,AWAY,ORLANDO MAGIC,LOSS,1417,4,7,0,0,3,3,0,2,3,4,0,1,2,12.6
willico02,Corliss Williamson,DETROIT PISTONS,HOME,CLEVELAND CAVALIERS,WIN,1448,6,13,0,0,2,2,6,5,1,0,1,1,2,12.6
padgesc01,Scott Padgett,UTAH JAZZ,AWAY,CHICAGO BULLS,WIN,1296,6,7,1,1,3,3,1,3,0,0,0,1,4,12.5
kukocto01,Toni Kukoč,ATLANTA HAWKS,HOME,MINNESOTA TIMBERWOLVES,LOSS,1693,6,12,4,7,2,3,0,4,4,0,0,2,3,12.4
walkean02,Antoine Walker,BOSTON CELTICS,AWAY,NEW YORK KNICKS,WIN,2603,9,22,2,5,2,3,0,7,3,2,0,2,4,12.4
odomla01,Lamar Odom,LOS ANGELES CLIPPERS,HOME,MILWAUKEE BUCKS,WIN,2504,6,17,1,5,5,7,0,5,7,2,2,4,3,12.3
