team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
GOLDEN STATE WARRIORS,240,32,89,13,30,23,29,17,33,16,11,6,14,25,2002-11-04,away,loss,100.0,DALLAS MAVERICKS,107.0,0.2644628099173554,0.3023255813953488,50
DALLAS MAVERICKS,240,41,88,7,19,18,25,12,35,16,8,6,15,25,2002-11-04,home,win,107.0,GOLDEN STATE WARRIORS,100.0,0.3178294573643411,0.2692307692307692,47
SAN ANTONIO SPURS,265,42,93,6,19,13,18,12,33,25,8,3,18,27,2002-11-04,away,win,103.0,MEMPHIS GRIZZLIES,101.0,0.3111111111111111,0.24,45
MEMPHIS GRIZZLIES,265,35,85,3,11,28,34,16,33,18,15,9,20,24,2002-11-04,home,loss,101.0,SAN ANTONIO SPURS,103.0,0.2916666666666667,0.21428571428571427,49
MINNESOTA TIMBERWOLVES,240,28,65,1,5,25,29,6,32,21,7,7,27,21,2002-11-04,away,loss,82.0,NEW JERSEY NETS,106.0,0.3010752688172043,0.16666666666666666,38
NEW JERSEY NETS,240,39,85,6,18,22,26,10,30,31,14,4,14,21,2002-11-04,home,win,106.0,MINNESOTA TIMBERWOLVES,82.0,0.31451612903225806,0.25,40
MILWAUKEE BUCKS,240,39,74,5,13,14,24,9,31,19,8,6,15,18,2002-11-04,away,win,97.0,NEW YORK KNICKS,88.0,0.34513274336283184,0.2777777777777778,40
NEW YORK KNICKS,240,35,87,6,15,12,15,15,29,19,5,1,14,17,2002-11-04,home,loss,88.0,MILWAUKEE BUCKS,97.0,0.28688524590163933,0.2857142857142857,44
DETROIT PISTONS,240,33,82,4,19,14,22,12,27,21,10,11,8,24,2002-11-04,away,win,84.0,PHOENIX SUNS,82.0,0.28695652173913044,0.17391304347826086,39
PHOENIX SUNS,240,33,78,3,5,13,19,14,37,17,2,9,17,26,2002-11-04,home,loss,82.0,DETROIT PISTONS,84.0,0.2972972972972973,0.375,51
CHICAGO BULLS,265,45,109,4,9,11,20,29,39,22,8,6,21,28,2002-11-04,away,loss,105.0,TORONTO RAPTORS,109.0,0.2922077922077922,0.3076923076923077,68
TORONTO RAPTORS,265,37,92,4,15,31,39,15,33,21,17,11,14,21,2002-11-04,home,win,109.0,CHICAGO BULLS,105.0,0.2868217054263566,0.21052631578947367,48
