team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
MEMPHIS GRIZZLIES,240,33,84,3,10,22,27,17,31,23,7,2,12,15,2003-04-05,away,loss,91.0,ATLANTA HAWKS,97.0,0.28205128205128205,0.23076923076923078,48
ATLANTA HAWKS,240,40,88,4,13,13,16,14,28,24,9,7,11,22,2003-04-05,home,win,97.0,MEMPHIS GRIZZLIES,91.0,0.3125,0.23529411764705882,42
MILWAUKEE BUCKS,265,44,108,8,20,19,30,29,27,31,16,4,14,28,2003-04-05,away,loss,115.0,CHICAGO BULLS,117.0,0.2894736842105263,0.2857142857142857,56
CHICAGO BULLS,265,45,88,6,17,21,26,14,32,29,8,9,20,23,2003-04-05,home,win,117.0,MILWAUKEE BUCKS,115.0,0.3383458646616541,0.2608695652173913,46
NEW ORLEANS HORNETS,240,28,82,3,15,17,21,15,27,19,8,3,10,17,2003-04-05,away,loss,76.0,CLEVELAND CAVALIERS,79.0,0.2545454545454545,0.16666666666666666,42
CLEVELAND CAVALIERS,240,34,91,1,6,10,15,19,29,25,3,13,16,18,2003-04-05,home,win,79.0,NEW ORLEANS HORNETS,76.0,0.272,0.14285714285714285,48
ORLANDO MAGIC,240,33,75,5,19,19,26,10,35,17,10,2,20,16,2003-04-05,away,loss,90.0,DALLAS MAVERICKS,108.0,0.3055555555555556,0.20833333333333334,45
DALLAS MAVERICKS,240,42,85,11,23,13,17,9,30,29,10,3,16,20,2003-04-05,home,win,108.0,ORLANDO MAGIC,90.0,0.33070866141732286,0.3235294117647059,39
NEW YORK KNICKS,240,35,91,12,34,16,17,19,23,23,6,5,11,21,2003-04-05,away,loss,98.0,LOS ANGELES CLIPPERS,109.0,0.2777777777777778,0.2608695652173913,42
LOS ANGELES CLIPPERS,240,43,77,5,13,18,20,8,31,25,7,5,14,18,2003-04-05,home,win,109.0,NEW YORK KNICKS,98.0,0.35833333333333334,0.2777777777777778,39
MINNESOTA TIMBERWOLVES,240,34,82,2,15,24,24,9,29,27,7,3,11,21,2003-04-05,away,loss,94.0,PHOENIX SUNS,111.0,0.29310344827586204,0.11764705882352941,38
PHOENIX SUNS,240,44,94,4,16,19,20,16,33,30,5,7,9,17,2003-04-05,home,win,111.0,MINNESOTA TIMBERWOLVES,94.0,0.3188405797101449,0.2,49
