team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
BOSTON CELTICS,265,35,84,8,25,10,13,9,33,20,7,6,13,22,away,loss,88.0,INDIANA PACERS,93.0
INDIANA PACERS,265,34,87,5,12,20,23,17,38,20,9,10,13,20,home,win,93.0,BOSTON CELTICS,88.0
LOS ANGELES LAKERS,240,45,83,12,23,18,26,10,34,25,13,7,7,16,away,win,120.0,MINNESOTA TIMBERWOLVES,90.0
MINNESOTA TIMBERWOLVES,240,36,84,5,12,13,19,9,27,26,3,4,17,15,home,loss,90.0,LOS ANGELES LAKERS,120.0
MILWAUKEE BUCKS,240,26,76,4,18,26,32,8,32,12,7,3,12,32,away,loss,82.0,NEW JERSEY NETS,89.0
NEW JERSEY NETS,240,27,80,4,14,31,38,17,37,20,6,4,16,30,home,win,89.0,MILWAUKEE BUCKS,82.0
PHOENIX SUNS,240,30,82,5,12,17,25,11,29,17,13,8,19,32,away,loss,82.0,SAN ANTONIO SPURS,94.0
SAN ANTONIO SPURS,240,31,74,1,8,31,41,15,38,22,10,9,19,22,home,win,94.0,PHOENIX SUNS,82.0
