team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
NEW ORLEANS HORNETS,240,30,78,4,11,15,21,14,25,18,11,5,14,22,away,loss,79.0,CHICAGO BULLS,84.0
CHICAGO BULLS,240,33,70,3,7,15,24,12,29,19,7,2,22,25,home,win,84.0,NEW ORLEANS HORNETS,79.0
HOUSTON ROCKETS,240,28,74,4,10,23,28,14,33,17,5,13,16,20,away,win,83.0,DENVER NUGGETS,74.0
DENVER NUGGETS,240,30,84,3,10,11,15,12,29,21,8,9,13,23,home,loss,74.0,HOUSTON ROCKETS,83.0
MEMPHIS GRIZZLIES,240,33,75,2,4,18,21,6,27,15,6,5,17,22,away,loss,86.0,DETROIT PISTONS,109.0
DETROIT PISTONS,240,40,75,8,15,21,27,6,35,29,6,4,14,29,home,win,109.0,MEMPHIS GRIZZLIES,86.0
SEATTLE SUPERSONICS,240,38,84,8,13,22,29,17,25,27,12,3,14,26,away,win,106.0,GOLDEN STATE WARRIORS,93.0
GOLDEN STATE WARRIORS,240,36,84,1,10,20,29,21,34,25,6,11,20,23,home,loss,93.0,SEATTLE SUPERSONICS,106.0
LOS ANGELES LAKERS,240,39,85,7,20,23,26,13,29,27,10,6,11,23,away,win,108.0,LOS ANGELES CLIPPERS,93.0
LOS ANGELES CLIPPERS,240,31,71,5,11,26,33,9,30,22,4,5,16,21,home,loss,93.0,LOS ANGELES LAKERS,108.0
ORLANDO MAGIC,240,31,78,6,22,37,41,9,33,21,5,4,17,29,away,loss,105.0,MINNESOTA TIMBERWOLVES,111.0
MINNESOTA TIMBERWOLVES,240,38,88,7,10,28,37,14,38,26,6,4,14,34,home,win,111.0,ORLANDO MAGIC,105.0
INDIANA PACERS,240,33,80,2,8,23,31,9,29,20,7,8,14,32,away,loss,91.0,NEW JERSEY NETS,102.0
NEW JERSEY NETS,240,35,79,3,10,29,39,12,35,20,3,8,16,27,home,win,102.0,INDIANA PACERS,91.0
NEW YORK KNICKS,240,34,83,3,14,15,20,8,32,26,10,8,20,33,away,loss,86.0,PHILADELPHIA 76ERS,98.0
PHILADELPHIA 76ERS,240,34,84,3,10,27,36,12,39,23,14,4,18,24,home,win,98.0,NEW YORK KNICKS,86.0
CLEVELAND CAVALIERS,240,27,77,0,2,20,28,15,41,12,9,7,22,26,away,loss,74.0,PHOENIX SUNS,78.0
PHOENIX SUNS,240,30,90,1,5,17,23,19,34,20,8,5,17,22,home,win,78.0,CLEVELAND CAVALIERS,74.0
TORONTO RAPTORS,240,25,81,5,13,17,23,16,29,9,8,3,23,29,away,loss,72.0,SAN ANTONIO SPURS,91.0
SAN ANTONIO SPURS,240,34,75,2,12,21,32,12,36,13,9,8,18,24,home,win,91.0,TORONTO RAPTORS,72.0
