team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
NEW YORK KNICKS,240,39,84,12,22,14,22,5,27,22,5,5,10,26,2003-03-14,away,loss,104.0,ATLANTA HAWKS,107.0,0.3170731707317073,0.35294117647058826,32
ATLANTA HAWKS,240,37,74,4,11,29,33,6,33,20,7,1,12,21,2003-03-14,home,win,107.0,NEW YORK KNICKS,104.0,0.3333333333333333,0.26666666666666666,39
WASHINGTON WIZARDS,240,31,79,0,4,18,25,10,25,16,10,4,10,22,2003-03-14,away,loss,80.0,DETROIT PISTONS,90.0,0.2818181818181818,0.0,35
DETROIT PISTONS,240,31,75,8,19,20,31,14,39,21,7,8,16,19,2003-03-14,home,win,90.0,WASHINGTON WIZARDS,80.0,0.29245283018867924,0.2962962962962963,53
DALLAS MAVERICKS,240,47,95,10,26,12,15,18,24,27,7,9,10,25,2003-03-14,away,win,116.0,GOLDEN STATE WARRIORS,114.0,0.33098591549295775,0.2777777777777778,42
GOLDEN STATE WARRIORS,240,39,84,8,27,28,32,12,28,27,4,3,12,18,2003-03-14,home,loss,114.0,DALLAS MAVERICKS,116.0,0.3170731707317073,0.22857142857142856,40
CHICAGO BULLS,240,37,84,7,11,10,16,14,25,21,8,3,26,25,2003-03-14,away,loss,91.0,HOUSTON ROCKETS,121.0,0.30578512396694213,0.3888888888888889,39
HOUSTON ROCKETS,240,41,71,10,17,29,32,4,31,29,17,10,18,17,2003-03-14,home,win,121.0,CHICAGO BULLS,91.0,0.36607142857142855,0.37037037037037035,35
UTAH JAZZ,240,29,76,2,6,21,29,13,28,22,10,6,11,28,2003-03-14,away,loss,81.0,INDIANA PACERS,101.0,0.2761904761904762,0.25,41
INDIANA PACERS,240,34,77,10,16,23,31,18,32,29,3,6,13,24,2003-03-14,home,win,101.0,UTAH JAZZ,81.0,0.3063063063063063,0.38461538461538464,50
NEW ORLEANS HORNETS,240,36,82,2,7,13,17,15,34,20,5,7,10,14,2003-03-14,away,win,87.0,MIAMI HEAT,83.0,0.3050847457627119,0.2222222222222222,49
MIAMI HEAT,240,35,82,1,8,12,15,11,24,16,6,2,10,16,2003-03-14,home,loss,83.0,NEW ORLEANS HORNETS,87.0,0.29914529914529914,0.1111111111111111,35
LOS ANGELES LAKERS,240,41,89,4,11,20,28,13,27,24,12,11,5,15,2003-03-14,away,win,106.0,MINNESOTA TIMBERWOLVES,99.0,0.3153846153846154,0.26666666666666666,40
MINNESOTA TIMBERWOLVES,240,41,91,7,13,10,13,17,35,25,2,4,15,19,2003-03-14,home,loss,99.0,LOS ANGELES LAKERS,106.0,0.3106060606060606,0.35,52
PORTLAND TRAIL BLAZERS,240,31,70,4,16,13,15,8,29,15,9,5,25,16,2003-03-14,away,loss,79.0,PHILADELPHIA 76ERS,90.0,0.3069306930693069,0.2,37
PHILADELPHIA 76ERS,240,37,84,0,6,16,20,16,29,26,17,2,17,16,2003-03-14,home,win,90.0,PORTLAND TRAIL BLAZERS,79.0,0.30578512396694213,0.0,45
TORONTO RAPTORS,240,34,95,1,9,15,22,23,22,19,5,3,13,17,2003-03-14,away,loss,84.0,SACRAMENTO KINGS,119.0,0.26356589147286824,0.1,45
SACRAMENTO KINGS,240,49,83,4,12,17,22,8,37,36,10,8,13,18,2003-03-14,home,win,119.0,TORONTO RAPTORS,84.0,0.3712121212121212,0.25,45
LOS ANGELES CLIPPERS,240,36,74,3,10,21,27,6,35,22,4,8,16,22,2003-03-14,away,loss,96.0,SAN ANTONIO SPURS,107.0,0.32727272727272727,0.23076923076923078,41
SAN ANTONIO SPURS,240,44,87,5,15,14,21,11,28,31,9,4,9,24,2003-03-14,home,win,107.0,LOS ANGELES CLIPPERS,96.0,0.33587786259541985,0.25,39
