team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
SAN ANTONIO SPURS,240,36,68,5,13,17,25,5,35,30,17,2,22,19,away,win,94.0,BOSTON CELTICS,78.0
BOSTON CELTICS,240,31,78,6,21,10,17,15,27,16,10,3,23,20,home,loss,78.0,SAN ANTONIO SPURS,94.0
GOLDEN STATE WARRIORS,240,39,78,8,17,19,26,13,29,18,5,2,12,27,away,loss,105.0,DETROIT PISTONS,107.0
DETROIT PISTONS,240,40,81,3,12,24,34,10,25,22,9,6,8,24,home,win,107.0,GOLDEN STATE WARRIORS,105.0
PHILADELPHIA 76ERS,240,33,72,2,8,24,33,6,30,17,8,2,19,32,away,loss,92.0,LOS ANGELES LAKERS,106.0
LOS ANGELES LAKERS,240,38,80,5,15,25,34,10,32,30,6,8,13,27,home,win,106.0,PHILADELPHIA 76ERS,92.0
NEW JERSEY NETS,240,40,77,3,9,19,27,9,27,30,9,2,13,19,away,win,102.0,NEW ORLEANS HORNETS,92.0
NEW ORLEANS HORNETS,240,34,81,4,11,20,24,13,26,20,8,3,16,25,home,loss,92.0,NEW JERSEY NETS,102.0
WASHINGTON WIZARDS,240,33,74,1,8,29,39,14,29,14,9,3,11,23,away,loss,96.0,NEW YORK KNICKS,97.0
NEW YORK KNICKS,240,32,74,9,22,24,32,13,28,19,6,4,15,28,home,win,97.0,WASHINGTON WIZARDS,96.0
DENVER NUGGETS,240,42,82,2,10,12,26,7,28,26,8,9,14,23,away,loss,98.0,ORLANDO MAGIC,111.0
ORLANDO MAGIC,240,39,83,10,24,23,34,13,30,22,10,5,16,24,home,win,111.0,DENVER NUGGETS,98.0
MINNESOTA TIMBERWOLVES,240,37,75,6,14,25,29,9,35,27,3,4,15,20,away,win,105.0,PHOENIX SUNS,98.0
PHOENIX SUNS,240,37,89,7,17,17,22,14,27,19,11,5,9,27,home,loss,98.0,MINNESOTA TIMBERWOLVES,105.0
INDIANA PACERS,240,34,89,0,8,20,29,19,29,14,5,3,10,21,away,loss,88.0,SACRAMENTO KINGS,107.0
SACRAMENTO KINGS,240,43,83,6,12,15,19,11,34,26,4,8,12,22,home,win,107.0,INDIANA PACERS,88.0
MEMPHIS GRIZZLIES,240,52,92,5,14,10,12,14,29,29,8,5,10,17,away,win,119.0,TORONTO RAPTORS,106.0
TORONTO RAPTORS,240,43,90,6,18,14,16,11,22,25,8,7,10,15,home,loss,106.0,MEMPHIS GRIZZLIES,119.0
