team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
ATLANTA HAWKS,265,35,86,4,17,28,35,14,32,25,11,7,16,23,away,win,102.0,CLEVELAND CAVALIERS,101.0
CLEVELAND CAVALIERS,265,40,94,5,16,16,24,14,33,26,9,7,18,24,home,loss,101.0,ATLANTA HAWKS,102.0
UTAH JAZZ,240,38,84,1,8,18,25,14,25,27,8,6,14,20,away,loss,95.0,GOLDEN STATE WARRIORS,108.0
GOLDEN STATE WARRIORS,240,46,83,2,11,14,18,10,29,26,6,7,14,19,home,win,108.0,UTAH JAZZ,95.0
SEATTLE SUPERSONICS,240,34,79,7,17,20,27,13,30,22,8,7,9,26,away,win,95.0,MEMPHIS GRIZZLIES,83.0
MEMPHIS GRIZZLIES,240,31,70,5,19,16,26,10,33,20,4,2,14,21,home,loss,83.0,SEATTLE SUPERSONICS,95.0
PHILADELPHIA 76ERS,240,33,68,3,7,28,35,13,31,12,9,7,14,19,away,win,97.0,MIAMI HEAT,91.0
MIAMI HEAT,240,36,82,6,23,13,17,13,22,23,11,6,10,20,home,loss,91.0,PHILADELPHIA 76ERS,97.0
DENVER NUGGETS,240,35,84,1,8,4,6,13,28,22,8,2,13,21,away,loss,75.0,MILWAUKEE BUCKS,88.0
MILWAUKEE BUCKS,240,31,62,7,20,19,25,6,29,21,8,4,16,10,home,win,88.0,DENVER NUGGETS,75.0
DETROIT PISTONS,240,31,77,2,17,12,18,9,17,12,9,3,16,16,away,loss,76.0,SAN ANTONIO SPURS,108.0
SAN ANTONIO SPURS,240,44,72,6,12,14,19,9,32,19,10,4,15,19,home,win,108.0,DETROIT PISTONS,76.0
MINNESOTA TIMBERWOLVES,240,39,83,5,13,14,17,15,29,24,10,3,15,16,away,win,97.0,WASHINGTON WIZARDS,89.0
WASHINGTON WIZARDS,240,35,78,4,11,15,20,11,23,16,7,3,14,15,home,loss,89.0,MINNESOTA TIMBERWOLVES,97.0
