team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
BOSTON CELTICS,240,26,77,9,28,14,20,13,29,13,8,6,20,24,away,loss,75.0,NEW JERSEY NETS,90.0
NEW JERSEY NETS,240,31,76,4,10,24,32,13,34,24,12,1,16,20,home,win,90.0,BOSTON CELTICS,75.0
SACRAMENTO KINGS,240,33,90,7,20,11,15,15,25,23,10,7,14,21,away,loss,84.0,PHOENIX SUNS,109.0
PHOENIX SUNS,240,38,77,7,14,26,33,13,38,20,12,4,13,15,home,win,109.0,SACRAMENTO KINGS,84.0
DALLAS MAVERICKS,240,41,84,7,26,11,13,9,23,17,5,2,11,27,away,loss,100.0,SEATTLE SUPERSONICS,107.0
SEATTLE SUPERSONICS,240,36,72,6,17,29,38,9,32,20,5,1,14,21,home,win,107.0,DALLAS MAVERICKS,100.0
