team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
PHILADELPHIA 76ERS,240,45,89,4,10,16,28,13,35,31,14,2,15,24,away,win,110.0,CHICAGO BULLS,82.0
CHICAGO BULLS,240,32,85,0,11,18,25,19,31,23,4,5,24,27,home,loss,82.0,PHILADELPHIA 76ERS,110.0
MINNESOTA TIMBERWOLVES,240,30,72,2,7,23,31,8,35,26,10,9,11,16,away,win,85.0,DENVER NUGGETS,77.0
DENVER NUGGETS,240,32,87,3,8,10,17,21,34,25,4,5,16,24,home,loss,77.0,MINNESOTA TIMBERWOLVES,85.0
MILWAUKEE BUCKS,240,40,82,10,27,14,16,11,26,22,7,1,12,24,away,loss,104.0,LOS ANGELES CLIPPERS,110.0
LOS ANGELES CLIPPERS,240,43,85,3,8,21,28,16,32,29,6,6,10,14,home,win,110.0,MILWAUKEE BUCKS,104.0
WASHINGTON WIZARDS,240,29,76,0,9,17,26,10,25,16,7,4,10,15,away,loss,75.0,NEW ORLEANS HORNETS,87.0
NEW ORLEANS HORNETS,240,36,80,6,13,9,13,16,35,20,7,6,16,20,home,win,87.0,WASHINGTON WIZARDS,75.0
HOUSTON ROCKETS,240,37,84,11,23,22,26,22,35,18,6,8,14,21,away,win,107.0,PHOENIX SUNS,89.0
PHOENIX SUNS,240,31,76,5,17,22,27,8,24,15,8,4,12,22,home,loss,89.0,HOUSTON ROCKETS,107.0
GOLDEN STATE WARRIORS,240,38,84,2,12,20,22,12,29,24,8,8,21,22,away,loss,98.0,PORTLAND TRAIL BLAZERS,125.0
PORTLAND TRAIL BLAZERS,240,49,90,7,16,20,24,11,23,25,13,6,13,17,home,win,125.0,GOLDEN STATE WARRIORS,98.0
NEW YORK KNICKS,240,35,77,6,17,18,21,8,26,21,5,1,14,26,away,loss,94.0,SEATTLE SUPERSONICS,103.0
SEATTLE SUPERSONICS,240,35,75,5,15,28,36,14,33,14,9,2,15,24,home,win,103.0,NEW YORK KNICKS,94.0
DETROIT PISTONS,240,33,88,5,17,18,20,10,28,18,6,5,4,16,away,win,89.0,TORONTO RAPTORS,84.0
TORONTO RAPTORS,240,35,80,2,7,12,16,11,37,21,2,9,13,22,home,loss,84.0,DETROIT PISTONS,89.0
LOS ANGELES LAKERS,240,32,74,10,24,19,23,9,28,16,8,8,9,21,away,win,93.0,UTAH JAZZ,87.0
UTAH JAZZ,240,34,79,2,8,17,26,14,24,22,5,9,11,22,home,loss,87.0,LOS ANGELES LAKERS,93.0
