team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
SAN ANTONIO SPURS,240,26,71,3,10,32,46,11,41,15,15,11,20,26,away,win,87.0,LOS ANGELES LAKERS,82.0
LOS ANGELES LAKERS,240,27,85,4,13,24,30,17,31,16,10,5,18,34,home,loss,82.0,SAN ANTONIO SPURS,87.0
PHILADELPHIA 76ERS,240,31,78,2,8,24,32,11,35,19,10,1,20,22,away,loss,88.0,ORLANDO MAGIC,95.0
ORLANDO MAGIC,240,36,81,6,18,17,22,8,31,24,4,8,15,26,home,win,95.0,PHILADELPHIA 76ERS,88.0
CLEVELAND CAVALIERS,240,27,83,1,4,12,20,17,29,14,7,5,20,20,away,loss,67.0,SACRAMENTO KINGS,94.0
SACRAMENTO KINGS,240,36,80,6,15,16,23,15,33,21,12,10,19,19,home,win,94.0,CLEVELAND CAVALIERS,67.0
