team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
UTAH JAZZ,240,35,81,3,12,22,25,7,19,31,6,7,11,17,away,loss,95.0,CLEVELAND CAVALIERS,122.0
CLEVELAND CAVALIERS,240,50,83,7,11,15,22,13,36,34,8,7,15,22,home,win,122.0,UTAH JAZZ,95.0
SEATTLE SUPERSONICS,240,35,76,5,19,17,20,10,30,20,10,4,13,17,away,win,92.0,DENVER NUGGETS,84.0
DENVER NUGGETS,240,34,78,2,17,14,22,13,30,25,10,8,12,20,home,loss,84.0,SEATTLE SUPERSONICS,92.0
PHOENIX SUNS,240,26,78,1,10,22,31,17,27,11,6,5,14,26,away,loss,75.0,HOUSTON ROCKETS,85.0
HOUSTON ROCKETS,240,32,71,6,14,15,19,7,29,23,5,7,13,23,home,win,85.0,PHOENIX SUNS,75.0
TORONTO RAPTORS,240,41,75,5,11,23,26,7,26,20,10,1,16,25,away,loss,110.0,LOS ANGELES CLIPPERS,111.0
LOS ANGELES CLIPPERS,240,41,81,8,16,21,28,13,27,20,8,2,15,26,home,win,111.0,TORONTO RAPTORS,110.0
ATLANTA HAWKS,240,35,91,0,10,22,29,13,20,16,10,4,9,16,away,loss,92.0,MEMPHIS GRIZZLIES,124.0
MEMPHIS GRIZZLIES,240,50,89,9,18,15,15,13,43,36,6,6,15,24,home,win,124.0,ATLANTA HAWKS,92.0
PORTLAND TRAIL BLAZERS,240,39,80,3,14,14,20,15,20,26,5,4,14,19,away,loss,95.0,MINNESOTA TIMBERWOLVES,111.0
MINNESOTA TIMBERWOLVES,240,43,85,10,17,15,17,15,26,27,7,4,10,14,home,win,111.0,PORTLAND TRAIL BLAZERS,95.0
PHILADELPHIA 76ERS,240,30,72,6,12,26,28,8,24,16,16,6,17,20,away,win,92.0,NEW JERSEY NETS,87.0
NEW JERSEY NETS,240,33,79,2,13,19,21,16,29,23,8,5,22,26,home,loss,87.0,PHILADELPHIA 76ERS,92.0
MILWAUKEE BUCKS,240,42,87,7,21,20,23,10,25,20,2,0,7,28,away,loss,111.0,NEW YORK KNICKS,120.0
NEW YORK KNICKS,240,33,75,14,34,40,44,11,28,23,4,3,7,23,home,win,120.0,MILWAUKEE BUCKS,111.0
DALLAS MAVERICKS,265,47,99,10,25,25,33,12,43,26,6,5,11,22,away,win,129.0,SACRAMENTO KINGS,123.0
SACRAMENTO KINGS,265,46,102,11,23,20,25,10,39,31,7,3,13,21,home,loss,123.0,DALLAS MAVERICKS,129.0
CHICAGO BULLS,240,36,83,8,20,17,25,15,27,19,10,3,22,27,away,loss,97.0,SAN ANTONIO SPURS,108.0
SAN ANTONIO SPURS,240,37,74,8,25,26,34,9,30,26,17,7,19,18,home,win,108.0,CHICAGO BULLS,97.0
