slug,name,team,location,opponent,outcome,seconds_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_score
onealsh01,Shaquille O'Neal,LOS ANGELES LAKERS,AWAY,DETROIT PISTONS,LOSS,2844,16,21,0,0,4,11,3,17,2,0,1,2,4,30.6
wallara01,Rasheed Wallace,DETROIT PISTONS,HOME,LOS ANGELES LAKERS,WIN,2549,10,23,0,5,6,6,2,11,2,2,2,2,4,19.8
billuch01,Chauncey Billups,DETROIT PISTONS,HOME,LOS ANGELES LAKERS,WIN,2266,7,12,2,5,7,9,0,4,4,2,0,3,3,18.4
hamilri01,Richard Hamilton,DETROIT PISTONS,HOME,LOS ANGELES LAKERS,WIN,2663,5,11,0,0,7,7,1,1,6,0,0,5,5,9.5
wallabe01,Ben Wallace,DETROIT PISTONS,HOME,LOS ANGELES LAKERS,WIN,2373,2,5,0,0,4,14,2,11,2,1,1,1,3,6.9
princta01,Tayshaun Prince,DETROIT PISTONS,HOME,LOS ANGELES LAKERS,WIN,2516,3,10,0,3,0,1,4,3,2,0,0,0,1,4.5
bryanko01,Kobe Bryant,LOS ANGELES LAKERS,AWAY,DETROIT PISTONS,LOSS,2686,8,25,2,6,2,2,0,0,2,1,0,3,3,3.9
paytoga01,Gary Payton,LOS ANGELES LAKERS,AWAY,DETROIT PISTONS,LOSS,2615,4,11,0,2,0,0,1,1,5,0,0,1,4,3.8
georgde01,Devean George,LOS ANGELES LAKERS,AWAY,DETROIT PISTONS,LOSS,966,1,2,1,2,2,4,1,2,0,1,0,0,5,3.5
jamesmi01,Mike James,DETROIT PISTONS,HOME,LOS ANGELES LAKERS,WIN,282,2,2,0,0,0,0,0,2,0,0,0,1,0,3.0
foxri01,Rick Fox,LOS ANGELES LAKERS,AWAY,DETROIT PISTONS,LOSS,935,1,4,0,1,0,0,0,1,6,0,0,0,3,2.9
hunteli01,Lindsey Hunter,DETROIT PISTONS,HOME,LOS ANGELES LAKERS,WIN,585,0,1,0,0,4,4,0,0,0,0,0,0,1,2.9
malonka01,Karl Malone,LOS ANGELES LAKERS,AWAY,DETROIT PISTONS,LOSS,1305,1,2,0,0,0,0,2,3,2,0,0,2,2,1.9
fishede01,Derek Fisher,LOS ANGELES LAKERS,AWAY,DETROIT PISTONS,LOSS,1218,1,6,0,3,2,3,1,4,2,0,0,0,4,1.5
milicda01,Darko Miličić,DETROIT PISTONS,HOME,LOS ANGELES LAKERS,WIN,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
russebr01,Bryon Russell,LOS ANGELES LAKERS,AWAY,DETROIT PISTONS,LOSS,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0
willico02,Corliss Williamson,DETROIT PISTONS,HOME,LOS ANGELES LAKERS,WIN,329,0,1,0,0,0,0,0,2,0,0,0,0,0,-0.1
medvest01,Stanislav Medvedenko,LOS ANGELES LAKERS,AWAY,DETROIT PISTONS,LOSS,770,1,5,0,0,1,2,1,0,1,0,0,0,3,-0.3
hamda01,Darvin Ham,DETROIT PISTONS,HOME,LOS ANGELES LAKERS,WIN,35,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.4
waltolu01,Luke Walton,LOS ANGELES LAKERS,AWAY,DETROIT PISTONS,LOSS,741,0,1,0,1,0,0,0,1,3,2,0,2,6,-0.7
rushka01,Kareem Rush,LOS ANGELES LAKERS,AWAY,DETROIT PISTONS,LOSS,310,0,1,0,1,0,0,0,0,0,0,0,0,1,-1.1
campbel01,Elden Campbell,DETROIT PISTONS,HOME,LOS ANGELES LAKERS,WIN,794,0,3,0,0,0,0,0,2,0,0,1,0,2,-1.6
