team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
PHOENIX SUNS,240,38,85,7,17,19,22,18,35,15,4,3,15,21,2017-01-05,away,win,102.0,DALLAS MAVERICKS,95.0,0.3089430894308943,0.2916666666666667,53
DALLAS MAVERICKS,240,36,79,9,29,14,17,7,24,18,6,7,10,20,2017-01-05,home,loss,95.0,PHOENIX SUNS,102.0,0.3130434782608696,0.23684210526315788,31
SAN ANTONIO SPURS,240,51,90,12,24,13,17,7,34,34,5,8,7,15,2017-01-05,away,win,127.0,DENVER NUGGETS,99.0,0.3617021276595745,0.3333333333333333,41
DENVER NUGGETS,240,39,86,7,25,14,17,11,27,25,7,3,13,17,2017-01-05,home,loss,99.0,SAN ANTONIO SPURS,127.0,0.312,0.21875,38
CHARLOTTE HORNETS,240,37,91,10,26,30,34,8,41,20,4,5,5,23,2017-01-05,away,loss,114.0,DETROIT PISTONS,115.0,0.2890625,0.2777777777777778,49
DETROIT PISTONS,240,39,97,10,28,27,32,16,40,24,2,6,7,23,2017-01-05,home,win,115.0,CHARLOTTE HORNETS,114.0,0.2867647058823529,0.2631578947368421,56
OKLAHOMA CITY THUNDER,240,41,91,12,30,22,27,16,38,15,6,9,9,21,2017-01-05,away,loss,116.0,HOUSTON ROCKETS,118.0,0.3106060606060606,0.2857142857142857,54
HOUSTON ROCKETS,240,41,86,15,39,21,30,9,34,27,6,3,9,20,2017-01-05,home,win,118.0,OKLAHOMA CITY THUNDER,116.0,0.3228346456692913,0.2777777777777778,43
BROOKLYN NETS,240,41,90,17,38,10,13,8,37,22,5,8,13,17,2017-01-05,away,loss,109.0,INDIANA PACERS,121.0,0.31297709923664124,0.3090909090909091,45
INDIANA PACERS,240,48,93,10,22,15,19,7,37,23,7,9,6,12,2017-01-05,home,win,121.0,BROOKLYN NETS,109.0,0.3404255319148936,0.3125,44
ATLANTA HAWKS,240,38,90,9,23,14,17,12,43,23,9,6,14,14,2017-01-05,away,win,99.0,NEW ORLEANS PELICANS,94.0,0.296875,0.28125,55
NEW ORLEANS PELICANS,240,34,93,15,35,11,14,15,37,19,8,4,15,18,2017-01-05,home,loss,94.0,ATLANTA HAWKS,99.0,0.2677165354330709,0.3,52
LOS ANGELES LAKERS,240,36,86,10,31,27,33,10,30,15,7,3,11,25,2017-01-05,away,loss,109.0,PORTLAND TRAIL BLAZERS,118.0,0.29508196721311475,0.24390243902439024,40
PORTLAND TRAIL BLAZERS,240,43,81,12,33,20,30,8,39,29,6,5,13,21,2017-01-05,home,win,118.0,LOS ANGELES LAKERS,109.0,0.3467741935483871,0.26666666666666666,47
UTAH JAZZ,240,34,73,7,20,18,21,12,34,16,2,4,18,22,2017-01-05,away,loss,93.0,TORONTO RAPTORS,101.0,0.3177570093457944,0.25925925925925924,46
TORONTO RAPTORS,240,36,91,8,21,21,28,21,24,14,10,6,4,19,2017-01-05,home,win,101.0,UTAH JAZZ,93.0,0.28346456692913385,0.27586206896551724,45
