team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
INDIANA PACERS,240,43,84,8,20,17,23,9,24,23,14,3,13,21,2017-04-17,away,loss,111.0,CLEVELAND CAVALIERS,117.0,0.33858267716535434,0.2857142857142857,33
CLEVELAND CAVALIERS,240,42,76,13,31,20,23,7,30,19,6,8,18,16,2017-04-17,home,win,117.0,INDIANA PACERS,111.0,0.3559322033898305,0.29545454545454547,37
MEMPHIS GRIZZLIES,240,31,82,7,27,13,15,9,26,19,8,1,8,22,2017-04-17,away,loss,82.0,SAN ANTONIO SPURS,96.0,0.2743362831858407,0.20588235294117646,35
SAN ANTONIO SPURS,240,28,61,9,23,31,32,5,34,14,4,4,14,13,2017-04-17,home,win,96.0,MEMPHIS GRIZZLIES,82.0,0.3146067415730337,0.28125,39
