team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
MILWAUKEE BUCKS,240,43,76,9,15,21,27,8,34,29,7,8,12,19,2016-12-31,away,win,116.0,CHICAGO BULLS,96.0,0.36134453781512604,0.375,42
CHICAGO BULLS,240,33,83,10,27,20,28,14,23,23,9,5,11,21,2016-12-31,home,loss,96.0,MILWAUKEE BUCKS,116.0,0.28448275862068967,0.2702702702702703,37
CLEVELAND CAVALIERS,240,43,85,14,31,21,25,8,27,17,6,1,6,17,2016-12-31,away,win,121.0,CHARLOTTE HORNETS,109.0,0.3359375,0.3111111111111111,35
CHARLOTTE HORNETS,240,40,78,9,24,20,23,10,29,24,3,7,11,19,2016-12-31,home,loss,109.0,CLEVELAND CAVALIERS,121.0,0.3389830508474576,0.2727272727272727,39
NEW YORK KNICKS,240,47,105,10,32,18,25,13,35,21,7,3,7,20,2016-12-31,away,loss,122.0,HOUSTON ROCKETS,129.0,0.3092105263157895,0.23809523809523808,48
HOUSTON ROCKETS,240,42,92,21,55,24,29,10,36,30,3,2,13,20,2016-12-31,home,win,129.0,NEW YORK KNICKS,122.0,0.31343283582089554,0.27631578947368424,46
LOS ANGELES CLIPPERS,240,31,75,8,30,18,21,7,31,14,4,4,15,25,2016-12-31,away,loss,88.0,OKLAHOMA CITY THUNDER,114.0,0.29245283018867924,0.21052631578947367,38
OKLAHOMA CITY THUNDER,240,37,78,10,29,30,35,8,36,25,9,6,9,20,2016-12-31,home,win,114.0,LOS ANGELES CLIPPERS,88.0,0.3217391304347826,0.2564102564102564,44
MEMPHIS GRIZZLIES,240,44,87,17,35,7,9,12,28,25,6,3,7,20,2016-12-31,away,win,112.0,SACRAMENTO KINGS,98.0,0.33587786259541985,0.3269230769230769,40
SACRAMENTO KINGS,240,31,72,11,28,25,28,11,28,17,6,3,12,12,2016-12-31,home,loss,98.0,MEMPHIS GRIZZLIES,112.0,0.30097087378640774,0.28205128205128205,39
PHOENIX SUNS,240,36,87,7,17,7,10,9,32,9,6,2,9,21,2016-12-31,away,loss,86.0,UTAH JAZZ,91.0,0.2926829268292683,0.2916666666666667,41
UTAH JAZZ,240,35,73,8,20,13,20,6,40,17,3,4,15,16,2016-12-31,home,win,91.0,PHOENIX SUNS,86.0,0.32407407407407407,0.2857142857142857,46
