team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
BROOKLYN NETS,240,31,86,8,31,35,39,9,40,18,8,6,12,19,away,loss,105.0,BOSTON CELTICS,114.0
BOSTON CELTICS,240,41,91,14,38,18,21,9,42,31,7,4,13,23,home,win,114.0,BROOKLYN NETS,105.0
ORLANDO MAGIC,240,29,84,5,27,12,16,9,28,18,5,5,16,18,away,loss,75.0,CHICAGO BULLS,122.0
CHICAGO BULLS,240,48,89,12,26,14,16,11,43,33,12,4,12,16,home,win,122.0,ORLANDO MAGIC,75.0
WASHINGTON WIZARDS,240,42,83,7,19,14,16,9,39,27,8,5,17,13,away,win,105.0,DETROIT PISTONS,101.0
DETROIT PISTONS,240,43,94,10,26,5,5,6,30,22,9,2,10,18,home,loss,101.0,WASHINGTON WIZARDS,105.0
UTAH JAZZ,240,41,92,13,35,10,15,14,35,29,8,3,11,17,away,win,105.0,GOLDEN STATE WARRIORS,99.0
GOLDEN STATE WARRIORS,240,39,80,9,25,12,17,8,34,25,5,6,13,17,home,loss,99.0,UTAH JAZZ,105.0
HOUSTON ROCKETS,240,33,84,9,40,21,27,9,32,23,5,3,15,23,away,loss,96.0,LOS ANGELES CLIPPERS,125.0
LOS ANGELES CLIPPERS,240,46,91,10,26,23,28,12,37,29,9,0,9,16,home,win,125.0,HOUSTON ROCKETS,96.0
CLEVELAND CAVALIERS,265,44,89,14,35,19,22,7,40,19,7,4,21,25,away,loss,121.0,MIAMI HEAT,124.0
MIAMI HEAT,265,44,95,12,33,24,34,9,37,28,9,3,13,26,home,win,124.0,CLEVELAND CAVALIERS,121.0
CHARLOTTE HORNETS,240,33,81,5,18,8,13,7,32,21,11,5,9,10,away,loss,79.0,MILWAUKEE BUCKS,89.0
MILWAUKEE BUCKS,240,35,78,16,27,3,5,8,38,28,4,3,16,14,home,win,89.0,CHARLOTTE HORNETS,79.0
INDIANA PACERS,240,49,85,5,16,17,21,14,30,30,9,5,14,23,away,win,120.0,PHILADELPHIA 76ERS,111.0
PHILADELPHIA 76ERS,240,35,75,13,33,28,31,10,23,20,10,1,18,19,home,loss,111.0,INDIANA PACERS,120.0
SAN ANTONIO SPURS,240,38,83,8,21,14,20,13,34,17,4,9,15,15,away,loss,98.0,PORTLAND TRAIL BLAZERS,99.0
PORTLAND TRAIL BLAZERS,240,37,89,12,27,13,15,12,30,18,6,3,9,17,home,win,99.0,SAN ANTONIO SPURS,98.0
