team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
CLEVELAND CAVALIERS,240,30,86,11,31,20,25,15,44,15,0,6,20,23,2017-06-01,away,loss,91.0,GOLDEN STATE WARRIORS,113.0,0.25862068965517243,0.2619047619047619,59
GOLDEN STATE WARRIORS,240,45,106,12,33,11,16,14,36,31,12,3,4,24,2017-06-01,home,win,113.0,CLEVELAND CAVALIERS,91.0,0.2980132450331126,0.26666666666666666,50
