team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
CLEVELAND CAVALIERS,240,39,84,11,39,12,19,8,34,24,4,1,9,17,2017-03-09,away,loss,101.0,DETROIT PISTONS,106.0,0.3170731707317073,0.22,42
DETROIT PISTONS,240,41,88,9,26,15,19,11,34,22,6,1,7,15,2017-03-09,home,win,106.0,CLEVELAND CAVALIERS,101.0,0.3178294573643411,0.2571428571428571,45
LOS ANGELES CLIPPERS,240,40,78,11,30,23,28,7,40,24,2,4,14,18,2017-03-09,away,win,114.0,MEMPHIS GRIZZLIES,98.0,0.3389830508474576,0.2682926829268293,47
MEMPHIS GRIZZLIES,240,37,83,7,20,17,22,6,28,26,6,2,9,22,2017-03-09,home,loss,98.0,LOS ANGELES CLIPPERS,114.0,0.30833333333333335,0.25925925925925924,34
SAN ANTONIO SPURS,240,35,84,6,19,16,20,13,28,15,8,8,15,16,2017-03-09,away,loss,92.0,OKLAHOMA CITY THUNDER,102.0,0.29411764705882354,0.24,41
OKLAHOMA CITY THUNDER,240,41,89,6,20,14,21,15,33,23,10,3,11,22,2017-03-09,home,win,102.0,SAN ANTONIO SPURS,92.0,0.3153846153846154,0.23076923076923078,48
LOS ANGELES LAKERS,240,47,98,12,27,16,24,14,28,21,11,7,9,20,2017-03-09,away,win,122.0,PHOENIX SUNS,110.0,0.32413793103448274,0.3076923076923077,42
PHOENIX SUNS,240,42,91,6,19,20,25,18,36,20,7,10,19,24,2017-03-09,home,loss,110.0,LOS ANGELES LAKERS,122.0,0.3157894736842105,0.24,54
PHILADELPHIA 76ERS,265,41,94,11,29,15,20,12,32,18,10,3,16,29,2017-03-09,away,loss,108.0,PORTLAND TRAIL BLAZERS,114.0,0.3037037037037037,0.275,44
PORTLAND TRAIL BLAZERS,265,40,88,6,21,28,33,16,39,25,8,12,19,22,2017-03-09,home,win,114.0,PHILADELPHIA 76ERS,108.0,0.3125,0.2222222222222222,55
