team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,location,outcome,game_score,opponent,opponent_score
PORTLAND TRAIL BLAZERS,240,32,78,2,8,9,13,10,27,16,5,3,16,17,away,loss,75.0,MINNESOTA TIMBERWOLVES,96.0
MINNESOTA TIMBERWOLVES,240,40,82,3,12,13,17,12,35,30,7,7,9,15,home,win,96.0,PORTLAND TRAIL BLAZERS,75.0
HOUSTON ROCKETS,240,35,71,11,21,30,37,8,40,16,10,4,13,21,away,win,111.0,NEW YORK KNICKS,79.0
NEW YORK KNICKS,240,26,78,8,17,19,27,11,29,15,5,2,17,21,home,loss,79.0,HOUSTON ROCKETS,111.0
