team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
ATLANTA HAWKS,240,28,82,7,13,17,24,8,28,18,5,5,14,23,2004-03-03,away,loss,80.0,CLEVELAND CAVALIERS,112.0,0.2545454545454545,0.35,36
CLEVELAND CAVALIERS,240,41,95,3,12,27,31,19,43,31,11,7,11,23,2004-03-03,home,win,112.0,ATLANTA HAWKS,80.0,0.3014705882352941,0.2,62
LOS ANGELES LAKERS,240,37,76,7,18,15,28,7,29,24,6,5,13,23,2004-03-03,away,win,96.0,HOUSTON ROCKETS,93.0,0.3274336283185841,0.28,36
HOUSTON ROCKETS,240,35,75,7,22,16,19,6,30,25,6,2,12,27,2004-03-03,home,loss,93.0,LOS ANGELES LAKERS,96.0,0.3181818181818182,0.2413793103448276,36
INDIANA PACERS,265,34,76,11,22,22,28,14,29,24,8,7,21,12,2004-03-03,away,win,101.0,LOS ANGELES CLIPPERS,94.0,0.3090909090909091,0.3333333333333333,43
LOS ANGELES CLIPPERS,265,39,87,3,12,13,15,14,27,26,11,5,15,18,2004-03-03,home,loss,94.0,INDIANA PACERS,101.0,0.30952380952380953,0.2,41
DALLAS MAVERICKS,240,39,108,2,10,17,21,24,29,26,5,3,8,14,2004-03-03,away,loss,97.0,MINNESOTA TIMBERWOLVES,121.0,0.2653061224489796,0.16666666666666666,53
MINNESOTA TIMBERWOLVES,240,48,87,11,21,14,18,9,43,33,4,5,9,15,2004-03-03,home,win,121.0,DALLAS MAVERICKS,97.0,0.35555555555555557,0.34375,52
CHICAGO BULLS,265,36,86,8,21,17,22,11,36,24,4,10,15,32,2004-03-03,away,loss,97.0,NEW ORLEANS HORNETS,100.0,0.29508196721311475,0.27586206896551724,47
NEW ORLEANS HORNETS,265,34,83,6,16,26,37,12,29,22,6,9,9,23,2004-03-03,home,win,100.0,CHICAGO BULLS,97.0,0.2905982905982906,0.2727272727272727,41
PHILADELPHIA 76ERS,240,29,81,2,9,17,26,16,24,20,7,5,16,19,2004-03-03,away,loss,77.0,NEW YORK KNICKS,88.0,0.2636363636363636,0.18181818181818182,40
NEW YORK KNICKS,240,34,79,3,11,17,22,19,33,15,12,4,18,24,2004-03-03,home,win,88.0,PHILADELPHIA 76ERS,77.0,0.3008849557522124,0.21428571428571427,52
MILWAUKEE BUCKS,240,42,83,5,12,16,23,8,36,25,5,2,12,15,2004-03-03,away,win,105.0,ORLANDO MAGIC,97.0,0.336,0.29411764705882354,44
ORLANDO MAGIC,240,39,90,9,23,10,15,12,30,21,6,9,10,19,2004-03-03,home,loss,97.0,MILWAUKEE BUCKS,105.0,0.3023255813953488,0.28125,42
NEW JERSEY NETS,240,24,61,5,15,21,27,4,29,9,3,4,14,19,2004-03-03,away,loss,74.0,PHOENIX SUNS,87.0,0.2823529411764706,0.25,33
PHOENIX SUNS,240,35,81,5,13,12,22,12,34,10,11,1,6,18,2004-03-03,home,win,87.0,NEW JERSEY NETS,74.0,0.3017241379310345,0.2777777777777778,46
MEMPHIS GRIZZLIES,240,39,78,7,16,12,15,5,30,27,9,8,13,20,2004-03-03,away,win,97.0,PORTLAND TRAIL BLAZERS,88.0,0.3333333333333333,0.30434782608695654,35
PORTLAND TRAIL BLAZERS,240,34,89,2,11,18,21,19,30,19,10,6,16,17,2004-03-03,home,loss,88.0,MEMPHIS GRIZZLIES,97.0,0.2764227642276423,0.15384615384615385,49
SEATTLE SUPERSONICS,240,34,69,4,13,12,16,3,27,17,10,6,20,25,2004-03-03,away,loss,84.0,SAN ANTONIO SPURS,88.0,0.3300970873786408,0.23529411764705882,30
SAN ANTONIO SPURS,240,33,76,7,16,15,18,12,25,19,13,3,18,22,2004-03-03,home,win,88.0,SEATTLE SUPERSONICS,84.0,0.30275229357798167,0.30434782608695654,37
TORONTO RAPTORS,240,29,88,5,16,7,11,11,27,19,13,3,6,20,2004-03-03,away,loss,70.0,WASHINGTON WIZARDS,84.0,0.24786324786324787,0.23809523809523808,38
WASHINGTON WIZARDS,240,28,68,3,11,25,32,14,47,13,2,7,19,11,2004-03-03,home,win,84.0,TORONTO RAPTORS,70.0,0.2916666666666667,0.21428571428571427,61
