team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
ATLANTA HAWKS,240,36,90,7,12,15,21,13,35,22,6,7,15,29,2003-10-31,away,loss,94.0,CHICAGO BULLS,100.0,0.2857142857142857,0.3684210526315789,48
CHICAGO BULLS,240,36,90,6,12,22,29,16,37,27,10,12,13,21,2003-10-31,home,win,100.0,ATLANTA HAWKS,94.0,0.2857142857142857,0.3333333333333333,53
MILWAUKEE BUCKS,240,39,72,4,15,11,17,14,35,20,8,10,20,15,2003-10-31,away,win,93.0,INDIANA PACERS,79.0,0.35135135135135137,0.21052631578947367,49
INDIANA PACERS,240,33,85,4,16,9,12,8,17,20,10,4,10,20,2003-10-31,home,loss,79.0,MILWAUKEE BUCKS,93.0,0.2796610169491525,0.2,25
SEATTLE SUPERSONICS,240,46,86,9,26,23,29,11,31,27,7,3,12,23,2003-10-31,away,win,124.0,LOS ANGELES CLIPPERS,105.0,0.3484848484848485,0.2571428571428571,42
LOS ANGELES CLIPPERS,240,36,89,8,21,25,30,16,27,23,6,4,15,25,2003-10-31,home,loss,105.0,SEATTLE SUPERSONICS,124.0,0.288,0.27586206896551724,43
BOSTON CELTICS,240,34,72,3,13,22,33,9,40,21,12,3,17,26,2003-10-31,away,win,93.0,MEMPHIS GRIZZLIES,91.0,0.32075471698113206,0.1875,49
MEMPHIS GRIZZLIES,240,30,81,6,26,25,33,12,32,24,8,7,15,29,2003-10-31,home,loss,91.0,BOSTON CELTICS,93.0,0.2702702702702703,0.1875,44
DETROIT PISTONS,240,30,69,5,14,28,35,14,26,15,6,9,15,27,2003-10-31,away,win,93.0,MIAMI HEAT,81.0,0.30303030303030304,0.2631578947368421,40
MIAMI HEAT,240,30,84,1,9,20,26,20,23,14,8,3,11,25,2003-10-31,home,loss,81.0,DETROIT PISTONS,93.0,0.2631578947368421,0.1,43
MINNESOTA TIMBERWOLVES,240,25,75,2,10,9,11,11,25,15,5,5,25,22,2003-10-31,away,loss,61.0,NEW JERSEY NETS,84.0,0.25,0.16666666666666666,36
NEW JERSEY NETS,240,36,79,2,15,10,16,10,33,29,14,4,18,20,2003-10-31,home,win,84.0,MINNESOTA TIMBERWOLVES,61.0,0.3130434782608696,0.11764705882352941,43
PHILADELPHIA 76ERS,240,33,79,0,7,23,30,15,25,16,9,5,16,21,2003-10-31,away,loss,89.0,SACRAMENTO KINGS,100.0,0.29464285714285715,0.0,40
SACRAMENTO KINGS,240,38,74,6,11,18,23,8,25,26,8,7,15,23,2003-10-31,home,win,100.0,PHILADELPHIA 76ERS,89.0,0.3392857142857143,0.35294117647058826,33
WASHINGTON WIZARDS,240,31,70,1,7,16,21,7,30,17,10,7,12,18,2003-10-31,away,loss,79.0,TORONTO RAPTORS,82.0,0.3069306930693069,0.125,37
TORONTO RAPTORS,240,32,83,3,9,15,18,18,31,24,9,5,14,13,2003-10-31,home,win,82.0,WASHINGTON WIZARDS,79.0,0.2782608695652174,0.25,49
