team,minutes_played,made_field_goals,attempted_field_goals,made_three_point_field_goals,attempted_three_point_field_goals,made_free_throws,attempted_free_throws,offensive_rebounds,defensive_rebounds,assists,steals,blocks,turnovers,personal_fouls,game_date,location,outcome,game_score,opponent,opponent_score,field_goal_percentage,three_point_percentage,total_rebounds
PHILADELPHIA 76ERS,240,26,72,5,11,18,25,10,32,11,9,5,13,19,2004-02-24,away,loss,75.0,ATLANTA HAWKS,86.0,0.2653061224489796,0.3125,42
ATLANTA HAWKS,240,31,77,6,20,18,25,12,32,14,8,7,14,19,2004-02-24,home,win,86.0,PHILADELPHIA 76ERS,75.0,0.28703703703703703,0.23076923076923078,44
LOS ANGELES CLIPPERS,240,30,72,2,11,29,42,9,25,18,9,5,11,19,2004-02-24,away,loss,91.0,DALLAS MAVERICKS,116.0,0.29411764705882354,0.15384615384615385,34
DALLAS MAVERICKS,240,43,87,6,17,24,28,16,32,28,3,8,12,22,2004-02-24,home,win,116.0,LOS ANGELES CLIPPERS,91.0,0.33076923076923076,0.2608695652173913,48
GOLDEN STATE WARRIORS,240,32,77,7,13,25,28,10,28,19,6,5,12,19,2004-02-24,away,loss,96.0,INDIANA PACERS,107.0,0.29357798165137616,0.35,38
INDIANA PACERS,240,44,85,4,13,15,20,12,32,32,7,9,9,18,2004-02-24,home,win,107.0,GOLDEN STATE WARRIORS,96.0,0.34108527131782945,0.23529411764705882,44
MINNESOTA TIMBERWOLVES,240,42,76,2,9,22,33,6,30,20,10,3,10,22,2004-02-24,away,win,108.0,MILWAUKEE BUCKS,102.0,0.3559322033898305,0.18181818181818182,36
MILWAUKEE BUCKS,240,36,75,9,19,21,29,9,30,23,3,1,18,23,2004-02-24,home,loss,102.0,MINNESOTA TIMBERWOLVES,108.0,0.32432432432432434,0.32142857142857145,39
TORONTO RAPTORS,240,25,64,3,14,21,28,5,25,13,5,9,14,19,2004-02-24,away,loss,74.0,NEW JERSEY NETS,86.0,0.2808988764044944,0.17647058823529413,30
NEW JERSEY NETS,240,35,77,1,7,15,17,10,35,24,8,5,10,27,2004-02-24,home,win,86.0,TORONTO RAPTORS,74.0,0.3125,0.125,45
PORTLAND TRAIL BLAZERS,265,37,80,7,17,13,21,10,38,17,1,12,17,21,2004-02-24,away,win,94.0,ORLANDO MAGIC,91.0,0.3162393162393162,0.2916666666666667,48
ORLANDO MAGIC,265,37,100,3,20,14,25,17,29,21,10,4,6,24,2004-02-24,home,loss,91.0,PORTLAND TRAIL BLAZERS,94.0,0.27007299270072993,0.13043478260869565,46
NEW YORK KNICKS,240,42,88,3,8,12,12,13,28,24,9,3,13,20,2004-02-24,away,loss,99.0,SACRAMENTO KINGS,107.0,0.3230769230769231,0.2727272727272727,41
SACRAMENTO KINGS,240,39,80,11,25,18,19,10,29,26,6,3,15,14,2004-02-24,home,win,107.0,NEW YORK KNICKS,99.0,0.3277310924369748,0.3055555555555556,39
HOUSTON ROCKETS,240,30,70,3,7,14,21,13,24,12,8,3,15,19,2004-02-24,away,loss,77.0,SAN ANTONIO SPURS,86.0,0.3,0.3,37
SAN ANTONIO SPURS,240,33,76,7,18,13,17,11,29,19,10,7,13,19,2004-02-24,home,win,86.0,HOUSTON ROCKETS,77.0,0.30275229357798167,0.28,40
SEATTLE SUPERSONICS,240,22,65,6,20,36,39,11,25,12,2,4,14,27,2004-02-24,away,loss,86.0,UTAH JAZZ,99.0,0.25287356321839083,0.23076923076923078,36
UTAH JAZZ,240,36,85,3,14,24,30,20,26,22,5,7,9,27,2004-02-24,home,win,99.0,SEATTLE SUPERSONICS,86.0,0.2975206611570248,0.17647058823529413,46
